"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"Alone in the Dark: The New Nightmare","Action Adventure,Horror","From the moment Edward Carnby and Aline Cedrac set foot on Shadow Island, they are confronted by mysterious, evil creatures intent on thwarting their progress to recover 3 ancient tablets believed to hold the secret key to some incredible menacing phenomenon. Fears threaten from every corner. The slightest shadow could be hiding deep secrets, or concealing worse nightmares...","8.0","7.4","75","Darkworks","Sep 24, 2001 ","http://www.gamefaqs.com/dreamcast/196595-alone-in-the-dark-the-new-nightmare"
"Angel Present","Strategy,Breeding/Constructing","Angel Present is a Strategy game, published by NEC Interchannel,which was released in Japan in 2001.","n/a","6.0","n/a","NEC Interchannel","Apr 12, 2001 ","http://www.gamefaqs.com/dreamcast/577377-angel-present"
"Angel Wish","Adventure,General","Angel Wish is an Adventure game, developed and published by Pione Soft,which was released in Japan in 2005.","n/a","n/a","n/a","Pione Soft","Feb 24, 2005 ","http://www.gamefaqs.com/dreamcast/924376-angel-wish"
"Animastar","Role-Playing,General","Animastar is a Role-Playing game, developed and published by Aki Corp.,which was released in Japan in 2000.","n/a","7.7","n/a","Aki Corp.","Jun 15, 2000 ","http://www.gamefaqs.com/dreamcast/916557-animastar"
"Aoi Hagane no Kihei: Space Griffon","Action,Shooter,Scrolling","Aoi Hagane no Kihei: Space Griffon is an Action game, published by Panther Software,which was released in Japan in 1999.","n/a","7.5","","","","http://www.gamefaqs.com/dreamcast/576327-aoi-hagane-no-kihei-space-griffon"
"Aqua GT","Driving,Racing,Arcade","Aqua GT is a powerboat racing game. There are four classes of boats with different characteristics: you must master them all to become a true champ. Do you have what it takes to be a winner or will you be left drowning?!!!","6.0","5.7","n/a","EastPoint","Dec 22, 2000 ","http://www.gamefaqs.com/dreamcast/580270-aqua-gt"
"Arcatera","Role-Playing,General","Arcatera is a Role-Playing game, developed by Westka Interactive and published by Ubisoft,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/dreamcast/196621-arcatera"
"Armada","Action,Shooter,Third-Person,Sci-Fi","Play simultaneously with up to 4 of your friends to blast the alien hordes in this action-RPG world. Use the VMU to store information about your newly acquired technology and skills. Invite your friends to bring their ships to come fight in your game, or just to trade items that you have found.","6.9","7.1","","","","http://www.gamefaqs.com/dreamcast/196628-armada"
"Army Men: Sarge's Heroes","Action,General","As Sarge, you must rescue your trusted commandos from the clutches of the evil general plastero. Enjoy tense commando action in oe of 14 different missions as sarge rolls, dives and climbs through dangerous enemy environments. Good Luck, Soldier!","6.0","6.9","60","Saffire","Oct 30, 2000 ","http://www.gamefaqs.com/dreamcast/257232-army-men-sarges-heroes"
"Atari Anniversary Edition","Miscellaneous,Compilation","Atari produced many memorable arcade games during video gaming's early days and now the best have been gathered together in a new compilation.In Arcade Anniversary Edition, you relive the fast action, sights, and sounds of 12 classic Atari games:Asteroids, Asteroids Deluxe, Battlezone, Centipede, Crystal Castles, Gravitar, Millipede, Missile Command, Pong, Super Breakout, Tempest, and Warlords.Each Atari title is faithfully reproduced down to the last detail, and each one is just as easy and fun to play as the original.","6.8","6.6","60","Digital Eclipse","Jul2, 2001 ","http://www.gamefaqs.com/dreamcast/526672-atari-anniversary-edition"
"Atsumare! GuruGuru Onsen","Miscellaneous,Board Games","Atsumare! GuruGuru Onsen is a Miscellaneous game, developed by AM7 and published by Sega,which was released in Japan in 1999.","n/a","n/a","n/a","AM7","Sep 23, 1999 ","http://www.gamefaqs.com/dreamcast/576046-atsumare-guruguru-onsen"
"Atsumare! GuruGuru Onsen BB","Miscellaneous,Board Games","Atsumare! GuruGuru Onsen BB is a Miscellaneous game, published by Sega,which was released in Japan in 2000.","n/a","n/a","n/a","Sega","Oct 31, 2000 ","http://www.gamefaqs.com/dreamcast/579247-atsumare-guruguru-onsen-bb"
"Austin Powers: Mojo Rally","Driving,Racing,Arcade","Austin Powers: Mojo Rally is a Driving game, developed by Climax Group and published by Take-Two Interactive,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/dreamcast/577760-austin-powers-mojo-rally"
"The Last Blade 2: Heart of the Samurai","Action,Fighting,2D","More than a dozen Samurai blade masters are summoned to compete in a challenge that has only one victor - and no other survivors. The Last Blade 2 Heart of the Samurai recreates 1864 Japan in all its feudal glory . Players are swept into 1-on-1 death matches against the living and the dead in a quest to bring honor to their master's clan. Each character wields their favorite weapon with a deadly accuracy that is sure to leave the players breathless - all in a split second! Practice each of the lightning-quick moves to perfection, or else prepare to be counted amongst those slain in battle.","7.8","8.3","77","SNK","Aug6, 2001 ","http://www.gamefaqs.com/dreamcast/524168-the-last-blade-2-heart-of-the-samurai"
"Bangai-O","Action,Shooter,Scrolling","Join Riki and Mami Makishi as they pilot the most destructive force the universe has ever known -- the giant robot Bangai-O against the forces of a notorious intergalactic crime syndicate. Utilize Bangai-O's devastating firepower to blast your way through 44 levels of non-stop, hardcore arcade action filled with mind-bending puzzles and titanic bosses. Just don't forget to breathe.","8.7","8.3","87","Treasure","Mar 21, 2001 ","http://www.gamefaqs.com/dreamcast/196683-bangai-o"
"Baldr Force EXE","Action,General","Baldr Force EXE is an Action game, published by Alchemist,which was released in Japan in 2004.","n/a","7.7","n/a","Alchemist","Oct 28, 2004 ","http://www.gamefaqs.com/dreamcast/920961-baldr-force-exe"
"Baldur's Gate","Role-Playing,PC-style RPG","I am Volo, and I have traveled more of these Realms than any other. I'd bet ye a bag of gold and a half-dozen kegs of bitter black ale that ye cannot look upon the murderous beasts and minions of evil in the adventure ye hold in your hand and not turn tail. So waste no more time in your drab, humdrum world - it is time to draw steel in Baldur's Gate and test your mettle. Who knows, ye may find me there waiting to pay off the bet - or propose a better one, double or nothing!","","","","","","http://www.gamefaqs.com/dreamcast/196687-baldurs-gate"
"BANG! Gunship Elite","Simulation,Sci-Fi,Small Spaceship","You've never experienced anything like BANG! Gunship Elite. Incredible rendering techniques, a real-time 3-D universe, expansive galaxies, aliens, asteroids, mammoth vessels, aggressive fighters and powerful weapons make this the action game your universe is clamoring for!","7.7","5.8","61","Rayland Interactive","Dec 18, 2000 ","http://www.gamefaqs.com/dreamcast/448828-bang-gunship-elite"
"Bangai-O","Action,Shooter,Scrolling","Join Riki and Mami Makishi as they pilot the most destructive force the universe has ever known -- the giant robot Bangai-O against the forces of a notorious intergalactic crime syndicate. Utilize Bangai-O's devastating firepower to blast your way through 44 levels of non-stop, hardcore arcade action filled with mind-bending puzzles and titanic bosses. Just don't forget to breathe.","8.7","8.3","87","Treasure","Mar 21, 2001 ","http://www.gamefaqs.com/dreamcast/196683-bangai-o"
"BassRush Dream","Sports,Nature,Fishing","BassRush Dream is a Sports game, published by Visco,which was released in Japan in 2000.","n/a","8.0","n/a","Visco","Dec 21, 2000 ","http://www.gamefaqs.com/dreamcast/579001-bassrush-dream"
"Battle Beaster","Action,General","Battle Beaster is an Action game, published by Studio Wonder Effect,which was released in Japan in 2001.","n/a","7.0","n/a","Studio Wonder Effect","Mar 15, 2001 ","http://www.gamefaqs.com/dreamcast/578020-battle-beaster"
"Battle Beaster 2","Action,General","Battle Beaster 2 is an Action game, published by Studio Wonder Effect,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/dreamcast/582410-battle-beaster-2"
"Sword of the Berserk: Guts' Rage","Action,Beat-'Em-Up","An outcast warrior enters a land plagued by an evil curse. Guts is unlike ordinary men for he carries the Dragon Slayer, a mighty blade of retribution whose fury knows no equal. His enemies will know true fear once they encounter his Berserk rage!","7.2","7.2","","","","http://www.gamefaqs.com/dreamcast/198872-sword-of-the-berserk-guts-rage"
"BikkuriMan 2000 Viva!Festival!","Miscellaneous,General","BikkuriMan 2000 Viva!Festival! is a Miscellaneous game, developed by Sega Toys and published by Sega,which was released in Japan in 2000.","n/a","5.5","n/a","Sega Toys","May2, 2000 ","http://www.gamefaqs.com/dreamcast/576783-bikkuriman-2000-viva-festival"
"Resident Evil 2","Action Adventure,Horror","Ready or not, the terror of Resident Evil 2 is here.In chapter one, the case of the disastrous T-virus outbreak--a mutagenic toxin designed for biological weapons--was eventually closed but the experiments were far from over.Control the destiny of Leon Kennedy or Claire Redfield as their nightmare begins when a biotech terror runs rampant in Raccoon City.Relentless zombies and hideous monsters are all out for a taste of your blood.If the suspense doesn't kill you, something else will.","8.8","8.8","77","Capcom","Dec6, 2000 ","http://www.gamefaqs.com/dreamcast/436972-resident-evil-2"
"Resident Evil 3: Nemesis","Action Adventure,Horror","A month and a half have passed since the mansion lab incident and now the secrets come back to haunt you in Resident Evil 3: Nemesis.Join Jill Valentine in her attempt to escape a nightmarish city in ruins.Around every corner lurk hordes of flesh-eating zombies, hideous mutants, and a relentless new nemesis.You'll soon rely on cunning and brute force to stay alive.The Resident Evil series has taken a horrifying turn, unveiling new layers in the Umbrella Corporation's devious activities.","8.2","8.5","79","Capcom","Nov 17, 2000 ","http://www.gamefaqs.com/dreamcast/437204-resident-evil-3-nemesis"
"BioHazard Code: Veronica Complete","Adventure,First-Person,Sci-Fi","BioHazard Code: Veronica Complete is an Adventure game, developed and published by Capcom,which was released in Japan in 2001.","9.3","8.9","n/a","Capcom","Mar 22, 2001 ","http://www.gamefaqs.com/dreamcast/580067-biohazard-code-veronica-complete"
"Resident Evil Code: Veronica","Action Adventure,Horror","Resident Evil Code: Veronica takes up the story of Claire Redfield, a character from Resident Evil 2. In that game she was searching for her brother Chris (a missing S.T.A.R.S. member) and in Resident Evil Code: Veronica we follow her to Europe where she continues her search at Umbrella headquarters.","9.0","8.2","","","","http://www.gamefaqs.com/dreamcast/250618-resident-evil-code-veronica"
"Black & White","Strategy,Real-Time,Fantasy","Things may happen for a reason, but now they happen for your reasons.Black & White gives you the chance to play a deity in a land where the surroundings are yours to shape and its people are yours to rule.The more worshippers you have, the more powerful you become and the more energy you have at your disposal to perform miracles.Convince nonbelievers of your supremacy and lay waste to the land with destructive tornadoes, bolts of lightning, or an army of skeletons.Choose a creature of the land to act as your representative and it will reflect its upbringing with either gallant or destructive behavior. Your world can become a fairy tale kingdom or a barren, blighted hell, depending on your divine intervention.","","","","","","http://www.gamefaqs.com/dreamcast/354446-black-and-white"
"Black/Matrix AD","Strategy,Turn-Based,Fantasy","Black/Matrix AD is a Strategy game, developed by Flight-Plan and published by NEC Interchannel,which was released in Japan in 1999.","9.0","8.4","","","","http://www.gamefaqs.com/dreamcast/576042-black-matrix-ad"
"bleem! Gran Turismo 2","Driving,Racing,GT / Street","PlayStation gamers know Gran Turismo 2 is the most realistic, true-to-life racing game ever made. Now Dreamcast owners can play GT2, too! Get bleem! and GT2, and see why PlayStation owners are green with envy: Smooth 640 x 480 3D graphics from original PlayStation 1 games (even the PS2 can't do that). Clean, filtered textures (you can actually read every sign you pass at 180mph). Full-screen anti-aliasing smooths out the jaggies for added realism. And you get it all for less than the cost of a new Dreamcast game - get bleem! and GT2 today!","n/a","8.3","89","Polyphony Digital","2001 ","http://www.gamefaqs.com/dreamcast/565629-bleem-gran-turismo-2"
"bleemcast! Metal Gear Solid","Action Adventure,Modern","bleemcast! Metal Gear Solid is an Action Adventure game, developed and published by bleem!,which was released in 2001.","7.0","8.8","n/a","bleem!","Oct 30, 2001 ","http://www.gamefaqs.com/dreamcast/566175-bleemcast-metal-gear-solid"
"bleemcast! Tekken 3","Action,Fighting,3D","bleemcast! Tekken 3 is an Action game, developed and published by bleem!,which was released in 2001.","5.8","8.6","n/a","bleem!","Oct 31, 2001 ","http://www.gamefaqs.com/dreamcast/566176-bleemcast-tekken-3"
"Blue Sky Blue","Adventure,General","Blue Sky Blue is an Adventure game, published by Reindeer,which was released in Japan in 2003.","n/a","6.0","n/a","Reindeer","Jun 26, 2003 ","http://www.gamefaqs.com/dreamcast/917370-blue-sky-blue"
"Blue Stinger","Action Adventure,Horror","Awakening shipwrecked just after a meteor collides with a remote biotech research island, you begin to discover an uncontrollable madness unleashed in the meteor's wake. As one secret uncovers another, you piece together a horrifying revelation that could lead to the end of life on Earth.","6.4","6.7","","","","http://www.gamefaqs.com/dreamcast/196791-blue-stinger"
"Blue Submarine No. 6: Saigetsu Fumahito- Time and Tide","Adventure,General","Blue Submarine No. 6: Saigetsu Fumahito- Time and Tide is an Adventure game, developed and published by Sega,which was released in Japan in 2000.","n/a","8.5","n/a","Sega","Dec7, 2000 ","http://www.gamefaqs.com/dreamcast/577263-blue-submarine-no-6-saigetsu-fumahito-time-and"
"Boarder Zone","Sports,Alternative,Snowboarding","Boarder Zone is a Sports game, developed by Housemarque and published by Atari,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/dreamcast/196795-boarder-zone"
"Boko Yume no Tatsujin","Miscellaneous,Board Games","Boko Yume no Tatsujin is a Miscellaneous game, published by Fujicom,which was released in Japan in 2002.","n/a","7.0","n/a","Fujicom","Jan 24, 2002 ","http://www.gamefaqs.com/dreamcast/583260-boko-yume-no-tatsujin"
"Boku no Tennis Jinsei","Sports,Traditional,Tennis","Boku no Tennis Jinsei is a Sports game, published by Bimboosoft,which was released in Japan in 2001.","n/a","n/a","n/a","Bimboosoft","Sep 20, 2001 ","http://www.gamefaqs.com/dreamcast/565355-boku-no-tennis-jinsei"
"Boku to Bokura no Natsu","Adventure,General","Boku to Bokura no Natsu is an Adventure game, published by Kid,which was released in Japan in 2002.","n/a","7.5","n/a","Kid","Sep 26, 2002 ","http://www.gamefaqs.com/dreamcast/563091-boku-to-bokura-no-natsu"
"Boku, Doraemon","Adventure,General","Boku, Doraemon is an Adventure game, developed by Sega and published by Sega Toys,which was released in Japan in 2001.","n/a","5.0","n/a","Sega","Jan 25, 2001 ","http://www.gamefaqs.com/dreamcast/577804-boku-doraemon"
"Bomber Hehhe","Action,General","Bomber Hehhe is an Action game, developed and published by Fujicom,which was released in Japan in 2002.","10.0","7.5","n/a","Fujicom","Jan 10, 2002 ","http://www.gamefaqs.com/dreamcast/583249-bomber-hehhe"
"Bomberman Online","Miscellaneous,Puzzle,Action","Blast your way through the levels by destroying your opponents with strategically placed bombs. You need to use your bombs effectively, but you also better know when to run! Brand new stages and frantic new modes create an endless chain reaction of fun!","8.6","7.9","80","h.a.n.d. Inc.","Oct 30, 2001 ","http://www.gamefaqs.com/dreamcast/470431-bomberman-online"
"Border Down","Action,Shooter,Scrolling","Border Down is an Action game, developed and published by G.Rev,which was released in Japan in 2003.","9.0","8.1","n/a","G.Rev","Sep 25, 2003 ","http://www.gamefaqs.com/dreamcast/918923-border-down"
"Bounty Hunter Sara: Holy Mountain no Teiou","Adventure,General","Bounty Hunter Sara: Holy Mountain no Teiou is an Adventure game, developed and published by Capcom,which was released in Japan in 2001.","n/a","8.0","n/a","Capcom","May 24, 2001 ","http://www.gamefaqs.com/dreamcast/475151-bounty-hunter-sara-holy-mountain-no-teiou"
"Bounty Hunter Sara: Holy Mountain no Teiou","Adventure,General","Bounty Hunter Sara: Holy Mountain no Teiou is an Adventure game, developed and published by Capcom,which was released in Japan in 2001.","n/a","8.0","n/a","Capcom","May 24, 2001 ","http://www.gamefaqs.com/dreamcast/475151-bounty-hunter-sara-holy-mountain-no-teiou"
"TNN Motorsports HardCore Heat","Driving,Racing,Rally / Offroad","Ladies and Gentlemen, get ready for the biggest and wildest race of your life... Get behind the wheel of a 4x4 off road vehicle and prepare to battle your way through various challenging courses from all over the world. Save your 'Artificial Intelligence' skill level and challenge your opponents' best times, or simply go head to head on the toughest maddest, off road racer to hit any console ever.","7.5","6.7","","","","http://www.gamefaqs.com/dreamcast/199024-tnn-motorsports-hardcore-heat"
"Bust-A-Move 4","Miscellaneous,Puzzle,Matching","With intense multiplayer competition, all new graphics, and create a level mode, you've never busted bubbles like these! And with 16 mysterious characters to save, you'll be bustin' like crazy!","8.0","7.7","79","Taito Corporation","May 31, 2000 ","http://www.gamefaqs.com/dreamcast/257545-bust-a-move-4"
"Caesars Palace 2000: Millennium Gold Edition","Miscellaneous,Parlor,Gambling","Here, you'll find the largest assortment of heart-pounding 3D gambling games ever under one roof! Experience first class action on every visit with the friendliest atmosphere and the most experienced dealers in town.","n/a","6.7","","","","http://www.gamefaqs.com/dreamcast/376321-caesars-palace-2000-millennium-gold-edition"
"Cafe Little Wish: Mahou no Recipe","Adventure,General","Cafe Little Wish: Mahou no Recipe is an Adventure game, published by Princess Soft,which was released in Japan in 2003.","n/a","n/a","n/a","Princess Soft","May 29, 2003 ","http://www.gamefaqs.com/dreamcast/917335-cafe-little-wish-mahou-no-recipe"
"Canaria: Kono Omoi o Uta ni Nosete","Adventure,General","Canaria: Kono Omoi o Uta ni Nosete is an Adventure game, published by NEC Interchannel,which was released in Japan in 2001.","n/a","5.0","n/a","NEC Interchannel","Aug 23, 2001 ","http://www.gamefaqs.com/dreamcast/581340-canaria-kono-omoi-o-uta-ni-nosete"
"Candy Stripe","Adventure,General","Candy Stripe is an Adventure game, developed by Wow Entertainment and published by Sega,which was released in Japan in 2001.","n/a","n/a","n/a","Wow Entertainment","Oct 25, 2001 ","http://www.gamefaqs.com/dreamcast/477134-candy-stripe"
"Cannon Spike","Action,Shooter,Scrolling","Far into the future, a rogue group of terrorist robots wreak havoc on the world and it's citizens. The Anti Robot Squad Special Forces has been created to overthrow these radical robots. With an arsenal of weapons and high-powered Motor Boots, you must lead a courageous legion of seven members through multiple levels of robotic terror, huge bosses and other evils. Prepare yourself for the ultimate in speed, strategy and firepower.","7.6","7.4","73","Psikyo","Nov 14, 2000 ","http://www.gamefaqs.com/dreamcast/913914-cannon-spike"
"Canvas","Strategy,Breeding/Constructing","This application is Japanese language only.---+?+??????????+?+ ????0???????? ?????? ?????????????????? --- ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????1????????????????????10?6?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????10?10???????2??????????????????---BGM?SE??????????????????????","n/a","7.0","n/a","Cocktail Soft","Apr5, 2001 ","http://www.gamefaqs.com/dreamcast/580487-canvas"
"Capcom vs. SNK","Action,Fighting,2D","nster corporations at war. One solution. A massive martial arts event is organized to settle the score and eliminate conflict between the two parties. Join over 25 brawlers from Camcom's legendary Street Fighter&reg; and SNK's world-renowned King of Fighters™ series as they fight for universal domination. Capcom vs. SNK... the ultimate collision of strength and power.","7.9","8.0","80","Capcom","Nov9, 2000 ","http://www.gamefaqs.com/dreamcast/198680-capcom-vs-snk"
"Capcom vs. SNK 2: Millionaire Fighting 2001","Action,Fighting,2D","Capcom vs. SNK 2: Millionaire Fighting 2001 is an Action game, developed and published by Capcom,which was released in Japan in 2001.","8.6","8.6","n/a","Capcom","Sep 13, 2001 ","http://www.gamefaqs.com/dreamcast/475155-capcom-vs-snk-2-millionaire-fighting-2001"
"Capcom vs. SNK","Action,Fighting,2D","nster corporations at war. One solution. A massive martial arts event is organized to settle the score and eliminate conflict between the two parties. Join over 25 brawlers from Camcom's legendary Street Fighter&reg; and SNK's world-renowned King of Fighters™ series as they fight for universal domination. Capcom vs. SNK... the ultimate collision of strength and power.","7.9","8.0","80","Capcom","Nov9, 2000 ","http://www.gamefaqs.com/dreamcast/198680-capcom-vs-snk"
"Capcom vs. SNK: Millennium Fight 2000 Pro","Action,Fighting,2D","Capcom vs. SNK: Millennium Fight 2000 Pro is an Action game, developed and published by Capcom,which was released in Japan in 2001.","8.3","8.6","","","","http://www.gamefaqs.com/dreamcast/473148-capcom-vs-snk-millennium-fight-2000-pro"
"Card Captor Sakura: Tomoyo no Video Daisakusen","Action,Shooter,Rail","Card Captor Sakura: Tomoyo no Video Daisakusen is an Action game, developed by Sega Rosso and published by Sega,which was released in Japan in 2000.","5.0","5.8","n/a","Sega Rosso","Dec 28, 2000 ","http://www.gamefaqs.com/dreamcast/577369-card-captor-sakura-tomoyo-no-video-daisakusen"
"Card of Destiny: Hikari to Yami no Tougoumono","Role-Playing,General","Card of Destiny: Hikari to Yami no Tougoumono is a Role-Playing game, developed and published by Abel Software,which was released in Japan in 2002.","n/a","7.5","n/a","Abel Software","Mar 28, 2002 ","http://www.gamefaqs.com/dreamcast/567062-card-of-destiny-hikari-to-yami-no-tougoumono"
"Carrier","Action Adventure,Horror","In the 21st Century terrorism reigns supreme. You are part of an elite unit chosen to isolate and destroy ARK before it reaches land. You never know what's lurking in the murky water or around the next corner. Meanwhile, ARK is gaining power after attacking itself to the nuclear core of the Heimdal. Sheer wit and brute force are all that can save you.To control Earth, the Southern Cross bombs the Heimdal, setting free ARK -- a prehistoric organism. ARK implants itself in humans making them hideous, monstrous drones that carry ARK seeds and infect others determined to eliminate ALL of humanity. ARK breeds, mutates, and insanely lusts for the end of human life. Even if it looks human it may be an ARK drone.","7.2","6.9","","","","http://www.gamefaqs.com/dreamcast/196876-carrier"
"CART Flag to Flag","Driving,Racing,Formula One","Start your engines! The CART Championship is up for grabs in the fastest open wheel racing circuit in the world.*19 true-to-life CART circuits including road, oval and street courses*27 authentic CART drivers from 18 actual teams*Fully customizable cars*Detailed put crew action","5.0","6.9","","","","http://www.gamefaqs.com/dreamcast/196877-cart-flag-to-flag"
"Castle Fantasia: Seima Taisen","Adventure,General","Castle Fantasia: Seima Taisen is an Adventure game, developed and published by Studio e-go,which was released in Japan in 2002.","n/a","6.3","n/a","Studio e-go","Jul 11, 2002 ","http://www.gamefaqs.com/dreamcast/562756-castle-fantasia-seima-taisen"
"Castlevania: Resurrection","Action,Platformer,2D","Castlevania: Resurrection is an Action game, developed and published by Konami,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/dreamcast/659336-castlevania-resurrection"
"Centipede","Action,Shooter,Static","You're trapped in the perilous Enchanted Forest. Dark, dangerous mushrooms push up through the squishy forest floor, surrounding you on every side. Threatening thumps and evil buzzing fill the air. Something slimy flashes through the mushrooms, closing in on you. Suddenly, glaring eyes and quivering antenna jump right out at you! Sparks fire from your magic wand again and again destroying the Centipede before its diminishing body can grow new heads. But more perils lurk in the forest - fierce Centipedes, deadly Spiders, venomous Fleas and poisonous Scorpions. You pick the magic wands, you just might make it out alive...","n/a","6.5","","","","http://www.gamefaqs.com/dreamcast/196892-centipede"
