"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"A-Rank Thunder Tanjouhen","Adventure,General","A-Rank Thunder Tanjouhen is an Adventure game, developed by Telenet and published by Riot,which was released in Japan in 1993.","n/a","n/a","n/a","Telenet","Jun 25, 1993 ","http://www.gamefaqs.com/segacd/921876-a-rank-thunder-tanjouhen"
"The Amazing Spider-Man vs. the Kingpin","Action,Platformer,2D","Enter a vicious web of danger and disaster! The Kingpin of Crime frames Spider-Man for planting a bomb in New York; and Spidey's only hope is to find the keys to the bomb's location before it explodes. Help Spider-Man stick it to the Kingpin and his horde of vicious assassins along the way. Enter hand-to-hand combat with Dr. Octopus! Put the Sandman to sleep! Use dazzling acrobatics to take on the Lizard, Hobgoblin and Venom! Dodge Electro's amped-up charge! Don't be fooled by the new trickery of Mysterio and the villainy of the Vulture! Take aim with Spidey's gadgets. Shoot webs! Stick to walls and ceilings! Swing from skyscrapers!","n/a","7.2","","","","http://www.gamefaqs.com/segacd/922281-the-amazing-spider-man-vs-the-kingpin"
"Android Assault: The Revenge of Bari-Arm","Action,Shooter,Scrolling","Launched by the alien planet Zias, an armada of androids has crushed the Earth's conventional space fleet. Desperate and defeated, The United Nations of Earth has no choice but to counterattack with its own living, fighting machine, Bari-Arm. Upgrade weapons to get the awesome firepower of the Thundercracker, Burning Wave and Chase Cannon.","8.0","7.7","n/a","Human Entertainment","1994 ","http://www.gamefaqs.com/segacd/587922-android-assault-the-revenge-of-bari-arm"
"Annet Futatabi","Action,Beat-'Em-Up","Annet Futatabi is an Action game, developed and published by Wolf Team,which was released in Japan in 1993.","7.0","6.3","","","","http://www.gamefaqs.com/segacd/563051-annet-futatabi"
"Annet Futatabi","Action,Beat-'Em-Up","Annet Futatabi is an Action game, developed and published by Wolf Team,which was released in Japan in 1993.","7.0","6.3","","","","http://www.gamefaqs.com/segacd/563051-annet-futatabi"
"Genghis Khan II","Strategy,Breeding/Constructing","Genghis Khan II is a Strategy game, developed and published by Koei,which was released in Japan in 1993.","n/a","n/a","n/a","Koei","Sep 24, 1993 ","http://www.gamefaqs.com/segacd/939186-genghis-khan-ii"
"Arcus 1-2-3","Role-Playing,General","Arcus 1-2-3 is a Role-Playing game, developed and published by Wolf Team,which was released in Japan in 1993.","n/a","5.5","","","","http://www.gamefaqs.com/segacd/581800-arcus-1-2-3"
"Arslan Senki","Strategy,Breeding/Constructing","Arslan Senki is a Strategy game, developed and published by Sega,which was released in Japan in 1993.","n/a","n/a","n/a","Sega","Nov 19, 1993 ","http://www.gamefaqs.com/segacd/570470-arslan-senki"
"A/X-101","Action,General","At the height of mankind's most glorious cultural and technological renaissance, the Earth is laid low by the Gurzons - a warlike and megalomanical alien race. Our planet's cities are shattered, and its population enslaved. But there is a last hope: if just a few Earth Defense Force pilots can break through to the planet Prism, the Gurzons' enemies will provide Earth with a miracle weapon that could save the world - the A/X-101! Now you can embark on one of the most visually stunning Sega CD adventures yet! A/X-101 utilizes superior graphics to make the battle to save the human race unfold before your eyes in dazzlingly-rendered animations. You'll fight through swarms of Gurzon fighters on outrageous 3D battle screens so real you'll feel the thrusters at your back as your starfighter twists and turns through space!","2.5","4.5","","","","http://www.gamefaqs.com/segacd/587924-a-x-101"
"Bakuden Unbalance Zone","Adventure,General","Bakuden Unbalance Zone is an Adventure game, developed and published by Sony Music Entertainment Incorporated,which was released in Japan in 1994.","n/a","6.0","n/a","Sony Music Entertainment Incorporated","Apr 22, 1994 ","http://www.gamefaqs.com/segacd/570473-bakuden-unbalance-zone"
"Android Assault: The Revenge of Bari-Arm","Action,Shooter,Scrolling","Launched by the alien planet Zias, an armada of androids has crushed the Earth's conventional space fleet. Desperate and defeated, The United Nations of Earth has no choice but to counterattack with its own living, fighting machine, Bari-Arm. Upgrade weapons to get the awesome firepower of the Thundercracker, Burning Wave and Chase Cannon.","8.0","7.7","n/a","Human Entertainment","1994 ","http://www.gamefaqs.com/segacd/587922-android-assault-the-revenge-of-bari-arm"
"Batman Returns","Action,Platformer,2D","The Pengiun and the Red Triangle Circus Gang have Gotham City in a death grip! Look out! Catwoman prowls the streets. It's time to duke it out with Gotham's notorious hoodlums. Just like the hit movie! New Sega CD racing combat! Blast through hostile traffic in the Batmobile! Race through flooded sewers in the Batskiboat to the ultimate showdown in The Penguin's lair!","4.0","6.6","","","","http://www.gamefaqs.com/segacd/919507-batman-returns"
"Revengers of Vengeance","Action,Fighting,2D","REVENGERS OF VENGEANCE erupts onto your screen with heart-stopping, limb-tearing, fist-throwing, hand-to-hand combat action, and pulls you - kicking and screaming for mercy - into a fantastic and violent world. You will be absorbed by 10 tragic and inspiring tales of reluctant heroes battling the evil devil king VENUM! You'll gape in awe at their savage and brutal struggles without quarter! Cheer when Barko the Man-Wolf shreds his enemy with a flurry of claws. Scream with feverish joy when the mighty Algos fells his opponent with the foe-crippling Gut Ripper! If you've ever felt the need to pummel an evil-doer into the dirt, Revengers of Vengeance may just be the video game that changes your life!","5.0","4.0","","","","http://www.gamefaqs.com/segacd/587986-revengers-of-vengeance"
"Battle Frenzy","Action,Shooter,First-Person,Sci-Fi","Battle Frenzy is an Action game, developed by The Kremlin and published by Domark,which was released in Europe in 1994.","n/a","6.5","n/a","The Kremlin","2004 ","http://www.gamefaqs.com/segacd/922255-battle-frenzy"
"Battlecorps","Action,Shooter,Scrolling","Take control in this hi-tech, tactical blastfest that keeps on blasting! Keep those plasma cannons charged or you'll never make it through the multitude of 3D terrains - on your final showdown with the cyber-psychotic boss on the terrifying 13th mission!","n/a","6.9","n/a","Core Design Ltd.","1993 ","http://www.gamefaqs.com/segacd/563489-battlecorps"
"BC Racers","Driving,Racing,Other","Millionaire playboy caveman Millstone Rockerfella arranges a wild 'n' wacky BC bike race, the winner of which receives the ULTIMATE BOULDERDASH BIKE. Cool 'n' crazy Cliff Ace has had his sunglasses set on a boulderdash bike since he was knee-high to a baby diplodocus, so he signs up for the race - taking his cave-babe Roxy along for the ride! Join them as they speed n' smash their way on a dino-powered dirtbike through 32 howlin' heats in a madcap, 3D cartoon race against a hardrock host of rocky racers!","n/a","6.0","n/a","Core Design Ltd.","December 1994 ","http://www.gamefaqs.com/segacd/920017-bc-racers"
"Shadow of the Beast II","Action,Beat-'Em-Up","Combining non-stop battle action with perplexing puzzle solving, Shadow of the Beast II thrusts you into a dark and mysterious world where wits and combat-hardened game playing skills are your only defense. Take the action to the limit as you fight a relentless onslaught of monsters and ogres. Bashing them into submission, you make your way through a labyrinth of adventure and enter final confrontation with the Beast Mage!","n/a","7.0","n/a","Digital Developments","Jun7, 1994 ","http://www.gamefaqs.com/segacd/922279-shadow-of-the-beast-ii"
"Bill Walsh College Football","Sports,Traditional,Football,Arcade","No time left...your wishbone QB dives in from the two but you're still down by one...gut check...kick for the tie? or GO FOR TWO and the national title.","n/a","5.8","n/a","High Score Productions","1993 ","http://www.gamefaqs.com/segacd/922256-bill-walsh-college-football"
"Black Hole Assault","Action,Fighting,2D","Get ready for the intergalactic battle of the 21st century! Mother Earth is on the verge of extinction. Over-population and mass urbanization have created a shortage of vital raw materials. You've been commissioned to pilot the most devastating weapon in the universe - code name: C.A.M. - and duel the almighty Akirovian empire for their precious resources.","1.0","6.0","","","","http://www.gamefaqs.com/segacd/587926-black-hole-assault"
"Battle Frenzy","Action,Shooter,First-Person,Sci-Fi","Battle Frenzy is an Action game, developed by The Kremlin and published by Domark,which was released in Europe in 1994.","n/a","6.5","n/a","The Kremlin","2004 ","http://www.gamefaqs.com/segacd/922255-battle-frenzy"
"Bouncers","Action,General","Slam Dunk Your Head! This is more than a head-to-head basketball game. This is feet-to-head! Bouncin' off your opponent is the only way to slam it home or bury a three-pointer! So, get off the bench and be the ball! Take it to the hole with super power-ups, flaming slam dunks, floating parachutes, and spring-loaded high-tops. Look out for the lead boots! Hoop it up in impossible locations like Wild Tropics, Haunted Mansion or Broken Orbit Moon. Every court changes your strategy.","n/a","6.0","n/a","Dynamix","1994 ","http://www.gamefaqs.com/segacd/587927-bouncers"
"Bram Stoker's Dracula","Action,Platformer,2D","Bram Stoker's Dracula sucks you into a terrifying world of evil. And there's only one way to survive. Kill the Prince of Darkness! But it won't be easy. From deep in the cold, dark dungeons of Castle Dracula to the brutal Transylvanian countryside, you'll be in a constant fight for your life. As the sun sets, the evil Prince of Darkness rises and attacks as a bat, a vicious wolf, even an old man. With every multiple level - each divided into day and night - you're plunged deeper into the ultimate interactive experience, as Dracula rises in search of blood... yours! Incredibly realistic 3D graphics, digitized footage from the actual movie, CD sound, and characters based on real actors, turn this game into the ultimate interactive horror movie for your Sega CD.","n/a","3.8","","","","http://www.gamefaqs.com/segacd/921788-bram-stokers-dracula"
"Brutal: Paws of Fury","Action,Fighting,2D","Across the world, invitations were delivered. Under the watchful eye of the great master Dali Llama, the worlds greatest martial artists would return to a place they knew well.. Brutal Island. Each will use their own unique mental and physical martial arts style and training in a tournament to prove the worlds one true champion.","8.0","6.6","","","","http://www.gamefaqs.com/segacd/919440-brutal-paws-of-fury"
"Bug Blasters: The Exterminators","Action,Platformer,2D","Bug Blasters: The Exterminators is an Action game, developed by Stargate and published by Good Deal Games,which was released in Europe in 2000.","1.0","1.5","","","","http://www.gamefaqs.com/segacd/565337-bug-blasters-the-exterminators"
"Burai","Role-Playing,General","Burai is a Role-Playing game, developed by Pandora Box and published by Sega,which was released in Japan in 1992.","n/a","n/a","n/a","Pandora Box","Sep 11, 1992 ","http://www.gamefaqs.com/segacd/581801-burai"
"Burai","Role-Playing,General","Burai is a Role-Playing game, developed by Pandora Box and published by Sega,which was released in Japan in 1992.","n/a","n/a","n/a","Pandora Box","Sep 11, 1992 ","http://www.gamefaqs.com/segacd/581801-burai"
"Burning Fists: Force Striker","Action,Fighting,2D","Burning Fists: Force Striker is an Action game, developed and published by Good Deal Games,which was released in 2006.","n/a","5.0","n/a","Good Deal Games","2006 ","http://www.gamefaqs.com/segacd/932775-burning-fists-force-striker"
"Cadillacs and Dinosaurs: The Second Cataclysm","Action,General","The Xenozoic age, a world 600 years in the future, where dinosaurs of the past co-exist with men and women of the future in a desperate struggle for survival. Power your '53 Cadillac through 9 post apocalyptic levels of danger as jack &quot;Cadillac&quot; Tenrec and Hannah Dundee race through treacherous jungles full of poachers, predators and un-natural hazards, to stop the Second Cataclysm and restore the planet's natural balance.","3.0","5.0","","","","http://www.gamefaqs.com/segacd/587928-cadillacs-and-dinosaurs-the-second-cataclysm"
"Capcom no Quiz: Tonosama no Yabou","Miscellaneous,Trivia / Game Show","Capcom no Quiz: Tonosama no Yabou is a Miscellaneous game, developed by Sims and published by Capcom,which was released in Japan in 1992.","n/a","n/a","n/a","Sims","Dec 25, 1992 ","http://www.gamefaqs.com/segacd/570476-capcom-no-quiz-tonosama-no-yabou"
"Captain Tsubasa","Sports,Traditional,Soccer,Sim","Captain Tsubasa is a Sports game, developed and published by Tecmo,which was released in Japan in 1994.","9.5","9.0","n/a","Tecmo","Sep 30, 1994 ","http://www.gamefaqs.com/segacd/570477-captain-tsubasa"
"Championship Soccer '94","Sports,Traditional,Soccer,Sim","It's addictive! No other soccer game compares. Created for hardcore soccer fans, Championship Soccer '94 delivers the ultimate in speed, game control and ultra-realistic gameplay. It's the perfect soccer game for players who demand an unbeatable combination of strategy and action. Take charge of one of 100 European club or national teams from around the world. Superb gameplay featuring unique after-touch control of height and curve of ball.","n/a","n/a","n/a","Sensible Software","1994 ","http://www.gamefaqs.com/segacd/587929-championship-soccer-94"
"Chuck Rock","Action,Platformer,2D","Chuck's mad and he's not going to take it anymore! That pebble-chewing, low-life-excuse-for-a-caveman Gary Gritter made off with his wife Ophelia. Now Chuck's gotta use his oversized bod to win her back. In this high-powered adventure for the Sega CD, Chuck belly-butts, odor-kicks and rock-tosses his way through an ice age, up a volcano and into a swamp. On the way, he'll run into some pretty strange characters, like the green triceratops, the wild and wooly mammoth who's very possessive about his territory, and the fat blue sea monster who'd like to make Chuck his bedtime snack. All this plus onrushing dinosaurs, acidic bubbles and boogie men! Has Chuck got his work cut out for him or what? Join Chuck in this hilarious adventure featuring 28 levels, five prehistoric worlds, incredible graphics, rock music and out-of-this-world animation!","n/a","7.0","","","","http://www.gamefaqs.com/segacd/922258-chuck-rock"
"Chuck Rock II: Son of Chuck","Action,Platformer,2D","When belly-butting Chuck Rock gets snatched, only his six month-old son is ornery enough to go after him. Join the little stinker as he hitchhikes on dinosaurs, swings through jungles and intimidates tigers. Pout. Throw tantrums. Scream your lungs out. If all else fails, hold your breath until you're blue. If that doesn't work, give 'em the old one-two with your trusty club. It's amazing what you can get away with when you're still teething!","n/a","6.5","","","","http://www.gamefaqs.com/segacd/587930-chuck-rock-ii-son-of-chuck"
"Citizen X","Action,Platformer,2D","Citizen X is an Action game, developed and published by Good Deal Games,which was released in 2002.","n/a","4.0","","","","http://www.gamefaqs.com/segacd/926460-citizen-x"
"Cliffhanger","Action,Beat-'Em-Up","CLIFFHANGER challenges you to brave thundering avalanches, icy cliffs and the head-spinning heights of the Rocky Mountains while combatting a vicious group of well-armed, extremely dangerous fugitives. Based on the white-knuckle, action-adventure movie starring Sylvester Stallone, you'll hang on for dear life through seven exciting levels requiring all your strength and skill just to survive. Experience the excitement of incredible hand-to-hand action and armed combat. The adventure isn't over until you find $100 million in stolen loot, defeat the fugitives, and reunite with your friends.","n/a","4.7","","","","http://www.gamefaqs.com/segacd/921979-cliffhanger"
"Cobra Command","Action,Shooter,Rail","BLAST into explosive chopper combat straight from the arcade hit! Your Cobra's heat-seeking missiles and heavy-caliber machine guns are the only weapons in your last-ditch assault against a murderous military menace!","3.0","5.0","","","","http://www.gamefaqs.com/segacd/587931-cobra-command"
"Colors of Modern Rock","Miscellaneous,Demo Disc","Colors of Modern Rock is a Miscellaneous game, developed and published by Sega,which was released in 1993.","n/a","n/a","n/a","Sega","1993 ","http://www.gamefaqs.com/segacd/587932-colors-of-modern-rock"
"Compton's Interactive Encyclopedia","Miscellaneous,Edutainment","CIE Sega CD captures the imagination and inspires the mind - all from the convenience of your television screen. With the simple click of the arrow key, you can take a ride through history. Visit the farthest corner of the globe, share the mystery and majesty of the wild kingdom, and explore the vast reaches of outer space. The articles of the complete 26 volumes of Compton's Encyclopedia plus pictures, sounds, movies, and slide-shows are now available in CIE Sega CD!","n/a","5.0","","","","http://www.gamefaqs.com/segacd/587933-comptons-interactive-encyclopedia"
"Corpse Killer","Action,Shooter,Light Gun","You're stranded on an uncharted island of death. You're dying of voodoo poison, a mad genius is on your trail, hundreds of rotting dead are coming to chew your guts...and your buddies have been turned into vicious cannibal commandos. Things could be worse. It could be a cartoon.","3.0","5.6","n/a","Digital Pictures","1994 ","http://www.gamefaqs.com/segacd/922260-corpse-killer"
"Cosmic Fantasy Stories","Role-Playing,General","Cosmic Fantasy Stories is a Role-Playing game, developed and published by Riot,which was released in Japan in 1992.","6.0","6.0","n/a","Riot","Mar 27, 1992 ","http://www.gamefaqs.com/segacd/579203-cosmic-fantasy-stories"
"Crime Patrol","Action,Shooter,Light Gun","This multi-level live action thriller challenges the player to progress through police ranks battling a variety of criminal elements. As a Rookie, the player takes on gang members, armed robbers and other street criminals. Promotion to detective will mean working undercover against drug dealers and car thief rings. Be prepared to confront bank robbers and terrorists once you're selected for SWAT team assignment. Only the better player will be able to reach Delta Force and tangle with a criminal element threatening national security.","n/a","5.5","n/a","American Laser Games","1994 ","http://www.gamefaqs.com/segacd/587934-crime-patrol"
"Cyborg 009","Action,General","Cyborg 009 is an Action game, developed by Riot and published by Telenet Japan,which was released in Japan in 1993.","n/a","6.3","n/a","Riot","Jul 30, 1993 ","http://www.gamefaqs.com/segacd/570478-cyborg-009"
"Dai Fushinden","Role-Playing,General","Dai Fushinden is a Role-Playing game, developed and published by Victor Interactive Software,which was released in Japan in 1995.","n/a","8.0","n/a","Victor Interactive Software","Feb 24, 1995 ","http://www.gamefaqs.com/segacd/570479-dai-fushinden"
"Dark Wizard","Strategy,Turn-Based,Fantasy","These are epic times for the people of Cheshire. The kingdom of Quentin is the last stronghold in all of Cheshire against the forces of darkness. But Quentin's king has been killed in battle. Cheshire desperately needs a successor to come forward and lead the warriors of light against the forces of darkness and, eventually, against the Dark Wizard himself. If you fail, darkness will rule Cheshire - forever!","9.7","8.0","","","","http://www.gamefaqs.com/segacd/587935-dark-wizard"
"Dark Wizard","Strategy,Turn-Based,Fantasy","These are epic times for the people of Cheshire. The kingdom of Quentin is the last stronghold in all of Cheshire against the forces of darkness. But Quentin's king has been killed in battle. Cheshire desperately needs a successor to come forward and lead the warriors of light against the forces of darkness and, eventually, against the Dark Wizard himself. If you fail, darkness will rule Cheshire - forever!","9.7","8.0","","","","http://www.gamefaqs.com/segacd/587935-dark-wizard"
"Death Bringer","Role-Playing,General","Death Bringer is a Role-Playing game, developed by Opera House and published by Riot,which was released in Japan in 1992.","n/a","1.0","n/a","Opera House","Apr 17, 1992 ","http://www.gamefaqs.com/segacd/570480-death-bringer"
"Death Bringer","Role-Playing,General","Death Bringer is a Role-Playing game, developed by Opera House and published by Riot,which was released in Japan in 1992.","n/a","1.0","n/a","Opera House","Apr 17, 1992 ","http://www.gamefaqs.com/segacd/570480-death-bringer"
"Demolition Man","Action,Platformer,2D","Finally! The power of 3DO. The action of a hit movie. The challenge of a video game. But deeper. And better. Because this time, you control the outcome of a real movie. With real stars Sylvester Stallone and Wesley Snipes, real suspense and real challenges that demand real skill. Actually control cinematic-quality live action footage of Stallone as the Demolition Man in a game that merges movie and video footage so smoothly you'll feel plunged into the movie itself. Contains never-before-seen footage of Stallone and Snipes filmed especially for this interactive adventure.","n/a","6.0","n/a","Alexandria","Nov 15, 1995 ","http://www.gamefaqs.com/segacd/916028-demolition-man"
"Robo Aleste","Action,Shooter,Scrolling","For almost a century now, the bloodthirsty Chugoku Warloads of the west have ruled and ravaged your once-supreme Oda Clan. No more! As the most decorated officer in the White Fang Ninja Force, it's up to you to command the infamous Robo Aleste War Machine and avenge the barbarous wrath of the anti-Oda alliance! Come home a hero...or don't come home at all!","10.0","7.9","","","","http://www.gamefaqs.com/segacd/587989-robo-aleste"
"Detonator Organ","Adventure,General","Detonator Organ is an Adventure game, developed and published by Hot-B,which was released in Japan in 1992.","n/a","8.0","n/a","Hot-B","Jul 31, 1992 ","http://www.gamefaqs.com/segacd/570481-detonator-organ"
"Devastator","Action,General","Devastator is an Action game, developed and published by Wolf Team,which was released in Japan in 1993.","n/a","8.5","n/a","Wolf Team","May 28, 1993 ","http://www.gamefaqs.com/segacd/570482-devastator"
"Double Switch","Adventure,Interactive Movie","Eddie's in the basement and he can't get up! You can help him, if you dare. Just try catching some of the stranger strangers around this tacky old townhouse. Eddie says to trap this one or that one. Do you feel lucky? Do ya? A TruVideo interactive mystery movie. Hollywood-quality production, cast and entertainment, starring Corey Haim and Deborah Harry. Over 60 minutes of full-motion movie action. Eerie CD music composed by Thomas Dolby.","3.7","5.2","","","","http://www.gamefaqs.com/segacd/587936-double-switch"
"Dracula Unleashed","Adventure,Interactive Movie","Ten years after the events described in Bram Stoker's original novel, Alexander Morris, a rich American, has come to England to uncover the true circumstances of his brother's mysterious death. Across Europe, in the rubble of an ancient Romanian castle, a strange ceremony takes place. Ultimately, the true Dracula has been reanimated. Using the powers of a potent amulet, he can assume any human form. Unmask Dracula before time runs out for Alexander and his fiancee, Anisette. If you're clever, you could prevent many grisly deaths. Or not.","n/a","4.9","","","","http://www.gamefaqs.com/segacd/587937-dracula-unleashed"
"Dragon's Lair","Adventure,Interactive Movie","This Knight's having a bad day... Daphne's missing, the Mud Men trashed your armor, the Shape Shifter's in your face, the Lizard King's a jerk and the dragon's all over you! Now you're in control of Dirk the Daring, armed with a sword and an attitude, slash your way through the castle of the dark wizard and rescue Princess Daphne from the clutches of Singe the Evil Dragon!","5.0","7.3","n/a","ReadySoft","1994 ","http://www.gamefaqs.com/segacd/587938-dragons-lair"
"Dune","Strategy,Real-Time,Sci-Fi","Far across the universe, past the edge of known things and expected outcomes, at the intersection of outer and inner space, lies the planet Arrakis. A world of sand and spice. Of space travel by expanded consciousness. Of giant worms, Palace intrigue, armies massed for battle, and a warrior prince prophesied in legend.","8.0","7.6","","","","http://www.gamefaqs.com/segacd/587939-dune"
"Dungeon Explorer","Role-Playing,Third-Person","Imprisoned deep within the mazes under Darkling Tower, the beautiful Goddess of Ambition will grant one wish to anyone who rescues her. Countless warriors have entered the dungeon, but none have returned.","n/a","7.5","","","","http://www.gamefaqs.com/segacd/587940-dungeon-explorer"
"Dungeon Master II: Skullkeep","Role-Playing,General","Immerse yourself in the most extensive 3D adventure ever pressed on a Sega CD! Within the expansive grounds of Castle Skullkeep, the pieces of the Zo Link are hidden. The Zo Link was built by TechMages to explore alternative dimensions. You and a hand-picked party must stop evil forces from acquiring this powerful technology in an RPG journey with a depth you've never experienced - but always craved!","n/a","6.5","n/a","FTL Games","1994 ","http://www.gamefaqs.com/segacd/587941-dungeon-master-ii-skullkeep"
"Dynamic Country Club","Sports,Traditional,Golf,Sim","Dynamic Country Club is a Sports game, developed and published by Sega,which was released in Japan in 1993.","n/a","n/a","n/a","Sega","Jul 16, 1993 ","http://www.gamefaqs.com/segacd/570483-dynamic-country-club"
"Earnest Evans","Action,Platformer,2D","Earnest Evans is an Action game, published by Wolf Team,which was released in Japan in 1991.","n/a","5.5","","","","http://www.gamefaqs.com/segacd/922332-earnest-evans"
"Earthworm Jim: Special Edition","Action,Platformer,2D","This special edition includes the most requested features from the EWJ fan club. So if you were a little intrigued by the original title, wait till you see it on CD! A password system - so you can start where you left off. New world and new hidden areas - Big Bruty is a totally hilarious new world, full of new adventures. A new weapon - Earthworm Jim gets an incredible new weapon to take on his vile enemies. Over 1,000 additional frames of animation. All-new CD-quality soundtrack and sound. Totally new endings in two of the worlds, and a new introduction!","n/a","8.2","","","","http://www.gamefaqs.com/segacd/922262-earthworm-jim-special-edition"
"Ecco the Dolphin","Action,Platformer,2D","Life is a surging tide of adventure for Ecco, the powerful young dolphin. A sudden storm tears Ecco's family from their home. Now Ecco, all alone, must plunge into a treacherous quest to save the dolphins - and quite possibly the world! Tackle all the bold adventure of the Genesis game transformed into the brilliance of Sega CD! Leap and dive through incredible sea animations to magical undersea music and sounds. Explore over 30 levels of lethal dangers - including frenzied sharks, stinging jellyfish and deadly rip tides. Travel back in time to battle prehistoric sea creatures! Beam out sonar waves to discover hidden routes. Solve the cryptic messages in crystal Glyphs. Find the sunken library where Glyphs reveal the secrets of the deep!","9.0","7.7","n/a","Novotrade","1993 ","http://www.gamefaqs.com/segacd/587942-ecco-the-dolphin"
"Ecco the Dolphin","Action,Platformer,2D","Life is a surging tide of adventure for Ecco, the powerful young dolphin. A sudden storm tears Ecco's family from their home. Now Ecco, all alone, must plunge into a treacherous quest to save the dolphins - and quite possibly the world! Tackle all the bold adventure of the Genesis game transformed into the brilliance of Sega CD! Leap and dive through incredible sea animations to magical undersea music and sounds. Explore over 30 levels of lethal dangers - including frenzied sharks, stinging jellyfish and deadly rip tides. Travel back in time to battle prehistoric sea creatures! Beam out sonar waves to discover hidden routes. Solve the cryptic messages in crystal Glyphs. Find the sunken library where Glyphs reveal the secrets of the deep!","9.0","7.7","n/a","Novotrade","1993 ","http://www.gamefaqs.com/segacd/587942-ecco-the-dolphin"
