"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Gulkave","US","Action,General","Gulkave is an Action game, developed by Compile and published by Sega,which was released in Japan in 1986.","n/a","n/a","n/a","Compile","1986 ","http://www.gamefaqs.com/sg1000/916330-gulkave"
"Guzzler","US","Action,General","Guzzler is an Action game, published by Tsukuda Original,which was released in Japan in 1983.","n/a","n/a","n/a","Tsukuda Original","1983 ","http://www.gamefaqs.com/sg1000/916341-guzzler"
"H.E.R.O.","US","Action,Platformer,2D","H.E.R.O. is an Action game, published by Sega,which was released in Japan in 1985.","n/a","8.5","n/a","Sega","1985 ","http://www.gamefaqs.com/sg1000/916326-hero"
"Hang-On II","US","Driving,Racing,Motorcycle,Street","Hang-On II is a Driving game, developed and published by Sega,which was released in Japan in 1985.","n/a","8.0","n/a","Sega","1985 ","http://www.gamefaqs.com/sg1000/916328-hang-on-ii"
"Home Mahjong","US","Miscellaneous,Board Games","Home Mahjong is a Miscellaneous game, published by Sega,which was released in Japan in 1984.","n/a","n/a","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916298-home-mahjong"
"Hustle Chumy","US","Action,General","Hustle Chumy is an Action game, developed by Compile and published by Sega,which was released in Japan in 1984.","n/a","9.0","n/a","Compile","1984 ","http://www.gamefaqs.com/sg1000/916303-hustle-chumy"
"Hyper Sports","US","Sports,Olympic Sports","Hyper Sports is a Sports game, published by Sega,which was released in Japan in 1985.","n/a","5.0","n/a","Sega","1985 ","http://www.gamefaqs.com/sg1000/916310-hyper-sports"
"Lode Runner","US","Miscellaneous,Puzzle,Action","In this game, the player is required to repeatedly 'think' and 'take action' to go through and clear the maze scenes by solving their mysterious riddles while averting the enemy's guards who are relentlessly in pursuit of him. After collecting all of the gold chests, you must come up with fresh new ideas in order to successfully challenge the next level scene. Although your experience gained from the previous play action will help you overcome some of the future maze scenes, you still have to constantly be on the alert. You can also enjoy creating your own games by using the keyboard. This is an intriguing game which requires intellectual depth to skillfully maneuver the unknown maze structures that consecutively develop one after another.","n/a","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916299-lode-runner"
"Mahjong","US","Miscellaneous,Board Games","Mahjong is a Miscellaneous game, developed and published by Sega,which was released in Japan in 1983.","n/a","n/a","n/a","Sega","1983 ","http://www.gamefaqs.com/sg1000/916277-mahjong"
"Monaco GP","US","Driving,Racing,Arcade","Take control of a red formula car travelling at high speed through the streets, speeding up, jumping, maneuvering to the right and left to avoid the cars obstructing the way and reckless cars coming close to your machine. Be on the lookout for an ambulance suddenly passing by... And keep an eye out for the signposts! Thrill-packed challenges such as the slip zones, dangerous construction sites as well as sharp curves and narrow bay bridges also appear. When in the tunnel, the headlights of your car are the only thing you can rely upon. After improving your skill by going through the beginner's level 1, you can move on to the more difficult high levels 2 and 3.","n/a","7.5","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916288-monaco-gp"
"N-Sub","US","Action,Shooter,Scrolling","A big battle develops on a cobalt blue sea. Fire a torpedo when you find the enemy's ships. Avoid the destroyer's attack by using your missiles, torpedoes and depth bombs. Counterattack and sink the enemy's ships. The enemy attack becomes more intense with each new round!","n/a","n/a","n/a","Compile","1983 ","http://www.gamefaqs.com/sg1000/916276-n-sub"
"Ninja Princess","US","Action,Shooter,Scrolling","Ninja Princess is an Action game, developed and published by Sega,which was released in Japan in 1986.","n/a","6.0","n/a","Sega","1986 ","http://www.gamefaqs.com/sg1000/916332-ninja-princess"
"Okamoto Ayako no Match Play Golf","US","Sports,Traditional,Golf,Sim","Okamoto Ayako no Match Play Golf is a Sports game, published by Tsukuda Original,which was released in Japan in 1984.","n/a","n/a","n/a","Tsukuda Original","1984 ","http://www.gamefaqs.com/sg1000/916345-okamoto-ayako-no-match-play-golf"
"Orguss","US","Action,Shooter,Scrolling","Orguss is an Action game, published by Sega,which was released in Japan in 1984.","n/a","n/a","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916287-orguss"
"Othello","US","Miscellaneous,Board Games","Othello is a Miscellaneous game, published by Sega,which was released in Japan in 1985.","n/a","n/a","n/a","Sega","1985 ","http://www.gamefaqs.com/sg1000/916312-othello"
"Pacar","US","Action,General","PACAR, a mischievous car, runs through the 3D routes freely advancing and reversing at fast and slow speeds. Try to delete all the dots on the screen while avoiding the 2 kinds of enemy cars. When you pass through the special dots, PACAR becomes more and more invincible as it increases its power and will be free from damage even when it crashes into the enemy car. Keep up the torrid pace and destroy as many of the enemy cars as possible!","n/a","n/a","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916291-pacar"
"Pachinko","US","Miscellaneous,Parlor,Gambling","Pachinko is a Miscellaneous game, published by Sega,which was released in Japan in 1983.","n/a","n/a","n/a","Sega","1983 ","http://www.gamefaqs.com/sg1000/916295-pachinko"
"Pachinko II","US","Miscellaneous,Parlor,Gambling","Pachinko II is a Miscellaneous game, published by Sega,which was released in Japan in 1984.","n/a","n/a","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916296-pachinko-ii"
"Pitfall II","US","Action,Platformer,2D","Pitfall II is an Action game, developed by Activision and published by Sega,which was released in Japan in 1985.","n/a","9.0","n/a","Activision","1985 ","http://www.gamefaqs.com/sg1000/916317-pitfall-ii"
"Pop Flamer","US","Action,General","Pop Flamer is an Action game, published by John Sands Electronics,which was released in Australia in 1983.","n/a","n/a","n/a","John Sands Electronics","1983 ","http://www.gamefaqs.com/sg1000/916290-pop-flamer"
"Q*bert","US","Action,General","Hop Q*bert up and down the steps of a 'three-dimensional' pyramid, changing each step's color as he lands. Complete the entire pyramid, and Q*bert moves to a more challenging pyramid. But look out! The crafty arcade creatures are here, too, and they're after Q*bert. Hop out of danger fast - or soar to safety on a flying disc. But watch where you move Q*bert. One hop off the pyramid and he'll be lost in space!","n/a","8.7","n/a","Konami","1983 ","http://www.gamefaqs.com/sg1000/916340-qbert"
"Rock N' Bolt","US","Action,General","Rock N' Bolt is an Action game, published by Sega,which was released in Japan in 1985.","n/a","n/a","n/a","Sega","1985 ","http://www.gamefaqs.com/sg1000/916322-rock-n-bolt"
"Safari Hunting","US","Action,General","Go deep into the jungle and hunt fierce animals. Your weapon is a mighty tranquilizer gun. Capture the sleeping snakes, gorillas, lions and elephants by putting them in a cage. Capture as many animals as possible, while considering the effective time of the tranquilizer and the available quantity of fuel.","9.0","8.5","n/a","Compile","1983 ","http://www.gamefaqs.com/sg1000/916275-safari-hunting"
"Safari Race","US","Driving,Racing,Arcade","On the vast savanna plain, the SAFARI RACE has just gotten underway. Keep running at full speed, passing other cars while avoiding various wild animals that cross the road. Drive fast, ever onward, taking into consideration the limited time, fuel consumption and dangerous sharp curves. Pass through the checkpoints. Run your car at full throttle towards the goal with the engine operating at its maximum capacity.","n/a","n/a","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916300-safari-race"
"Flipper","US","Miscellaneous,Parlor,Pinball","A catchy rhythmical flipper sound accompanies this computer pinball video game. Featuring a D.T. (drop target) that enables you to earn bonus points and a K.H. (kicker hole) that entitles you to earn bonus points X a multiplication rate! Take good aim, and shoot away! Here's wishing you success as you merrily flip your way around the playfield in search of the proverbial 'high score'.","2.0","n/a","n/a","Sega","1983 ","http://www.gamefaqs.com/sg1000/916289-flipper"
"Sega Flipper ","JP","Miscellaneous,Parlor,Pinball","A catchy rhythmical flipper sound accompanies this computer pinball video game. Featuring a D.T. (drop target) that enables you to earn bonus points and a K.H. (kicker hole) that entitles you to earn bonus points X a multiplication rate! Take good aim, and shoot away! Here's wishing you success as you merrily flip your way around the playfield in search of the proverbial 'high score'.","2.0","n/a","n/a","Sega","1983 ","http://www.gamefaqs.com/sg1000/916289-flipper"
"Sega Flipper ","EU","Miscellaneous,Parlor,Pinball","A catchy rhythmical flipper sound accompanies this computer pinball video game. Featuring a D.T. (drop target) that enables you to earn bonus points and a K.H. (kicker hole) that entitles you to earn bonus points X a multiplication rate! Take good aim, and shoot away! Here's wishing you success as you merrily flip your way around the playfield in search of the proverbial 'high score'.","2.0","n/a","n/a","Sega","1983 ","http://www.gamefaqs.com/sg1000/916289-flipper"
"Sega Galaga","US","Action,Shooter,Static","Sega Galaga is an Action game, published by Sega,which was released in Japan in 1983.","n/a","6.0","n/a","Sega","1983 ","http://www.gamefaqs.com/sg1000/916292-sega-galaga"
"SG-1000","US","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SC-3000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","AU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","EU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000 Mark II","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000","US","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SC-3000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","AU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","EU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000 Mark II","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000","US","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SC-3000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","AU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","EU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000 Mark II","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Serizawa Hachidan no Tsume Shogi","US","Miscellaneous,Party","Serizawa Hachidan no Tsume Shogi is a Miscellaneous game, published by Sega,which was released in Japan in 1983.","n/a","n/a","n/a","Sega","1983 ","http://www.gamefaqs.com/sg1000/916279-serizawa-hachidan-no-tsume-shogi"
"SG-1000","US","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SC-3000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","AU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","EU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000 Mark II","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000","US","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SC-3000","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","AU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"SG-1000 Hardware ","EU","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Sega SG-1000 Mark II","JP","Hardware,Console","SG-1000 is a Hardware game, developed and published by Sega,which was released in Japan in 1983.","5.0","7.0","n/a","Sega","1984 ","http://www.gamefaqs.com/sg1000/916273-sg-1000"
"Shinnyuushain Tooru-kun","US","Action,General","Shinnyuushain Tooru-kun is an Action game, published by Sega,which was released in Japan in 1985.","n/a","n/a","n/a","Sega","1985 ","http://www.gamefaqs.com/sg1000/916309-shinnyuushain-tooru-kun"
"Sindbad Mystery","US","Action,General","SINDBAD, an adventurous boy, comes to TREASURE ISLAND. He wants to successfully find the treasure through the clues in the TREASURE MAP by opening the ? panels. To challenge him, MONSTERS are here and there, loitering in the maze-like routes on the island. Muster up your courage, roll the STONE forward and destroy the MONSTERS. After successfully finding the TREASURE, let's go on to the next adventure on another, more wonderous TREASURE ISLAND!","8.0","8.0","n/a","Sega","1983 ","http://www.gamefaqs.com/sg1000/916285-sindbad-mystery"
"Soukoban","US","Miscellaneous,Puzzle,General","Soukoban is a Miscellaneous game, developed and published by Sega,which was released in Japan in 1985.","n/a","10.0","n/a","Sega","1985 ","http://www.gamefaqs.com/sg1000/916324-soukoban"
