"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Aerobiz","US","Strategy,General","Aerobiz is a Strategy game, developed and published by Koei,which was released in Japan in 1992.","5.0","6.4","n/a","Koei","1992 ","http://www.gamefaqs.com/genesis/586012-aerobiz"
"Air Management: Oozora ni Kakeru","JP","Strategy,General","Aerobiz is a Strategy game, developed and published by Koei,which was released in Japan in 1992.","5.0","6.4","n/a","Koei","1992 ","http://www.gamefaqs.com/genesis/586012-aerobiz"
"Aerobiz Supersonic","US","Strategy,General","It's the beginning of the 21st century and competition in the airline industry is heating up. As a young, ambitious CEO, it's up to you to make sure your airline is a survivor and not just another casualty. To succeed, you will have to make some tough decisions including where to fly, which planes to purchase and how to attract visitors to the cities you service. Your goal: to differentiate your airline from the rest while still turning a profit. Get ready to make some tough decisions! If you make the right ones, your planes will dominate the skies of the 21st century!","9.0","6.8","","Koei","1994 ","http://www.gamefaqs.com/genesis/586013-aerobiz-supersonic"
"Air Management II: Koukuu-Ou o Mezase","JP","Strategy,General","It's the beginning of the 21st century and competition in the airline industry is heating up. As a young, ambitious CEO, it's up to you to make sure your airline is a survivor and not just another casualty. To succeed, you will have to make some tough decisions including where to fly, which planes to purchase and how to attract visitors to the cities you service. Your goal: to differentiate your airline from the rest while still turning a profit. Get ready to make some tough decisions! If you make the right ones, your planes will dominate the skies of the 21st century!","9.0","6.8","","Koei","1994 ","http://www.gamefaqs.com/genesis/586013-aerobiz-supersonic"
"After Burner II","US","Action,Shooter,Scrolling","You scream off the carrier, there's no time to think! You're caught in a swarm of enemy aircraft and more are dead ahead. They're closing at Mach 5, as your machine guns start blasting. Burn through a sky of flying metal! Radar-lock on the frontal attackers and respond with missiles. Your enemies are specks on the horizon, then instantly they're in your face, launching even faster missiles! Nothing can prepare you for the incredible speed of the attack. Hit your afterburner! Dive and twist! Throw your plane into a 360 roll as the enemy spins by so close you almost touch wing tips. Day or night, dog fight or missile duel - the terrifying speed of battle never lets up. The sky shrieks with metal menace. The intercept officer is screaming 'Look out!'","6.3","6.9","","Sega","Mar 22, 1990 ","http://www.gamefaqs.com/genesis/563310-after-burner-ii"
"Trouble World","US","Action,Platformer,2D","Trouble World is an Action game, developed by Inter State and published by Kaneko,which was released in Japan in 1992.","8.0","7.3","n/a","Inter State","Jan 31, 1992 ","http://www.gamefaqs.com/genesis/570391-trouble-world"
"Wani Wani World","JP","Action,Platformer,2D","Trouble World is an Action game, developed by Inter State and published by Kaneko,which was released in Japan in 1992.","8.0","7.3","n/a","Inter State","Jan 31, 1992 ","http://www.gamefaqs.com/genesis/570391-trouble-world"
"Ageo Nara","KO","Action,Platformer,2D","Trouble World is an Action game, developed by Inter State and published by Kaneko,which was released in Japan in 1992.","8.0","7.3","n/a","Inter State","Jan 31, 1992 ","http://www.gamefaqs.com/genesis/570391-trouble-world"
"Air Buster","US","Action,Shooter,Scrolling","This isn't a little skirmish in the air. This is a full-fledged, take-no-prisoners, hyper-drive war to the finish with three-dimensional screens and incredible sound effects. Simultaneous two-player action with horizontal and vertical scrolling means you need cunning, instinct, and flight skills to destroy the enemy...and survive!","6.5","6.0","","Inter State","1991 ","http://www.gamefaqs.com/genesis/932939-air-buster"
"Aero Blasters","JP","Action,Shooter,Scrolling","This isn't a little skirmish in the air. This is a full-fledged, take-no-prisoners, hyper-drive war to the finish with three-dimensional screens and incredible sound effects. Simultaneous two-player action with horizontal and vertical scrolling means you need cunning, instinct, and flight skills to destroy the enemy...and survive!","6.5","6.0","","Inter State","1991 ","http://www.gamefaqs.com/genesis/932939-air-buster"
"Air Diver","US","Action,Shooter,Scrolling","Your mission is to find and eliminate the enemy terrorists. They are extremely well armed, and central intelligence informs us that they may have the backing of several unfriendly extraterrestrial nations...","9.0","5.5","","Copya Systems","1990 ","http://www.gamefaqs.com/genesis/586015-air-diver"
"Aerobiz Supersonic","US","Strategy,General","It's the beginning of the 21st century and competition in the airline industry is heating up. As a young, ambitious CEO, it's up to you to make sure your airline is a survivor and not just another casualty. To succeed, you will have to make some tough decisions including where to fly, which planes to purchase and how to attract visitors to the cities you service. Your goal: to differentiate your airline from the rest while still turning a profit. Get ready to make some tough decisions! If you make the right ones, your planes will dominate the skies of the 21st century!","9.0","6.8","","Koei","1994 ","http://www.gamefaqs.com/genesis/586013-aerobiz-supersonic"
"Air Management II: Koukuu-Ou o Mezase","JP","Strategy,General","It's the beginning of the 21st century and competition in the airline industry is heating up. As a young, ambitious CEO, it's up to you to make sure your airline is a survivor and not just another casualty. To succeed, you will have to make some tough decisions including where to fly, which planes to purchase and how to attract visitors to the cities you service. Your goal: to differentiate your airline from the rest while still turning a profit. Get ready to make some tough decisions! If you make the right ones, your planes will dominate the skies of the 21st century!","9.0","6.8","","Koei","1994 ","http://www.gamefaqs.com/genesis/586013-aerobiz-supersonic"
"Aerobiz","US","Strategy,General","Aerobiz is a Strategy game, developed and published by Koei,which was released in Japan in 1992.","5.0","6.4","n/a","Koei","1992 ","http://www.gamefaqs.com/genesis/586012-aerobiz"
"Air Management: Oozora ni Kakeru","JP","Strategy,General","Aerobiz is a Strategy game, developed and published by Koei,which was released in Japan in 1992.","5.0","6.4","n/a","Koei","1992 ","http://www.gamefaqs.com/genesis/586012-aerobiz"
"Alex Kidd in the Enchanted Castle","US","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alex Kidd: Tenkuu Mashiro","JP","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alex Kidd Cheongong Maseong","KO","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alex Kidd in the Enchanted Castle","US","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alex Kidd: Tenkuu Mashiro","JP","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alex Kidd Cheongong Maseong","KO","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alex Kidd in the Enchanted Castle","US","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alex Kidd: Tenkuu Mashiro","JP","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alex Kidd Cheongong Maseong","KO","Action,Platformer,2D","BASH! BIFF! POW! Alex Kidd is punching, kicking and leaping through Paperock Planet, trying to save his dad! He's having a tough time, what with scorpions, pufferfish, monkeys, and mummies blocking his way. THUD! SPLAT! BOOM! Alex knocks down a rock pile and grabs the gold! Every time he gets gold, he's got a better chance to win. Then he bounces high in the sky and dives deep under the ocean to snare more. PAPER! SCISSORS! ROCK! Alex gets dragged into a frantic game of Janken. He's got to make the right sign - paper, scissors, or rock - to beat his bully opponent and escape with all his money! UP! UP! AND AWAY! Alex speeds in his Pedicopter, right up to the Enchanted Castle! Now he can save his dad by tricking Ashra, the ruler of Paperock. But what's the winning sign? Guess quick!","6.8","6.0","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586018-alex-kidd-in-the-enchanted-castle"
"Alien 3","US","Action,Platformer,2D","The ALIENS are fast, spit acid and are right behind you! The motion tracker is your only warning. No time to think, no time to catch your breath... RUN! Can't see very far ahead in these air ducts. Hard to breathe. Face-huggers can be anywhere. You have the firepower... blast the ALIENS with your machine gun, flame thrower and grenade launcher. You know what you have to do... rescue the trapped prisoners and end this nightmare! Just keep telling yourself, 'This isn't really happening. It's only a game!!!'","6.2","6.5","","Probe Entertainment Limited","1992 ","http://www.gamefaqs.com/genesis/586019-alien-3"
"Alien Soldier","US","Action,Platformer,2D","As Epsilon-Eagle, you are an alien soldier who has been genetically engineered to produce maximum intelligence and strength. You were once a member of the criminal organization Scarlet, but when you decided to break from the group, you were forced into a showdown with Scarlet's new leader Xi-Tiger, who kills a hostage in his attempt to destroy you. Now it's up to you to take revenge against the bad guys in this side-scrolling action game!","8.8","8.2","","Treasure","Nov5, 2007 ","http://www.gamefaqs.com/genesis/564342-alien-soldier"
"Alien Storm","US","Action,Beat-'Em-Up","Shape-changing alien scum take over your city. Fry the slimy horrors and smash their bid for global conquest. Blast into action with ray guns, flame throwers, power-whips, and more! But watch your step! Harmless objects might transform into vicious aliens. A trash can erupts with spiked tentacles that slash at the helpless! Only quick reflexes and precision weaponry can keep you off the aliens' menu. Tackle the invaders solo or simultaneously with a friend. Fight from two different perspectives, including a 3-D view into the screen. The excitement is red hot in this arcade classic!","6.9","6.7","","Sega","1991 ","http://www.gamefaqs.com/genesis/586020-alien-storm"
"Alisia Dragoon","US","Action,Platformer,2D","The pace is intense. Enemies come at Alisia from everywhere. And nowhere. Battle hordes of crazed barbarians, mow down mobs of poisonous centipedes, and slay squadrons of winged gargoyels. Blast enemies in waves or one by one with multi-directional, auto-targeting laser fire. Recruit killer companions like the DragonFrye, Ball O'Fire, Thunder Raven and Boomerang Lizard. Use them to hurl blistering boomerangs, fireballs, and electrical attacks. With Alisia's super-tough fighting skills, fry enemies to a crisp. And prove once and for all that you can go hand-to-hand with evil and come out the champion!","7.8","7.4","","Game Arts","Apr 23, 1992 ","http://www.gamefaqs.com/genesis/586021-alisia-dragoon"
"Altered Beast","US","Action,Beat-'Em-Up","Enter a time when men were warriors and Gods ruled the world. A time of good against evil, a place of danger. Summoned by Zeus to rescue Athena, you will infiltrate the Underworld with the power to transform into mythical creatures with supernatural strength. Level 1: Become a savage Werewolf and use teeth and nails to shred your enemies to pieces. Capture 3 of the elusive Spirit Balls and you'll be transformed into a ferocious, fireball throwing Werewolf. Levels 2 & 3: Take flight as Weredragon and use fiery force to fry the followers of Neff. Creep across slippery crevasses inside a deep cavern as the crafty Werebear. Levels 4 & 5: Stalk the gates of the Underworld fortress as a man-eating Weretiger, a predator with no pity. Inside the inner sanctum call on Golden Werewolf's might to demolish Neff the demon - forever!","5.5","6.4","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586022-altered-beast"
"Juuouki","JP","Action,Beat-'Em-Up","Enter a time when men were warriors and Gods ruled the world. A time of good against evil, a place of danger. Summoned by Zeus to rescue Athena, you will infiltrate the Underworld with the power to transform into mythical creatures with supernatural strength. Level 1: Become a savage Werewolf and use teeth and nails to shred your enemies to pieces. Capture 3 of the elusive Spirit Balls and you'll be transformed into a ferocious, fireball throwing Werewolf. Levels 2 & 3: Take flight as Weredragon and use fiery force to fry the followers of Neff. Creep across slippery crevasses inside a deep cavern as the crafty Werebear. Levels 4 & 5: Stalk the gates of the Underworld fortress as a man-eating Weretiger, a predator with no pity. Inside the inner sanctum call on Golden Werewolf's might to demolish Neff the demon - forever!","5.5","6.4","","Sega","Aug 14, 1989 ","http://www.gamefaqs.com/genesis/586022-altered-beast"
"American Gladiators","US","Sports,General","Television's most innovative sporting event, AMERICAN GLADIATORS is now bigger than life in this all-new Sega Genesis version. All the action, drama, and competitiveness are here from the hit television show that plays 'like a video game come to life.' Six events including: THE WALL, THE JOUST, THE ASSAULT, ATLASPHERE, POWERBALL and THE ELIMINATOR, all captured with incredible detail. NITRO, ICE, LASER, THUNDER, GOLD, TURBO, ZAP, LACE, BLAZE and GEMINI are here and ready to psyche you out of your game.","1.0","4.0","","Imagitec Design, Inc.","Mar 24, 1992 ","http://www.gamefaqs.com/genesis/586024-american-gladiators"
"Andre Agassi Tennis","US","Sports,Traditional,Tennis","Andre Agassi's explosive forehand is yours! Be Agassi or play against Agassi. For the first-time ever, win big cash with the 'skins' match where stakes double with every return. With 4 courts, 8 exciting players each with different playing styles and an umpire who calls every shot, Andre Agassi Tenni cannot be beaten.","2.0","3.0","n/a","TecMagik","1992 ","http://www.gamefaqs.com/genesis/563311-andre-agassi-tennis"
"Animaniacs","US","Action,Platformer,2D","The movie sets of 'Bungle in the Jungle,' 'Space Wars,' and 'Remember the A La Mode' to name a few are completely overrun by hilarious hijinks, power-ups and crazy traps like catapults, runaway trains, giant boulders and smart bombs. Key props from each set, such as the hat of Dirk Rugged, the Bad Guy space helmet and the sheriff's badge, are missing in action. Rumor has it that the Warner Brothers (and the Warner sister, Dot) are up to their old tricks again. Don't let anything distract you from collecting all the props. You'll see all your favorite Animaniacs characters like Dr. Scratchansniff, The Nurse, Mindy, Buttons and the Hip Hippos. You'll have to pick one of the characters' special talents to get out of each zany fix. Yakko moves big obstacles and plays paddle ball. Wakko is a smash with his mallet. Dot has her irresistible charm. Yakko, Wakko and Dot always travel together. Think of them as the 'New Brat Pack.' They're out of the water tower and out of their minds!","6.7","6.8","","Konami","May 14, 1994 ","http://www.gamefaqs.com/genesis/586025-animaniacs"
"Out of This World","US","Action,Platformer,2D","There it is- the particle accelerator you've invented. You are so intent on testing it, you don't even notice the crackling outside of a not-so-distant electrical storm. Before you can say snap, crackle, pop, a lightning bolt slams through you and the accelerator with deadly accuracy. When you finally come to, you have no idea where you are. Are you being watched? Is this place home? In order to survive, you'll need to dodge, outwit and overcome deadly alien monsters and blood-sucking leeches who think you're a delicacy. Now that shouldn't be too hard for a whiz kid like you, right? Out of this World bridges the gap between cinema and action/adventure games with a completely new style of fluid, cinematic storytelling.","9.0","7.1","","Delphine Software International","1993 ","http://www.gamefaqs.com/genesis/586360-out-of-this-world"
"Another World ","EU","Action,Platformer,2D","There it is- the particle accelerator you've invented. You are so intent on testing it, you don't even notice the crackling outside of a not-so-distant electrical storm. Before you can say snap, crackle, pop, a lightning bolt slams through you and the accelerator with deadly accuracy. When you finally come to, you have no idea where you are. Are you being watched? Is this place home? In order to survive, you'll need to dodge, outwit and overcome deadly alien monsters and blood-sucking leeches who think you're a delicacy. Now that shouldn't be too hard for a whiz kid like you, right? Out of this World bridges the gap between cinema and action/adventure games with a completely new style of fluid, cinematic storytelling.","9.0","7.1","","Delphine Software International","1993 ","http://www.gamefaqs.com/genesis/586360-out-of-this-world"
"Another World ","AU","Action,Platformer,2D","There it is- the particle accelerator you've invented. You are so intent on testing it, you don't even notice the crackling outside of a not-so-distant electrical storm. Before you can say snap, crackle, pop, a lightning bolt slams through you and the accelerator with deadly accuracy. When you finally come to, you have no idea where you are. Are you being watched? Is this place home? In order to survive, you'll need to dodge, outwit and overcome deadly alien monsters and blood-sucking leeches who think you're a delicacy. Now that shouldn't be too hard for a whiz kid like you, right? Out of this World bridges the gap between cinema and action/adventure games with a completely new style of fluid, cinematic storytelling.","9.0","7.1","","Delphine Software International","1993 ","http://www.gamefaqs.com/genesis/586360-out-of-this-world"
