"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"Chip-chan Kick!","Action,Platformer,2D","Chip-chan Kick! is an Action game, developed by NEC Interchannel and published by NEC,which was released in Japan in 1996.","n/a","8.5","n/a","NEC Interchannel","Sep 13, 1996 ","http://www.gamefaqs.com/pcfx/587874-chip-chan-kick"
"Choujin Heiki Zeroigar","Action,Shooter,Scrolling","Choujin Heiki Zeroigar is an Action game, developed and published by NEC,which was released in Japan in 1997.","n/a","8.0","n/a","NEC","Aug8, 1997 ","http://www.gamefaqs.com/pcfx/587906-choujin-heiki-zeroigar"
"Cocktail Pack","Miscellaneous,Compilation","Cocktail Pack is a Miscellaneous game, developed and published by Cocktail Soft,which was released in Japan in 1997.","n/a","n/a","n/a","Cocktail Soft","Nov 28, 1997 ","http://www.gamefaqs.com/pcfx/918354-cocktail-pack"
"Comic Road","Strategy,Breeding/Constructing","Comic Road is a Strategy game, developed by Studio Offside and published by NEC,which was released in Japan in 1997.","n/a","n/a","n/a","Studio Offside","Sep 26, 1997 ","http://www.gamefaqs.com/pcfx/587876-comic-road"
"Cutey Honey FX","Adventure,General","Cutey Honey FX is an Adventure game, developed by DataWest and published by NEC Interchannel,which was released in Japan in 1995.","n/a","9.0","n/a","DataWest","Nov 10, 1995 ","http://www.gamefaqs.com/pcfx/587877-cutey-honey-fx"
"Der Langrisser FX","Strategy,General","Der Langrisser FX is a Strategy game, developed by NCS and published by NEC Interchannel,which was released in Japan in 1996.","n/a","9.5","n/a","NCS","Apr 26, 1996 ","http://www.gamefaqs.com/pcfx/587879-der-langrisser-fx"
"Doukyuusei 2","Strategy,Breeding/Constructing","Doukyuusei 2 is a Strategy game, developed by Elf and published by NEC Avenue,which was released in Japan in 1996.","n/a","8.0","n/a","Elf","Aug9, 1996 ","http://www.gamefaqs.com/pcfx/587875-doukyuusei-2"
"Dragon Knight 4","Role-Playing,General","Dragon Knight 4 is a Role-Playing game, developed by Elf and published by NEC Avenue,which was released in Japan in 1997.","n/a","8.0","n/a","Elf","Mar 28, 1997 ","http://www.gamefaqs.com/pcfx/587880-dragon-knight-4"
"Farland Story FX","Strategy,Turn-Based,Fantasy","Farland Story FX is a Strategy game, developed and published by NEC,which was released in Japan in 1996.","n/a","6.0","n/a","NEC","Oct 25, 1996 ","http://www.gamefaqs.com/pcfx/587882-farland-story-fx"
"Fire Woman Matoigumi","Adventure,General","Fire Woman Matoigumi is an Adventure game, developed and published by NEC,which was released in Japan in 1996.","n/a","7.0","n/a","NEC","Dec 20, 1996 ","http://www.gamefaqs.com/pcfx/587883-fire-woman-matoigumi"
"First Kiss * Monogatari","Adventure,General","First Kiss * Monogatari is an Adventure game, developed and published by HuneX,which was released in Japan in 1998.","n/a","9.0","","","","http://www.gamefaqs.com/pcfx/918355-first-kiss-monogatari"
"Fushigi no Kuni no Angelique","Miscellaneous,Board Games","Fushigi no Kuni no Angelique is a Miscellaneous game, developed by Koei and published by NEC,which was released in Japan in 1996.","n/a","10.0","n/a","Koei","Oct 11, 1996 ","http://www.gamefaqs.com/pcfx/587861-fushigi-no-kuni-no-angelique"
"Ginga Ojousama Densetsu Yuna FX: Kanashimi no Siren","Adventure,General","Ginga Ojousama Densetsu Yuna FX: Kanashimi no Siren is an Adventure game, developed by Will and published by Hudson,which was released in Japan in 1996.","n/a","7.0","n/a","Will","Mar8, 1996 ","http://www.gamefaqs.com/pcfx/587884-ginga-ojousama-densetsu-yuna-fx-kanashimi-no-siren"
"Tekipaki Working Love FX","Strategy,Breeding/Constructing","Tekipaki Working Love FX is a Strategy game, developed by Studio Offside and published by NEC Interchannel,which was released in Japan in 1998.","n/a","8.0","n/a","Studio Offside","Mar 27, 1998 ","http://www.gamefaqs.com/pcfx/918356-tekipaki-working-love-fx"
"Kishin Douji Zenki FX: Vajra Fight","Action,Fighting,2D","Kishin Douji Zenki FX: Vajra Fight is an Action game, developed and published by Hudson,which was released in Japan in 1995.","5.0","6.5","","","","http://www.gamefaqs.com/pcfx/563488-kishin-douji-zenki-fx-vajra-fight"
"Kokuu Hyouryuu Nirgends","Adventure,General","Kokuu Hyouryuu Nirgends is an Adventure game, developed by Micro Cabin and published by NEC,which was released in Japan in 1996.","n/a","8.0","n/a","Micro Cabin","Jun 28, 1996 ","http://www.gamefaqs.com/pcfx/587897-kokuu-hyouryuu-nirgends"
"Konpeki no Kantai","Strategy,Breeding/Constructing","Konpeki no Kantai is a Strategy game, developed by Micro Cabin and published by NEC Interchannel,which was released in Japan in 1995.","n/a","8.0","n/a","Micro Cabin","Mar 31, 1995 ","http://www.gamefaqs.com/pcfx/587878-konpeki-no-kantai"
"Last Imperial Prince","Role-Playing,General","Last Imperial Prince is a Role-Playing game, developed and published by NEC Interchannel,which was released in Japan in 1997.","n/a","8.5","n/a","NEC Interchannel","Mar 14, 1997 ","http://www.gamefaqs.com/pcfx/587887-last-imperial-prince"
"Lunatic Dawn FX","Role-Playing,General","Lunatic Dawn FX is a Role-Playing game, developed by Artdink and published by NEC Interchannel,which was released in Japan in 1995.","n/a","n/a","n/a","Artdink","Nov 24, 1995 ","http://www.gamefaqs.com/pcfx/587890-lunatic-dawn-fx"
"Mahjong Goku Tenjiku","Miscellaneous,Board Games","Mahjong Goku Tenjiku is a Miscellaneous game, developed by Chat Noir and published by NEC Interchannel,which was released in Japan in 1995.","n/a","10.0","n/a","Chat Noir","Mar 24, 1995 ","http://www.gamefaqs.com/pcfx/587891-mahjong-goku-tenjiku"
"Makeruna! Makendou Z","Role-Playing,General","Makeruna! Makendou Z is a Role-Playing game, developed by Fill-In Cafe and published by NEC,which was released in Japan in 1998.","n/a","8.0","n/a","Fill-In Cafe","Mar 20, 1998 ","http://www.gamefaqs.com/pcfx/587892-makeruna-makendou-z"
"Megami Tengoku II","Role-Playing,Console-style RPG","Megami Tengoku II is a Role-Playing game, developed and published by NEC,which was released in Japan in 1996.","n/a","5.5","n/a","NEC","Jul 26, 1996 ","http://www.gamefaqs.com/pcfx/587894-megami-tengoku-ii"
"Minimum Nanonic","Adventure,General","Minimum Nanonic is an Adventure game, developed by Polestar and published by NEC Interchannel,which was released in Japan in 1997.","n/a","n/a","n/a","Polestar","Oct 24, 1997 ","http://www.gamefaqs.com/pcfx/587895-minimum-nanonic"
"Miraculum: The Last Revelation","Role-Playing,General","Miraculum: The Last Revelation is a Role-Playing game, developed by Ray Force and published by NEC Interchannel,which was released in Japan in 1996.","n/a","7.0","n/a","Ray Force","Mar 29, 1996 ","http://www.gamefaqs.com/pcfx/587896-miraculum-the-last-revelation"
"Ojousama Sousamou","Adventure,General","Ojousama Sousamou is an Adventure game, developed by Fill-In Cafe and published by NEC,which was released in Japan in 1996.","n/a","8.0","n/a","Fill-In Cafe","May 31, 1996 ","http://www.gamefaqs.com/pcfx/587889-ojousama-sousamou"
"Pachio-Kun FX: Maboroshi no Shima Daikessen","Miscellaneous,Parlor,Gambling","Pachio-Kun FX: Maboroshi no Shima Daikessen is a Miscellaneous game, developed and published by NEC,which was released in Japan in 1995.","n/a","7.0","n/a","NEC","Sep 22, 1995 ","http://www.gamefaqs.com/pcfx/587898-pachio-kun-fx-maboroshi-no-shima-daikessen"
"PC-FX","Hardware,Console","PC-FX is a Hardware game, developed and published by NEC,which was released in Japan in 1994.","5.0","7.5","n/a","NEC","Dec 23, 1994 ","http://www.gamefaqs.com/pcfx/916390-pc-fx"
"PC-FX","Hardware,Console","PC-FX is a Hardware game, developed and published by NEC,which was released in Japan in 1994.","5.0","7.5","n/a","NEC","Dec 23, 1994 ","http://www.gamefaqs.com/pcfx/916390-pc-fx"
"PCE Fan Special CD-Rom Vol. 2","Miscellaneous,Demo Disc","PCE Fan Special CD-Rom Vol. 2 is a Miscellaneous game, developed by NEC and published by Tokuma Shoten,which was released in Japan in 1996.","n/a","7.0","n/a","NEC","Jul 30, 1996 ","http://www.gamefaqs.com/pcfx/991245-pce-fan-special-cd-rom-vol-2"
"PCE Fan Special CD-Rom Vol. 3","Miscellaneous,Demo Disc","PCE Fan Special CD-Rom Vol. 3 is a Miscellaneous game, developed by NEC and published by Tokuma Shoten,which was released in Japan in 1996.","n/a","8.0","n/a","NEC","Aug 31, 1996 ","http://www.gamefaqs.com/pcfx/991246-pce-fan-special-cd-rom-vol-3"
"Pia Carrot e Youkoso!!","Adventure,General","During your last summer break of high school you begin working at the family restaurant &quot;Pia Carrot&quot;, famous for it's cute uniforms. Here you meet girls of various personalities. Raise the girls' interest in you by adjusting your parameters, and look forward to falling in love with your chosen girl in this simulation adventure game!!In order to get a happy ending with the girl of your choice, you must first reach the target parameters for that girl. Parameters like &quot;appearance&quot; &quot;kindness&quot; &quot;determination&quot; &quot;infamy&quot; and &quot;conversation&quot;. &quot;Conversation&quot; is the key to influence the girl's interest in you!!There are 7 selectable jobs for you to perform such as &quot;waiter&quot;, &quot;cashier&quot;, or &quot;line cook&quot;. The jobs you choose have a direct impact on your chances to meet others, and the enhancement of your strength, determination, etc... Many areas have been prepared where you can meet girls including the school, the local park, karaoke box, and a cocktail bar!!You choose which uniform the girls wear. Color and design variations can be chosen to your liking!!","n/a","n/a","","","","http://www.gamefaqs.com/pcfx/587900-pia-carrot-e-youkoso"
"Power Dolls FX","Strategy,Turn-Based,Sci-Fi","Power Dolls FX is a Strategy game, developed by Kogado Studio and published by NEC Interchannel,which was released in Japan in 1996.","n/a","6.0","n/a","Kogado Studio","Feb 23, 1996 ","http://www.gamefaqs.com/pcfx/587901-power-dolls-fx"
"Return to Zork","Adventure,First-Person,Fantasy","According to the myth, the Great Underground Empire of Zork was destroyed and all evil magic was dispersed. But now, the IT&L Corporation claims to have discovered the mythical dark recesses beneath the Valley of the Sparrows.Since their discovery, nightmares have become common. People have vanished. Buildings have disappeared. And you, the unwitting traveler, must save the underground empire from the forces of evil.","n/a","n/a","n/a","DataWest","May 27, 1995 ","http://www.gamefaqs.com/pcfx/587902-return-to-zork"
"Ruruli Ra Rura","Adventure,General","Ruruli Ra Rura is an Adventure game, developed and published by NEC,which was released in Japan in 1998.","n/a","7.0","n/a","NEC","Feb 20, 1998 ","http://www.gamefaqs.com/pcfx/587903-ruruli-ra-rura"
"Shanghai: The Great Wall","Miscellaneous,Puzzle,General","Shanghai: The Great Wall is a Miscellaneous game, developed by Activision and published by NEC Interchannel,which was released in Japan in 1996.","n/a","n/a","n/a","Activision","Mar 15, 1996 ","http://www.gamefaqs.com/pcfx/587904-shanghai-the-great-wall"
"Shanghai: The Great Wall","Miscellaneous,Puzzle,General","Shanghai: The Great Wall is a Miscellaneous game, developed by Activision and published by NEC Interchannel,which was released in Japan in 1996.","n/a","n/a","n/a","Activision","Mar 15, 1996 ","http://www.gamefaqs.com/pcfx/587904-shanghai-the-great-wall"
"Sotsugyou II FX: Neo Generation","Strategy,Breeding/Constructing","Sotsugyou II FX: Neo Generation is a Strategy game, developed by Riverhillsoft and published by NEC Interchannel,which was released in Japan in 1994.","n/a","7.0","n/a","Riverhillsoft","Dec 23, 1994 ","http://www.gamefaqs.com/pcfx/570808-sotsugyou-ii-fx-neo-generation"
"Sotsugyou R: Graduation Real","Strategy,Breeding/Constructing","Sotsugyou R: Graduation Real is a Strategy game, developed and published by NEC,which was released in Japan in 1998.","n/a","n/a","n/a","NEC","Jan 16, 1998 ","http://www.gamefaqs.com/pcfx/587886-sotsugyou-r-graduation-real"
"Sparkling Feather","Strategy,Breeding/Constructing","Sparkling Feather is a Strategy game, developed by HuneX and published by NEC,which was released in Japan in 1997.","n/a","6.0","n/a","HuneX","Apr 25, 1997 ","http://www.gamefaqs.com/pcfx/587905-sparkling-feather"
"Super PCE Fan Deluxe Special CD-Rom Vol. 1","Miscellaneous,Demo Disc","Super PCE Fan Deluxe Special CD-Rom Vol. 1 is a Miscellaneous game, developed by NEC and published by Tokuma Shoten,which was released in Japan in 1997.","n/a","7.0","n/a","NEC","Jan1, 1997 ","http://www.gamefaqs.com/pcfx/991247-super-pce-fan-deluxe-special-cd-rom-vol-1"
"Super PCE Fan Deluxe Special CD-Rom Vol. 2","Miscellaneous,Demo Disc","Super PCE Fan Deluxe Special CD-Rom Vol. 2 is a Miscellaneous game, developed by NEC and published by Tokuma Shoten,which was released in Japan in 1997.","n/a","n/a","n/a","NEC","Mar1, 1997 ","http://www.gamefaqs.com/pcfx/991248-super-pce-fan-deluxe-special-cd-rom-vol-2"
"Super Power League FX","Sports,General","Super Power League FX is a Sports game, developed and published by Hudson,which was released in Japan in 1996.","n/a","10.0","n/a","Hudson","Apr 26, 1996 ","http://www.gamefaqs.com/pcfx/587907-super-power-league-fx"
"Super Real Mahjong PV FX","Miscellaneous,Board Games","Super Real Mahjong PV FX is a Miscellaneous game, developed and published by Naxat Soft,which was released in Japan in 1996.","n/a","n/a","n/a","Naxat Soft","Mar 29, 1996 ","http://www.gamefaqs.com/pcfx/587908-super-real-mahjong-pv-fx"
"Team Innocent: The Point of No Return","Adventure,General","Team Innocent: The Point of No Return is an Adventure game, developed and published by Hudson Soft,which was released in Japan in 1994.","n/a","7.5","n/a","Hudson Soft","Dec 23, 1994 ","http://www.gamefaqs.com/pcfx/587909-team-innocent-the-point-of-no-return"
"Tekipaki Working Love FX","Strategy,Breeding/Constructing","Tekipaki Working Love FX is a Strategy game, developed by Studio Offside and published by NEC Interchannel,which was released in Japan in 1998.","n/a","8.0","n/a","Studio Offside","Mar 27, 1998 ","http://www.gamefaqs.com/pcfx/918356-tekipaki-working-love-fx"
"Tenchi Muyou! Ryououki FX","Adventure,General","Tenchi Muyou! Ryououki FX is an Adventure game, developed by Micro Cabin and published by NEC Interchannel,which was released in Japan in 1996.","n/a","n/a","n/a","Micro Cabin","Jul 12, 1996 ","http://www.gamefaqs.com/pcfx/587910-tenchi-muyou-ryououki-fx"
"Tengai Makyou: Dennou Karakuri Kakutouden","Action,General","Tengai Makyou: Dennou Karakuri Kakutouden is an Action game, developed by Produce and published by Hudson,which was released in Japan in 1995.","n/a","n/a","n/a","Produce","Jul 28, 1995 ","http://www.gamefaqs.com/pcfx/587911-tengai-makyou-dennou-karakuri-kakutouden"
"Tokimeki Card Paradise","Miscellaneous,Board Games","Tokimeki Card Paradise is a Miscellaneous game, developed and published by Sonnet,which was released in Japan in 1996.","n/a","n/a","n/a","Sonnet","Jan 26, 1996 ","http://www.gamefaqs.com/pcfx/587912-tokimeki-card-paradise"
"Tokimeki Card Paradise","Miscellaneous,Board Games","Tokimeki Card Paradise is a Miscellaneous game, developed and published by Sonnet,which was released in Japan in 1996.","n/a","n/a","n/a","Sonnet","Jan 26, 1996 ","http://www.gamefaqs.com/pcfx/587912-tokimeki-card-paradise"
"Tonari no Princess Rolfee!","Adventure,General","Tonari no Princess Rolfee! is an Adventure game, developed by Fupac and published by NEC,which was released in Japan in 1997.","n/a","7.0","n/a","Fupac","Jul 25, 1997 ","http://www.gamefaqs.com/pcfx/587913-tonari-no-princess-rolfee"
"Voice Paradise","Miscellaneous,General","Voice Paradise is a Miscellaneous game, developed by Fill-In Cafe and published by NEC Interchannel,which was released in Japan in 1996.","n/a","n/a","n/a","Fill-In Cafe","May 17, 1996 ","http://www.gamefaqs.com/pcfx/587914-voice-paradise"
"Wakusei Koukitai Little Cats","Strategy,Breeding/Constructing","Wakusei Koukitai Little Cats is a Strategy game, developed and published by NEC,which was released in Japan in 1997.","n/a","n/a","n/a","NEC","Jul4, 1997 ","http://www.gamefaqs.com/pcfx/587915-wakusei-koukitai-little-cats"
"Zen-Nippon Joshi Pro Wrestling: Queen of Queens","Action,Fighting,Wrestling","Zen-Nippon Joshi Pro Wrestling: Queen of Queens is an Action game, developed by NEC and published by NEC Interchannel,which was released in Japan in 1995.","n/a","n/a","n/a","NEC","Mar 24, 1995 ","http://www.gamefaqs.com/pcfx/587860-zen-nippon-joshi-pro-wrestling-queen-of-queens"
"Zoku Hatsukoi Monogatari: Shuugaku Ryokou","Strategy,Breeding/Constructing","Zoku Hatsukoi Monogatari: Shuugaku Ryokou is a Strategy game, developed by Tokuma Shoten and published by NEC,which was released in Japan in 1997.","n/a","n/a","n/a","Tokuma Shoten","Jun6, 1997 ","http://www.gamefaqs.com/pcfx/587916-zoku-hatsukoi-monogatari-shuugaku-ryokou"
