"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Hover Strike","UN","Simulation,Sci-Fi,Small Spaceship","You fear the worst for the missing colonists. Terrakian Pirates have taken over the distant planet, with their deadly machines patrolling every section of the surface.The Federation has chosen you to launch a preemptive strike. Your vehicle is a state-of-the-art armored hovercraft, equipped with rapid fire cannon and powerful missiles. Anti-grav units enable it to float over any terrain. Battle through 30 fully texture-mapped 3D levels, including Night Vision missions. Knock out k ey targets and make way for the Federation armada. Save the colony before it's too late!","7.0","6.0","","Atari Games (Midway)","1995 ","http://www.gamefaqs.com/jaguar/586891-hover-strike"
"Hyper Force","UN","Action,Platformer,2D","Trans Con is decimating world after world in search of enough resources and wealth to launch an attack against the Terran High Command. The politicians don't want a direct confrontation that might hurt their corporate sponsors. So, the Interstellar Special Forces has been called in to send a lone warrior to eliminate the Trans Con threat.","n/a","5.7","n/a","Visual Impact","Apr 10, 2000 ","http://www.gamefaqs.com/jaguar/917838-hyper-force"
"I-War","UN","Driving,Car Combat","Everyone's worst fears have come true. The supercomputer that handles the world's information is filled with mutated databases and lethal viruses. You must enter the I-Way, clear the clogged channels and restore the system. Choose an anti-virus craft to get you through the vicious attacks, challenging puzzles and tormenting mazes. And good luck. You are mankind's only hope.","5.5","7.0","","Imagitec Design, Inc.","1995 ","http://www.gamefaqs.com/jaguar/586894-i-war"
"International Sensible Soccer","UN","Sports,Traditional,Soccer,Sim","All the magic of the most addictive and playable soccer simulation ever, plus the excitement of the 1994 World Cup Competition! Features same gameplay as highly successful original game with fully accurate team and player information (including first and second strip) and all relevant competition group data. Play out your own scenarios with fully editable teams, or give a second chance to the ones who failed to qualify for the real thing.","2.0","4.0","n/a","Williams","1995 ","http://www.gamefaqs.com/jaguar/918759-international-sensible-soccer"
"Iron Soldier","UN","Simulation,Sci-Fi,Mech","The Iron Soldier, or I.S., is a 42 foot tall piloted robot that has been stolen from the Iron Fist Corporation by a bunch of rebels. They want you to pilot it. Arm yourself with a giant Assault Rifle, Oil-drop sized Hand Grenades, or other massive weapons. Use them to stop the evil Machinations of the Iron Fist Corporation. Sixteen different missions -- each with a new city to tromp through and a new objective to complete. Capture new weapons. Destroy enemy I.S. units in melee combat. Blast helicopters and step on tanks.","7.0","6.5","","Eclipse Software","1994 ","http://www.gamefaqs.com/jaguar/586893-iron-soldier"
"Iron Soldier 2","UN","Simulation,Sci-Fi,Mech","Pilot your 42 foot mech robot through 20 new missions against the evil Penta Forces.Dramatically enhanced 3-D graphics create a virtual battlefield with was waged in all 360 degrees. Outfit your Iron Soldier with combinations of 12 weapons systems and begin your fight.With full motion video, driving soundtracks, and realistic SFX in stereo or surround sound, this product will set new standards for your gaming experience.","n/a","n/a","n/a","Eclipse Software","December 1997 ","http://www.gamefaqs.com/jaguar/917839-iron-soldier-2"
"Jaguar","UN","Hardware,Console","Jaguar is a Hardware game, developed and published by Atari,which was released in 1993.","6.3","6.2","n/a","Atari","Nov 15, 1993 ","http://www.gamefaqs.com/jaguar/915842-jaguar"
"Jaguar Hardware ","US","Hardware,Console","Jaguar is a Hardware game, developed and published by Atari,which was released in 1993.","6.3","6.2","n/a","Atari","Nov 15, 1993 ","http://www.gamefaqs.com/jaguar/915842-jaguar"
"Jaguar Hardware ","EU","Hardware,Console","Jaguar is a Hardware game, developed and published by Atari,which was released in 1993.","6.3","6.2","n/a","Atari","Nov 15, 1993 ","http://www.gamefaqs.com/jaguar/915842-jaguar"
"Jaguar","UN","Hardware,Console","Jaguar is a Hardware game, developed and published by Atari,which was released in 1993.","6.3","6.2","n/a","Atari","Nov 15, 1993 ","http://www.gamefaqs.com/jaguar/915842-jaguar"
"Jaguar Hardware ","US","Hardware,Console","Jaguar is a Hardware game, developed and published by Atari,which was released in 1993.","6.3","6.2","n/a","Atari","Nov 15, 1993 ","http://www.gamefaqs.com/jaguar/915842-jaguar"
"Jaguar Hardware ","EU","Hardware,Console","Jaguar is a Hardware game, developed and published by Atari,which was released in 1993.","6.3","6.2","n/a","Atari","Nov 15, 1993 ","http://www.gamefaqs.com/jaguar/915842-jaguar"
"Kasumi Ninja","UN","Action,Fighting,2D","Stop the Evil Ninja Lord Gyaku from opening the Dragon Cloud temple's portal to Hell and unleashing his demon minions upon Kasumi Island and the world. Battle it out in this bloody brawler in 1 Player Story mode or Two Player versus mode as one of the 8 all-time greatest warrior-fighters. Gain fighting skill and master special moves from bout to bout as you journey through the Underground Labyrinth to the Dragon Cloud temple where you'll face your ultimate opponent: the Evil Ninja Lord Gyaku himself!","4.5","4.4","","Atari Games (Midway)","1994 ","http://www.gamefaqs.com/jaguar/586895-kasumi-ninja"
"Missile Command 3D","UN","Action,Shooter,Static","Missile Command 3D is an Action game, developed by Atari Games (Midway) and published by Atari,which was released in Europe in 1995.","8.5","7.0","n/a","Atari Games (Midway)","1995 ","http://www.gamefaqs.com/jaguar/586896-missile-command-3d"
"NBA Jam Tournament Edition","UN","Sports,Traditional,Basketball,Arcade","Your state-of-the-art system demands a state-of-the-art NBA&reg; JAM™ TE™ -- and this is it! Arcade-quality player scaling! Updated player rosters! Want more? We've got all-new secret characters! Monster-jamming stereo music and authentic arcade sound F/X -- including voice calls for individual players!","8.0","8.8","","High Voltage Software","1996 ","http://www.gamefaqs.com/jaguar/586898-nba-jam-tournament-edition"
"Phase Zero","UN","Action,Shooter,First-Person,Modern","Phase Zero is an Action game, developed by Hyper Image and published by Atari,which was cancelled before it was released.","","","","Hyper Image","Canceled ","http://www.gamefaqs.com/jaguar/605335-phase-zero"
"Pinball Fantasies","UN","Miscellaneous,Parlor,Pinball","Turn your Jaguar into the ultimate amusement arcade with Pinball Fantasies - the greatest pinball simulator ever. This classic game offers four scorchingly addictive tables with the most realistic ball movement you'll ever seen in a video game. If you're looking for instant playability, speed and excitement, Pinball Fantasies is the game for you.","8.0","6.8","n/a","21st Century Entertainment","Jun1, 1995 ","http://www.gamefaqs.com/jaguar/586899-pinball-fantasies"
"Pitfall: The Mayan Adventure","UN","Action,Platformer,2D","Pitfall Harry has been captured by the dreaded warrior spirit, Zakelua: Lord of Evil. You, young Harry Jr., must venture into the unknown, armed with only your trusty sling and your father's journal, to attempt his rescue. Keep your eyes peeled for objects that might help you as you sneak through the Mayan jungle.","8.0","7.2","","Activision","Oct1, 1995 ","http://www.gamefaqs.com/jaguar/586900-pitfall-the-mayan-adventure"
"Power Drive Rally","UN","Driving,Racing,Rally / Offroad","Fueled by a nitro-burning, 64-bit graphics engine, PowerDrive Rally delivers the sights, sounds and the chaotic intensity of pure Rally racing. You'll actually see the skid marks and icicles fly as you tear across the Italian countryside. Hear the gears grind and your navigator sneer as you rip through the Arizona desert. Feel the heart palpitations and adrenaline overload as you bury the needle along the dust-choked African plains.","8.0","8.3","n/a","Time Warner Interactive","1995 ","http://www.gamefaqs.com/jaguar/586901-power-drive-rally"
"Protector","UN","Action,Shooter,Scrolling","A swarm of ravenous alien ships has arrived in our solar system, and all-out war has resulted. Fortunately, we were not unprepared, but it will be a long and sordid fight.Meanwhile, the poor inhabitants of the orbiting planetoid known as Haven-7 are left on their own, with only one ship spared for their defense. You must repel the invaders and protect the inhabitants of Haven-7!","8.0","10.0","n/a","Bethesda Softworks","Dec 20, 1999 ","http://www.gamefaqs.com/jaguar/581108-protector"
"Protector Special Edition","UN","Action,Shooter,Scrolling","You are the sole protector of Haven-7! A swarm of ravenous alien ships has arrived in our solar system, and all-out war has resulted. Fortunately, we were not unprepared, but it will be a long and sordid fight. Meanwhile, the poor inhabitants of the orbiting planetoid known as Haven-7 are left on their own, with only one ship spared for their defense. You must repel the invaders and protect the inhabitants of Haven-7!","n/a","8.0","n/a","Songbird Productions","Apr 10, 2002 ","http://www.gamefaqs.com/jaguar/926382-protector-special-edition"
"Raiden","UN","Action,Shooter,Scrolling","Mother Earth has fallen to deranged aliens. Now, as pilot of the Raiden Supersonic Attack Fighter, you must rip through enemy lines and mount a daring counterattack...in Raiden, the ultimate arcade game conversion. Showcasing the Atari Jaguar's 64-bit capabilities, Raiden enhances the vertical-shooter excitement of an all-time arcade favorite with brilliant sounds and exceptional speed and motion.","8.0","7.0","","Imagitec Design, Inc.","1994 ","http://www.gamefaqs.com/jaguar/586902-raiden"
"Rayman","UN","Action,Platformer,2D","This classic, award-winning platformer is the first game in the Rayman series. The original Rayman, a critically -acclaimed platforming adventure, is now available on Nintendo 3DS Known for its groundbreaking animation and music, Rayman is a game that stands the test of time. One fateful day in the Glade of Dreams, the evil Mr. Dark threatens the world and traps the Electoons. It is up to Rayman to free them and defeat the evil forces. Explore six unique worlds and play through more than 70 levels of platforming madness. Face menacing enemies and epic boss battles. The game is fun for all but difficult to defeat.","n/a","8.2","","Ubisoft","Sep8, 1995 ","http://www.gamefaqs.com/jaguar/586903-rayman"
"Ruiner Pinball","UN","Miscellaneous,Parlor,Pinball","Ruiner Pinball is two fantastic games in one! In Ruiner, a double-wide table provides challenging gameplay and real classic arcade feel as you strive to defend your country from a foreign attack and prepare a strike of your own. In Tower, the triple-length table is so eerie you'll think you've descended into Hell. The Sorceress and her wicked minions are after you. Casting three spells will bring the tower crashing down, but can you figure them out before it's too late!","7.0","7.3","","High Voltage Software","1995 ","http://www.gamefaqs.com/jaguar/586904-ruiner-pinball"
"SkyHammer","UN","Action,Shooter,First-Person,Sci-Fi","Early in the 21st century, cyberspace was declared the legal equivalent of hardspace. In 2012, anarchist hackers injected a virus into the computerized world, and chaos erupted on a global scale. Soon citizens were forced to choose the slavery of corporate contract, or the risks of living beyong the law.","9.0","8.0","n/a","Rebellion","2000 ","http://www.gamefaqs.com/jaguar/565763-skyhammer"
"Soccer Kid","UN","Action,Platformer,2D","Double Disaster!! In a collision with an asteroid the trophy is smashed into five pieces and scattered around the globe. Join Soccer Kid in his quest to recover and reassemble the World Cup. His un-ballievable ball skills are put to the test like never before. It's awesome arcade action all the way with a blistering soundtrack to match.","n/a","6.5","n/a","Krisalis Software","Feb7, 2000 ","http://www.gamefaqs.com/jaguar/917840-soccer-kid"
"SpaceWar 2000","UN","Simulation,Sci-Fi,Small Spaceship","SpaceWar 2000 is a Simulation game, published by Atari,which was released in 2001.","8.0","7.0","n/a","Atari","2001 ","http://www.gamefaqs.com/jaguar/565991-spacewar-2000"
"Super Burnout","UN","Driving,Racing,Motorcycle,Street","This game will get your adrenaline pumping and pin you to your seat with its 'G' force. As you lean into the first bend you'll feel like you're really there.","9.0","6.8","","Shen","1995 ","http://www.gamefaqs.com/jaguar/586905-super-burnout"
"Supercross 3D","UN","Driving,Racing,Motorcycle,Motocross","Five...four...three...two...one... Go for it! Jump off the start and go freight training into the first corner with seven other riders. Try to do nac nacs and one handers off the jumps to grab the crowd's attention. If you're up for shooting the curves and hitting the whoops full speed ahead, you could be championship material. Practice hard enough, and you could find yourself leading the pack on the Supercross tournament circuit.","n/a","3.0","n/a","Tiertex Design Studios","December 1995 ","http://www.gamefaqs.com/jaguar/586906-supercross-3d"
"Syndicate","UN","Strategy,Real-Time,Sci-Fi","A rival Syndicate has gained full control of the population via a mind-altering techno-drug known as the CHIP.You are an ambitious executive in the Syndicate, hand picked to lead a team of CHIP-induced Cyborg mercenaries on a quest to infiltrate and seize opposing Syndicate territories. Your mission: Assassinate, pillage, destroy, do whatever it takes to bring down competing Agents... before they unleash their bloody assault on you!","8.0","7.0","","Bullfrog Productions","1995 ","http://www.gamefaqs.com/jaguar/586907-syndicate"
"Tempest 2000","UN","Action,Shooter,Static","Turn out the lights, turn up the volume and prepare for a mind-blowing assault on the senses. Once your neurotransmitters get a taste of the hypnotic rhythms of 100% pure techno-rave, you'll be hooked...Unable to escape the rush of blasting Flippers and Demon Heads as enhanced 3D polygons, screaming particle displays and hyperdelic Melt-O-Vision™ graphics warp you into the ultraviolent 64th Dimension...","9.7","8.2","","Llamasoft","Apr1, 1994 ","http://www.gamefaqs.com/jaguar/586908-tempest-2000"
"Theme Park","UN","Strategy,Tycoon","Now you're ready to design and operate your own amusement park. You choose the location, hire the staff, build and repair the rides, manage the cash flow, even decide how much salt to put on the french fries. But make your decisions wisely...there's nothing like a broken Ferris Wheel to turn your customers into an army of marciless vandals.","9.0","6.9","","Bullfrog Productions","Mar1, 1995 ","http://www.gamefaqs.com/jaguar/586909-theme-park"
"Total Carnage","UN","Action,Shooter,Scrolling","Captain Carnage and Major Mayhem lead your force... all right, actually they are your force. That's right -- two men against an entire army! If you need better odds than that, this isn't your game!Here's your mission: with your one or two man ground force, you must stop a mad dictator bent on destroying the world! Rescure civilians, eliminate key targets, and destroy General Akhboob's bio-nuclear generators, which he's using to create his endless mutant army!On your side: an awesome arsenal of the military's most destructive weaponry and your ability to engage in optional two-player simultaneous combat.One their side: multiple battle zones full of the nastiest mutated enemies and the baddest bosses you'll ever want to see!","n/a","5.0","n/a","Songbird Productions","2005 ","http://www.gamefaqs.com/jaguar/931103-total-carnage"
"Towers II","UN","Role-Playing,First-Person","Become one of four different characters as you are immersed within the strange happenings in the mystical land of Lamini.You must uncover the secrets as you explore Daggan's tower.Many before you have tried, but none have returned.First person perspective, full screen smooth scrolling, talk to others, refer to maps, collect 100's of items, encounter 100's of creatures, experience challenges in combat and spell casting.Hours and hours of entertainment with appropriate save features.","n/a","6.0","n/a","JV Games Inc.","Dec1, 1996 ","http://www.gamefaqs.com/jaguar/586910-towers-ii"
"Towers II: Plight of the Stargazer","US","Role-Playing,First-Person","Become one of four different characters as you are immersed within the strange happenings in the mystical land of Lamini.You must uncover the secrets as you explore Daggan's tower.Many before you have tried, but none have returned.First person perspective, full screen smooth scrolling, talk to others, refer to maps, collect 100's of items, encounter 100's of creatures, experience challenges in combat and spell casting.Hours and hours of entertainment with appropriate save features.","n/a","6.0","n/a","JV Games Inc.","Dec1, 1996 ","http://www.gamefaqs.com/jaguar/586910-towers-ii"
"Towers II","UN","Role-Playing,First-Person","Become one of four different characters as you are immersed within the strange happenings in the mystical land of Lamini.You must uncover the secrets as you explore Daggan's tower.Many before you have tried, but none have returned.First person perspective, full screen smooth scrolling, talk to others, refer to maps, collect 100's of items, encounter 100's of creatures, experience challenges in combat and spell casting.Hours and hours of entertainment with appropriate save features.","n/a","6.0","n/a","JV Games Inc.","Dec1, 1996 ","http://www.gamefaqs.com/jaguar/586910-towers-ii"
"Towers II: Plight of the Stargazer","US","Role-Playing,First-Person","Become one of four different characters as you are immersed within the strange happenings in the mystical land of Lamini.You must uncover the secrets as you explore Daggan's tower.Many before you have tried, but none have returned.First person perspective, full screen smooth scrolling, talk to others, refer to maps, collect 100's of items, encounter 100's of creatures, experience challenges in combat and spell casting.Hours and hours of entertainment with appropriate save features.","n/a","6.0","n/a","JV Games Inc.","Dec1, 1996 ","http://www.gamefaqs.com/jaguar/586910-towers-ii"
"Trevor McFur in the Crescent Galaxy","UN","Action,Shooter,Scrolling","'Attention all Circle Reserve units. The Crescent Galaxy has fallen...' Now it's up to you and your comrade Cutter to return the planet Cosmolite to its citizens. You'll face killer Starbots, deadly Gundinos and savage Cyber Cherubs--the most formidable opponents this side of the universe. Rapid 3D rendering will make your interplanetary struggle as memorable as any Hollywood space adventure.","6.0","5.7","","Atari Games (Midway)","Nov1, 1993 ","http://www.gamefaqs.com/jaguar/586911-trevor-mcfur-in-the-crescent-galaxy"
"Troy Aikman NFL Football","UN","Sports,Traditional,Football,Sim","How would you like to have the best arm in football? You can... all 28 NFL teams. Over 100 real offensive plays and over 50 defensive plays. Battery back-up to save your stats. Design your own plays, team and your own season! Go head-to-head or be the coach. Super smooth animation and life-like stadium sound. Real weather conditions that affect your game play. Troy's a back-to-back Super Bowl champion quarterback. Can you be one?","7.0","5.3","","Telegames, Inc.","Feb1, 1995 ","http://www.gamefaqs.com/jaguar/586912-troy-aikman-nfl-football"
"Ultra Vortek","UN","Action,Fighting,2D","Mankind must prove that it is worthy of the powers of the Ultra Vortek -- the eternal energy source for all life on Earth. Failure to meet this challenge will result in the Earth's destruction. Seven of the planet's mightiest warriors have been chosen to pit strength and cunning against the Guardian for complete control of the Ultra Vortek.","4.3","4.0","","Beyond Games","1995 ","http://www.gamefaqs.com/jaguar/586913-ultra-vortek"
"Val D'Isere Skiing and Snowboarding","UN","Sports,Alternative,Skiing","Cut the slopes on some of the steepest mountainsides in SKIING AND SNOWBOARDING, a wild winter challenge where speed in guaranteed! Train and compete on the breathtaking slopes of France's world-famous Vald-Is&egrave;re Ski Resort. Race against time and friends in slalom, giant slalom and downhill events.Watch out for trees, snowmobiles and sno-cats as you barrel down windswept mountainsides, black ice, and moguls.","7.0","4.8","n/a","Atari Games (Midway)","1994 ","http://www.gamefaqs.com/jaguar/586914-val-disere-skiing-and-snowboarding"
"White Men Can't Jump","UN","Sports,Traditional,Basketball,Arcade","Are you ready for the most hyped up, monster jammin', bruisin' elbows, rebound snatchin', rim stuffin', skying over suckers, down your throat, money making game of street ball you never thought possible? Well, here it is, in your face, and it's time to get it on! Hit the courts with White Men Can't Jump!","1.0","3.4","","High Voltage Software","July 1995 ","http://www.gamefaqs.com/jaguar/586915-white-men-cant-jump"
"Wolfenstein 3D","UN","Action,Shooter,First-Person,Historic","Bring Down The Third Reich! As the legendary William 'B.J.' Blazkowicz, you've been commissioned to rewrite history in a bloody 64-bit war zone filled with enough Nazi scum to keep you trigger-happy for weeks. Annihilate Der Fuerher's elite commando team, assasinate the diabolical Dr. Shabbs, capture the secret war plans, infiltrate Der Fuerher's bunker... and waste anyone and anything that gets in your way!","9.0","7.3","n/a","id Software","1994 ","http://www.gamefaqs.com/jaguar/586916-wolfenstein-3d"
