"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Centipede","US","Action,Shooter,Static","An insidious invasion of multiplying insects (centipedes, jumping spiders, poisonous spiders, and frenzied fleas) pose different perils to the mushroom patch. You must repeatedly blast enraged creepers and stubborn obstacles or lose your enchanted fungus. Remember to listen for the distinctive sounds of the attacking bugs; and watch out for blasted centipede segments, each one grows a new head!","9.0","7.8","n/a","Atari","1983 ","http://www.gamefaqs.com/colecovision/585467-centipede"
"Chess Challenger","US","Miscellaneous,Board Games","Chess Challenger is a Miscellaneous game, published by Coleco,which was cancelled before it was released.","","","","Coleco","Canceled ","http://www.gamefaqs.com/colecovision/585468-chess-challenger"
"Choplifter!","US","Action,Shooter,Scrolling","Man a chopper in the nation's top action adventure. Pockets of international hostages are trapped. All across the world. In the Middle East. In the South Seas. And in a secret base somewhere in a cavern. You man a helicopter rescue team. And your job is to take your helicopter down, rescue the hostages and fly them back to safety. All the while dodging and destroying dangerous enemy fire. An action-packed helicopter game at its best!","n/a","n/a","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585469-choplifter"
"Chuck Norris Superkicks","US","Action,Beat-'Em-Up","Chuck Norris Superkicks is an Action game, developed by VSS and published by Xonox,which was released in 1983.","n/a","8.0","n/a","VSS","1983 ","http://www.gamefaqs.com/colecovision/585470-chuck-norris-superkicks"
"Colecovision","US","Hardware,Console","Colecovision is a Hardware game, developed and published by Coleco,which was released in 1982.","9.0","8.3","n/a","Coleco","August 1982 ","http://www.gamefaqs.com/colecovision/916371-colecovision"
"Colecovision Hardware","US","Hardware,Console","Colecovision is a Hardware game, developed and published by Coleco,which was released in 1982.","9.0","8.3","n/a","Coleco","August 1982 ","http://www.gamefaqs.com/colecovision/916371-colecovision"
"Colecovision","US","Hardware,Console","Colecovision is a Hardware game, developed and published by Coleco,which was released in 1982.","9.0","8.3","n/a","Coleco","August 1982 ","http://www.gamefaqs.com/colecovision/916371-colecovision"
"Colecovision Hardware","US","Hardware,Console","Colecovision is a Hardware game, developed and published by Coleco,which was released in 1982.","9.0","8.3","n/a","Coleco","August 1982 ","http://www.gamefaqs.com/colecovision/916371-colecovision"
"Congo Bongo","US","Action,General","You're on a jungle safari packed full of wild and zany adventures. Climb the cliffs to the top of Monkey Mountain as you try to reach the jungle's most mischievous gorilla. Don't get clobbered by the coconuts he'll throw your way. Watch out for menacing monkeys. Beyond Monkey Mountain you'll come to Lazy Lake where you'll see raging rhinos and hollering hippos. Leap from lily pad to lily pad across the treacherous lake filled with ferocious man-eating fish and other jungle dangers, but be careful... one slip and it's safari heaven!","n/a","8.7","n/a","Sega","1984 ","http://www.gamefaqs.com/colecovision/585471-congo-bongo"
"Cosmic Avenger","US","Action,Shooter,Scrolling","Cosmic Avenger is an Action game, developed by Universal and published by Coleco,which was released in 1982.","7.0","7.2","n/a","Universal","1982 ","http://www.gamefaqs.com/colecovision/585472-cosmic-avenger"
"Cosmic Crisis","US","Action,General","Cosmic Crisis is an Action game, published by Telegames, Inc.,which was released in 1984.","n/a","n/a","n/a","Telegames, Inc.","1984 ","http://www.gamefaqs.com/colecovision/585473-cosmic-crisis"
"Dambusters","US","Action,General","Dambusters is an Action game, published by Coleco,which was released in 1984.","n/a","6.0","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585474-dambusters"
"Dance Fantasy","US","Action,General","Dance Fantasy is an Action game, published by Fisher-Price,which was released in 1984.","n/a","n/a","n/a","Fisher-Price","1984 ","http://www.gamefaqs.com/colecovision/585475-dance-fantasy"
"Decathlon","US","Sports,Olympic Sports","You do it for yourself, your country... and the gold! All of the individual athletic disciplines are yours - speed, strength, stamina and the desire to win. But they will all have to come together as one, because you're about to participate in the most prestigious video sporting event in history: The Activision Decathalon!","n/a","9.0","n/a","Activision","1983 ","http://www.gamefaqs.com/colecovision/585476-decathlon"
"Defender","US","Action,Shooter,Scrolling","You're the Captain of the Spaceship Defender, and your mission is to save the humanoids from alien abduction. Use your radar scanner, smart bombs, and hyperspace power to protect the planet from alien assault. If the aliens successfully abduct the humanoids, the humanoids mutate, joining the alien force. You must act quickly to prevent total destruction of your planet.","8.0","6.8","n/a","Atari","1983 ","http://www.gamefaqs.com/colecovision/585477-defender"
"Destructor","US","Action,General","Destructor is an Action game, published by Coleco,which was released in 1984.","n/a","6.5","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585478-destructor"
"Dino Eggs","US","Action,Platformer,2D","Dino Eggs is an Action game, published by Micro Fun,which was released in 1983.","n/a","n/a","n/a","Micro Fun","1983 ","http://www.gamefaqs.com/colecovision/585479-dino-eggs"
"Donkey Kong","US","Action,Platformer,2D","You are Mario, and that big old gorilla, Donkey Kong, has run off with your girlfriend. It's up to you to struggle up those ladders and balance on those beams to rescue your lady fair. She's held captive at the very top. But Donkey Kong is not ready to give her up so easily. He's tossing barrels and fireballs at you at every turn. It's up to you to outmaneuver that wily ape. Good luck, your lady awaits!","7.3","7.7","n/a","Coleco","1982 ","http://www.gamefaqs.com/colecovision/585480-donkey-kong"
"Donkey Kong Jr","US","Action,Platformer,2D","Mario has gone mad! He's turned the tables on Donkey Kong and locked him in a cage. It's up to you, as Donkey Kong Jr., to rescue your father by stealing Mario's set of keys. But it won't be easy. You'll have to fight off ape-eating Snapjaws, jump onto moving islands and break through a jungle of vines to get to the keys that will free Donkey Kong. Can you handle the action? Because this off-the-wall monkey business will have you going bananas!","n/a","7.5","","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585481-donkey-kong-junior"
"Double Ender: Artillery Duel/Chuck Norris Superkicks","US","Action,General","Double Ender: Artillery Duel/Chuck Norris Superkicks is an Action game, developed and published by Xonox,which was released in 1983.","n/a","n/a","n/a","Xonox","1983 ","http://www.gamefaqs.com/colecovision/942426-double-ender-artillery-duel-chuck-norris"
"Dr. Seuss's Fix-Up the Mix-Up","US","Action,General","Dr. Seuss's Fix-Up the Mix-Up is an Action game, published by Coleco,which was released in 1984.","n/a","n/a","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585482-dr-seusss-fix-up-the-mix-up"
"Dragonfire","US","Action,General","Dragonfire is an Action game, published by Imagic,which was released in 1983.","n/a","5.0","n/a","Imagic","1983 ","http://www.gamefaqs.com/colecovision/585483-dragonfire"
"The Dukes of Hazzard","US","Action,General","The Dukes of Hazzard is an Action game, published by Coleco,which was released in 1984.","n/a","6.7","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585484-the-dukes-of-hazzard"
"Evolution","US","Action,General","Evolution is an Action game, published by Sydney Development,which was released in 1983.","n/a","n/a","n/a","Sydney Development","1983 ","http://www.gamefaqs.com/colecovision/585485-evolution"
"Facemaker","US","Miscellaneous,General","Facemaker is a Miscellaneous game, published by Spinnaker Software,which was released in 1984.","n/a","n/a","n/a","Spinnaker Software","1984 ","http://www.gamefaqs.com/colecovision/585486-facemaker"
"Fathom (1983)","US","Action,General","Fathom (1983) is an Action game, published by Imagic,which was released in 1983.","n/a","5.0","n/a","Imagic","1983 ","http://www.gamefaqs.com/colecovision/585487-fathom-1983"
"Fathom","US","Action,General","Fathom (1983) is an Action game, published by Imagic,which was released in 1983.","n/a","5.0","n/a","Imagic","1983 ","http://www.gamefaqs.com/colecovision/585487-fathom-1983"
"Flipper Slipper","US","Action,General","Flipper Slipper is an Action game, published by Spectravision,which was released in 1983.","n/a","n/a","n/a","Spectravision","1983 ","http://www.gamefaqs.com/colecovision/585488-flipper-slipper"
"Fortune Builder","US","Action,General","Fortune Builder is an Action game, published by Coleco,which was released in 1984.","8.0","6.0","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585489-fortune-builder"
"Fraction Fever","US","Action,General","Fraction Fever is an Action game, published by Spinnaker Software,which was released in 1983.","n/a","n/a","n/a","Spinnaker Software","1983 ","http://www.gamefaqs.com/colecovision/585490-fraction-fever"
"Frantic Freddie","US","Action,General","Frantic Freddie is an Action game, published by Spectravision,which was released in 1983.","n/a","n/a","n/a","Spectravision","1983 ","http://www.gamefaqs.com/colecovision/585491-frantic-freddie"
"Frenzy","US","Action,General","Frenzy is an Action game, developed by Davis, Nussrullah & Associates and published by Coleco,which was released in 1983.","10.0","8.4","n/a","Davis, Nussrullah & Associates","1983 ","http://www.gamefaqs.com/colecovision/585492-frenzy"
"Frogger","US","Action,General","It's tough to be a frog! Life isn't all lazy days and lily pads - it abounds with dangers. In fact, every leap Frogger takes could be his last! Can you help Frogger survive some perils, and hop Frogger home to safety?","n/a","7.7","n/a","James Wickstead Design Associates","1983 ","http://www.gamefaqs.com/colecovision/585493-frogger"
"Frogger II: Threeedeep!","US","Action,General","Look who's resurfaced in an all-new adventure - it's Frogger! Three distinctly different screens take our fearless frog on another homeward-bound journey, but this time it's under water, over water, and through the air! Frogger must swim against strong currents, whisk past whales and hippos, sidestep snapping barracudas, spring from cloud trampolines to high-flying birds, contend with Clyde the Flying Dragon and so much more. So, Frogger lovers, kiss your lily pads good-bye and get set for some fast and frantic fun with FROGGER II: THREEEDEEP!","n/a","6.0","n/a","Parker Bros.","1984 ","http://www.gamefaqs.com/colecovision/585494-frogger-ii-threeedeep"
"Frontline","US","Action,General","Frontline is an Action game, published by Taito Corporation,which was released in 1982.","n/a","7.0","n/a","Taito Corporation","1982 ","http://www.gamefaqs.com/colecovision/585495-frontline"
"Galaxian","US","Action,Shooter,Static","Get ready for arcade adventure! GALAXIAN has all the action and game play of the popular arcade game - including exciting arcade graphics! Blast away at four types of Galaxian dive-bombers, each with their own attack patterns, and advance through nine skill levels.","n/a","6.0","n/a","Atari","1983 ","http://www.gamefaqs.com/colecovision/585496-galaxian"
"Gateway to Apshai","US","Role-Playing,Action RPG","Gateway to Apshai is a Role-Playing game, published by Epyx,which was released in 1984.","n/a","7.0","n/a","Epyx","1984 ","http://www.gamefaqs.com/colecovision/585497-gateway-to-apshai"
"Globe Grabber","US","Action,General","Globe Grabber is an Action game, published by Micro Fun,which was cancelled before it was released.","","","","Micro Fun","Canceled ","http://www.gamefaqs.com/colecovision/585498-globe-grabber"
"Gorf","US","Action,Shooter,Static","GORF is now here for your Colecovision Video Game System! Plays, sounds and scores just like the arcade game. Here's how to play: Astro Battles is your first mission - defend against the Gorfian Robots' bombs. Mission two is Laser Attack - destroy the laser ship and all kamikaze crazies. Space Warp is next - escape the deadly Subquark Torpedoes. Flagship is your ultimate mission - demolish the all-powerful Flagship in a spectacular neutronium explosion!","8.0","7.3","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585499-gorf"
"Gust Buster","US","Action,General","Gust Buster is an Action game, developed by VSS and published by Sunrise Software Inc.,which was released in 1983.","n/a","5.0","n/a","VSS","1983 ","http://www.gamefaqs.com/colecovision/585501-gust-buster"
"Gyruss","US","Action,Shooter,Static","From the far reaches of Neptune, to the safe haven of Earth - battle your way across the universe in this exciting adventure based on the popular arcade game. Suspense builds with every beat of thrilling and dramatic music - perhaps unlike any video game music you've ever heard before! To these compelling strains, you'll fend off unremitting waves of spiraling, swirling alien ships. Piloting your spacecraft in a circular flight pattern, blast these fiendish intruders with your rapid-fire lasers - before they vaporize you. And watch out for killer meteors and deadly satellites along the way!","n/a","6.5","n/a","Parker Bros.","1984 ","http://www.gamefaqs.com/colecovision/585502-gyruss"
"H.E.R.O.","US","Action,General","Desperate miners trapped! Will these tunnels be their tombs? Rod Hero is their last hope! His Prop-pack powers him into the mine shafts--and peril!","n/a","7.8","n/a","Activision","1984 ","http://www.gamefaqs.com/colecovision/585503-hero"
"Head to Head Baseball","US","Action,General","Head to Head Baseball is an Action game, published by Coleco,which was cancelled before it was released.","","","","Coleco","Canceled ","http://www.gamefaqs.com/colecovision/585504-head-to-head-baseball"
"Head to Head Football","US","Action,General","Head to Head Football is an Action game, published by Coleco,which was cancelled before it was released.","","","","Coleco","Canceled ","http://www.gamefaqs.com/colecovision/585505-head-to-head-football"
"The Heist","US","Action,Platformer,2D","The Heist is an Action game, published by Micro Fun,which was released in 1983.","n/a","8.0","n/a","Micro Fun","1983 ","http://www.gamefaqs.com/colecovision/585506-the-heist"
"Horse Racing","US","Sports,Alternative,Horse Racing","Horse Racing is a Sports game, published by Coleco,which was cancelled before it was released.","","","","Coleco","Canceled ","http://www.gamefaqs.com/colecovision/585507-horse-racing"
"Illusions","US","Action,General","Illusions is an Action game, published by Coleco,which was released in 1984.","n/a","5.5","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585508-illusions"
"It's Only Rock n' Roll","US","Action,General","50,000 screaming, clapping fans are shouting your name! Suddenly the dark stage explodes in strobe lights. The success of a superstar - or the daydream of a has-been? Either way, It's Only Rock 'n' Roll! A great new strategy game for your ColecoVision home video game system.","n/a","8.0","n/a","Emag","1984 ","http://www.gamefaqs.com/colecovision/934117-its-only-rock-n-roll"
"James Bond 007","US","Action,General","When it comes to fast-paced action and intrigue, nobody does it better than Bond. James Bond.But you can try when you reenact scenes from four great James Bond movie classics.007's specially designed vehicle will take you on the ride of your life--over land, in the air, and under the sea! Through it all you must avoid obstacles, avert enemies, and accomplish four different missions!","n/a","6.0","n/a","On-Time Software","1984 ","http://www.gamefaqs.com/colecovision/585509-james-bond-007"
"Jukebox","US","Action,General","Jukebox is an Action game, published by Spinnaker Software,which was released in 1984.","n/a","n/a","n/a","Spinnaker Software","1984 ","http://www.gamefaqs.com/colecovision/585510-jukebox"
"Jumpman Junior","US","Action,General","Jumpman Junior is an Action game, developed and published by Epyx,which was released in 1983.","n/a","8.7","n/a","Epyx","1983 ","http://www.gamefaqs.com/colecovision/585511-jumpman-junior"
"Jungle Hunt","US","Action,Platformer,2D","JUNGLE HUNT! Now you can play the arcade hit in your own home. The graphics and gameplay are so realistic, you'll think you're on your own video safari! You'll find yourself hanging by your fingertips from slippery ropes, fighting off tooth crocodiles, and dodging huge bouncing boulders. Hurry up and rescure your sweetie from the hungry cannibals - it's almost dinnertime!","8.0","7.3","n/a","Atari","1983 ","http://www.gamefaqs.com/colecovision/585512-jungle-hunt"
"Ken Uston's Blackjack-Poker","US","Miscellaneous,Parlor,Gambling","Ladies and gentlemen, place your bets! These two games bring home the high-stakes excitement of Las Vegas. In Blackjack, a fresh deck is opened, and 'Max', the dealer distributes the cards for one to four players. Will you 'hit' or 'stand'? Or, maybe you'd like to challenge 'Max' to a showdown at 5-card Stud Poker! Do you hold the winning hand... it's all in the cards!","n/a","n/a","n/a","Coleco","1982 ","http://www.gamefaqs.com/colecovision/585513-ken-uston-blackjack-poker"
"Keystone Kapers","US","Action,General","'FLASH! Harry Hooligan, notorious con-artist, thief and all-around-not-a-nice-person, has escaped! He is now at large and in the vicinity of Southwick's Emporium. At this moment, Hooligan is foiling every attempt to end his felonious freedom.''On the scene is Keystone Kelly, pride of the men in blue. Officer Kelly, what's it like in there?''Oh, 'tis a cryin' shame! Shenanigans like ya wouldn't believe! Dastardly deeds that defy description! That rogue is hurlin' everything in reach! Shopping carts, biplanes, beachballs--everything but cathedral radios. Loot and bust that brute!''Will that double-dyed hoodlum keep Keystone in triple trouble, or will YOU help the greatest gumshoe going catch that no good gahoot??Grab your billyclubs and joysticks! It's curtains now, Hooligan!'","n/a","10.0","n/a","Activision","1984 ","http://www.gamefaqs.com/colecovision/585514-keystone-kapers"
"Lady Bug","US","Action,General","Lady Bug is an Action game, published by Coleco,which was released in 1982.","n/a","7.3","n/a","Coleco","1982 ","http://www.gamefaqs.com/colecovision/585515-lady-bug"
"Learning with Leeper","US","Action,General","Learning with Leeper is an Action game, published by Sierra Entertainment,which was released in 1984.","n/a","n/a","n/a","Sierra Entertainment","1984 ","http://www.gamefaqs.com/colecovision/585516-learning-with-leeper"
"Logic Levels","US","Action,General","Logic Levels is an Action game, published by Fisher-Price,which was released in 1984.","n/a","n/a","n/a","Fisher-Price","1984 ","http://www.gamefaqs.com/colecovision/585517-logic-levels"
"Looping","US","Action,General","Looping is an Action game, published by Coleco,which was released in 1983.","n/a","7.2","n/a","Coleco","1983 ","http://www.gamefaqs.com/colecovision/585518-looping"
"M*A*S*H","US","Action,General","M*A*S*H is an Action game, developed and published by Fox Interactive,which was released in 1983.","n/a","n/a","n/a","Fox Interactive","1983 ","http://www.gamefaqs.com/colecovision/576351-mash"
"Memory Manor","US","Action,General","Memory Manor is an Action game, published by Fisher-Price,which was released in 1984.","n/a","n/a","n/a","Fisher-Price","1984 ","http://www.gamefaqs.com/colecovision/585519-memory-manor"
"Miner 2049er Starring Bounty Bob","US","Action,Platformer,2D","'Bounty Bob' is mining a radioactive mine in the year 2049. Help him 'claim' all of the various stations (multiple screens). Avoid contact with the deadly mutant organisms by running away, or hopping over them. Collect various articles left by previous miners for bonus points.","n/a","8.5","n/a","Big Five Software","1983 ","http://www.gamefaqs.com/colecovision/585520-miner-2049er"
"Monkey Academy","US","Action,General","Monkey Academy is an Action game, published by Coleco,which was released in 1984.","8.0","n/a","n/a","Coleco","1984 ","http://www.gamefaqs.com/colecovision/585521-monkey-academy"
"Montezuma's Revenge","US","Action,Platformer,2D","Once you start this game, you are PANAMA JOE. In various levels of gameplay, you race against perils and time through the multi-room mazes of Emperor Montezuma's death-dealing pyramids. Your goal: to collect a fortune in hidden Aztec loot, rack up points - and stay alive! So grab a torch and enter the first pyramid. But keep your eyes and ears open... or you could be the next victim of MONTEZUMA'S REVENGE!","n/a","9.0","n/a","Parker Bros","1984 ","http://www.gamefaqs.com/colecovision/585522-montezumas-revenge"
"Moonsweeper","US","Action,General","Moonsweeper is an Action game, published by Imagic,which was released in 1983.","n/a","7.3","n/a","Imagic","1983 ","http://www.gamefaqs.com/colecovision/585523-moonsweeper"
"Motocross Racer","US","Driving,Racing,Arcade","Bone-jarring off-road motorcycle racing in three events. You first must qualify in the Desert Scramble where you race across the desert avoiding the prickly cactus, desert creatures, rocks, etc., in a race of speed and time. Hit an object and your dirt bike slows down. Hit too many and you won't qualify for the next race. The Hill Climb is a torturous race up a switchback mountain full of obstacles. Speed is important but control is vital or you'll be out of the race. Qualify with a fast time and you're in the Beach Sprint against other qualifiers in an all-out dash for the championship.","n/a","n/a","n/a","VSS","1983 ","http://www.gamefaqs.com/colecovision/585524-motocross-racer"
"Mountain King","US","Action,General","Deep in the heart of a mysterious mountain lies a rare-golden crown enshrined within an ancient Temple. Guarded by the ominous Skull Spirit, only those who possess the power of the Flame Spirit may gain entrance.To release the elusive Flame Spirit, pluck 1,000 diamonds from the cavern walls as you descend deeper and deeper into the abyss. Its eerie music and ghostly flashes lure you. Grab it and race to the Temple! At last--you're inside! Seize the crown and speed to the mountaintop before the rampaging Cave Bats steal back your treasure!Simple, right? Wait. Cave Bats can also steal back the Flame Spirit. And lurking within the depths of the mountain is a Giant Sprider waiting to trap you in its web.Armed with only a flashlight and a thirst for adventure, you'll need nerves of granite to become Mountain King. C'mon--you're going down under!","n/a","6.0","n/a","VSS","1984 ","http://www.gamefaqs.com/colecovision/585525-mountain-king"
"Mouse Trap","US","Action,General","You control a crafty mouse, weaving his way through a tricky maze of doors and corridors, munching on cheese bits as he goes. Hungry cats pursue him every step of the way, making his journey very hazardous. By eating dog bones, he can temporarily turn himself into a dog and chase the cats to score extra points. The mouse can open and close doors to change the maze and confuse his pursuers. There are lots of strategic moves to make. Will your mouse make it through the maze... or be a snack for the cats?","8.0","7.7","n/a","Coleco","1982 ","http://www.gamefaqs.com/colecovision/585526-mouse-trap"
"Mouse Trap","US","Action,General","You control a crafty mouse, weaving his way through a tricky maze of doors and corridors, munching on cheese bits as he goes. Hungry cats pursue him every step of the way, making his journey very hazardous. By eating dog bones, he can temporarily turn himself into a dog and chase the cats to score extra points. The mouse can open and close doors to change the maze and confuse his pursuers. There are lots of strategic moves to make. Will your mouse make it through the maze... or be a snack for the cats?","8.0","7.7","n/a","Coleco","1982 ","http://www.gamefaqs.com/colecovision/585526-mouse-trap"
"Mr. Do!","US","Action,General","You need strategy and fast moves to help MR. DO! harvest the fruit from his orchards and avoid getting caught by the evil Badguys or Alphamonster! Throw your Power Ball to knock them out, or drop apples on them. Pick all the cherries or eliminate the Badguys and you can go on to the next orchard, where the Badguys are faster and meaner!","n/a","6.9","n/a","Universal","1983 ","http://www.gamefaqs.com/colecovision/585527-mr-do"
"Mr. Do!'s Castle","US","Action,General","MR. DO! is in a bit of a bind - again! This time, a pack of pesky unicorns is trampling the bricked hallways of his castle. Help MR. DO! rid his dwelling of these crafty, quick-changing (and deadly!) creatures with the skillful swing of a hammer. Sometimes a quick clobber to the head will do it. Or maybe a well-chosen brick knocked out from above. If you can't stop these critters, then break a hole in the floor to slow 'em down. It's up to you to know when to fight - or when to flee!","n/a","10.0","n/a","Parker Bros","1984 ","http://www.gamefaqs.com/colecovision/585528-mr-dos-castle"
"Mr. Turtle","US","Action,General","Mr. Turtle is an Action game, published by Coleco,which was cancelled before it was released.","","","","Coleco","Canceled ","http://www.gamefaqs.com/colecovision/585529-mr-turtle"
"Nova Blast","US","Action,General","Nova Blast is an Action game, published by Imagic,which was released in 1983.","n/a","8.0","n/a","Imagic","1983 ","http://www.gamefaqs.com/colecovision/585530-nova-blast"
"Oil's Well","US","Action,General","Have the time of your life mining black gold in your very own full color oil field. Drill to the tune of a jazzy original soundtrack, and many exciting sound effects. Thrill to eight levels of arcade action, dodging dozens of land mines and underground critters. It's fast, it's furious, it's more fun than a barrel of petroleum jelly!","10.0","9.0","n/a","Sierra Entertainment","1984 ","http://www.gamefaqs.com/colecovision/585531-oils-well"
