"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Legendary Axe II","US","Action,General","Legendary Axe II is an Action game, developed and published by Victor Interactive Software,which was released in Japan in 1990.","8.0","7.3","","Victor Interactive Software","1990 ","http://www.gamefaqs.com/tg16/589018-legendary-axe-ii"
"Ankoku Densetsu","JP","Action,General","Legendary Axe II is an Action game, developed and published by Victor Interactive Software,which was released in Japan in 1990.","8.0","7.3","","Victor Interactive Software","1990 ","http://www.gamefaqs.com/tg16/589018-legendary-axe-ii"
"The Legendary Axe","US","Action,General","You are Gogan, a muscular powerhouse with enough guts to enter the Pits of Madness. Your mission: rescue the beautiful red-haired Flare. You are strong, but you also have Sting, a sacred axe to help you battle strange creatures and Jagu's savage cult - through mountain, jungle and cave. Increase Sting's power, unlock hidden levels, win extra lives and rescue Flare. If you don't, who will?","9.3","7.4","","Victor Interactive Software","1989 ","http://www.gamefaqs.com/tg16/589017-the-legendary-axe"
"Makyou Densetsu","JP","Action,General","You are Gogan, a muscular powerhouse with enough guts to enter the Pits of Madness. Your mission: rescue the beautiful red-haired Flare. You are strong, but you also have Sting, a sacred axe to help you battle strange creatures and Jagu's savage cult - through mountain, jungle and cave. Increase Sting's power, unlock hidden levels, win extra lives and rescue Flare. If you don't, who will?","9.3","7.4","","Victor Interactive Software","1989 ","http://www.gamefaqs.com/tg16/589017-the-legendary-axe"
"Liquid Kids","US","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Mizubaku Daibouken","JP","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Mizubaku Daibouken: Liquid Kids","JP","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Lode Runner","US","Miscellaneous,Puzzle,Action","Lode Runner is a Miscellaneous game, published by Pack-In-Video,which was released in Japan in 1990.","n/a","6.0","n/a","Pack-In-Video","Jul 27, 1990 ","http://www.gamefaqs.com/tg16/589020-lode-runner"
"Lode Runner: Ushina Wareta Meikyuu","JP","Miscellaneous,Puzzle,Action","Lode Runner is a Miscellaneous game, published by Pack-In-Video,which was released in Japan in 1990.","n/a","6.0","n/a","Pack-In-Video","Jul 27, 1990 ","http://www.gamefaqs.com/tg16/589020-lode-runner"
"Lode Runner","US","Miscellaneous,Puzzle,Action","Lode Runner is a Miscellaneous game, published by Pack-In-Video,which was released in Japan in 1990.","n/a","6.0","n/a","Pack-In-Video","Jul 27, 1990 ","http://www.gamefaqs.com/tg16/589020-lode-runner"
"Lode Runner: Ushina Wareta Meikyuu","JP","Miscellaneous,Puzzle,Action","Lode Runner is a Miscellaneous game, published by Pack-In-Video,which was released in Japan in 1990.","n/a","6.0","n/a","Pack-In-Video","Jul 27, 1990 ","http://www.gamefaqs.com/tg16/589020-lode-runner"
"Madouou Granzort","US","Action,General","Madouou Granzort is an Action game, developed by Mutech and published by Hudson,which was released in Japan in 1990.","9.0","8.0","n/a","Mutech","Apr6, 1990 ","http://www.gamefaqs.com/tg16/579608-madouou-granzort"
"Magical Chase","US","Action,Shooter,Scrolling","Magical Chase is an Action game, developed by Quest and published by PalSoft,which was released in Japan in 1991.","n/a","8.1","n/a","Quest","1993 ","http://www.gamefaqs.com/tg16/589022-magical-chase"
"Mahjong Gakuen Toumasou Shirou Toujou","US","Miscellaneous,Board Games","Mahjong Gakuen Toumasou Shirou Toujou is a Miscellaneous game, developed by Sankindo and published by Face,which was released in Japan in 1989.","n/a","n/a","n/a","Sankindo","Nov 24, 1989 ","http://www.gamefaqs.com/tg16/589025-mahjong-gakuen-toumasou-shirou-toujou"
"Mahjong Gakuen Toumasou Shirou Toujou Mild","US","Miscellaneous,Board Games","Mahjong Gakuen Toumasou Shirou Toujou Mild is a Miscellaneous game, developed by Sankindo and published by Face,which was released in Japan in 1990.","n/a","n/a","n/a","Sankindo","Jun 29, 1990 ","http://www.gamefaqs.com/tg16/579638-mahjong-gakuen-toumasou-shirou-toujou-mild"
"Mahjong Goku Special","US","Miscellaneous,Board Games","Mahjong Goku Special is a Miscellaneous game, published by SunSoft,which was released in Japan in 1990.","n/a","n/a","n/a","SunSoft","Aug 10, 1990 ","http://www.gamefaqs.com/tg16/589024-mahjong-goku-special"
"Mahjong Haouden: Kaiser's Quest","US","Miscellaneous,Board Games","Mahjong Haouden: Kaiser's Quest is a Miscellaneous game, published by UPL,which was released in Japan in 1992.","n/a","7.0","n/a","UPL","Feb 28, 1992 ","http://www.gamefaqs.com/tg16/589001-mahjong-haouden-kaisers-quest"
"Mahjong Shikaku Retsuden: Mahjong Wars","US","Miscellaneous,Board Games","Mahjong Shikaku Retsuden: Mahjong Wars is a Miscellaneous game, published by Nihon Bussan,which was released in Japan in 1990.","n/a","n/a","n/a","Nihon Bussan","Feb1, 1990 ","http://www.gamefaqs.com/tg16/589026-mahjong-shikaku-retsuden-mahjong-wars"
"Maison Ikkoku","US","Adventure,General","Maison Ikkoku is an Adventure game, published by Micro Cabin,which was released in Japan in 1989.","n/a","6.8","n/a","Micro Cabin","Aug4, 1989 ","http://www.gamefaqs.com/tg16/589029-maison-ikkoku"
"Keith Courage in Alpha Zones","US","Action,Platformer,2D","Keith Courage in Alpha Zones is an Action game, developed and published by Hudson,which was released in Japan in 1988.","4.0","6.2","","Hudson","1989 ","http://www.gamefaqs.com/tg16/589003-keith-courage-in-alpha-zones"
"Majin Eiyuuden Wataru","JP","Action,Platformer,2D","Keith Courage in Alpha Zones is an Action game, developed and published by Hudson,which was released in Japan in 1988.","4.0","6.2","","Hudson","1989 ","http://www.gamefaqs.com/tg16/589003-keith-courage-in-alpha-zones"
"Makai Hakkenden Shada","US","Role-Playing,Action RPG","Makai Hakkenden Shada is a Role-Playing game, published by Data East,which was released in Japan in 1989.","6.0","5.5","n/a","Data East","Apr1, 1989 ","http://www.gamefaqs.com/tg16/589099-makai-hakkenden-shada"
"Makai Prince Dorabocchan","US","Action,Platformer,2D","Makai Prince Dorabocchan is an Action game, published by Naxat Soft,which was released in Japan in 1990.","n/a","6.5","n/a","Naxat Soft","Dec 21, 1990 ","http://www.gamefaqs.com/tg16/579915-makai-prince-dorabocchan"
"The Legendary Axe","US","Action,General","You are Gogan, a muscular powerhouse with enough guts to enter the Pits of Madness. Your mission: rescue the beautiful red-haired Flare. You are strong, but you also have Sting, a sacred axe to help you battle strange creatures and Jagu's savage cult - through mountain, jungle and cave. Increase Sting's power, unlock hidden levels, win extra lives and rescue Flare. If you don't, who will?","9.3","7.4","","Victor Interactive Software","1989 ","http://www.gamefaqs.com/tg16/589017-the-legendary-axe"
"Makyou Densetsu","JP","Action,General","You are Gogan, a muscular powerhouse with enough guts to enter the Pits of Madness. Your mission: rescue the beautiful red-haired Flare. You are strong, but you also have Sting, a sacred axe to help you battle strange creatures and Jagu's savage cult - through mountain, jungle and cave. Increase Sting's power, unlock hidden levels, win extra lives and rescue Flare. If you don't, who will?","9.3","7.4","","Victor Interactive Software","1989 ","http://www.gamefaqs.com/tg16/589017-the-legendary-axe"
"Maniac Pro Wrestling","US","Action,Fighting,Wrestling","Maniac Pro Wrestling is an Action game, published by Hudson,which was released in Japan in 1990.","n/a","n/a","n/a","Hudson","May 25, 1990 ","http://www.gamefaqs.com/tg16/589027-maniac-pro-wrestling"
"Maniac Pro-Wrestling: Ashita e no Tatakai","JP","Action,Fighting,Wrestling","Maniac Pro Wrestling is an Action game, published by Hudson,which was released in Japan in 1990.","n/a","n/a","n/a","Hudson","May 25, 1990 ","http://www.gamefaqs.com/tg16/589027-maniac-pro-wrestling"
"Maniac Pro Wrestling","US","Action,Fighting,Wrestling","Maniac Pro Wrestling is an Action game, published by Hudson,which was released in Japan in 1990.","n/a","n/a","n/a","Hudson","May 25, 1990 ","http://www.gamefaqs.com/tg16/589027-maniac-pro-wrestling"
"Maniac Pro-Wrestling: Ashita e no Tatakai","JP","Action,Fighting,Wrestling","Maniac Pro Wrestling is an Action game, published by Hudson,which was released in Japan in 1990.","n/a","n/a","n/a","Hudson","May 25, 1990 ","http://www.gamefaqs.com/tg16/589027-maniac-pro-wrestling"
"Marchen Maze","US","Action,General","Marchen Maze is an Action game, published by Namco,which was released in Japan in 1990.","n/a","8.2","n/a","Namco","Dec 11, 1990 ","http://www.gamefaqs.com/tg16/589040-marchen-maze"
"Somer Assault","US","Action,General","Somer Assault is an Action game, developed and published by ATLUS,which was released in Japan in 1991.","7.0","7.1","n/a","ATLUS","1992 ","http://www.gamefaqs.com/tg16/589111-somer-assault"
"Mesopotamia","JP","Action,General","Somer Assault is an Action game, developed and published by ATLUS,which was released in Japan in 1991.","7.0","7.1","n/a","ATLUS","1992 ","http://www.gamefaqs.com/tg16/589111-somer-assault"
"Metal Stoker","US","Action,Shooter,Scrolling","Metal Stoker is an Action game, developed by Sankindo and published by Face,which was released in Japan in 1991.","n/a","7.0","n/a","Sankindo","Jul 12, 1991 ","http://www.gamefaqs.com/tg16/589028-metal-stoker"
"Military Madness","US","Strategy,Turn-Based,Sci-Fi","You're on the moon. Just beyond the next crater are the axis forces. You're outgunned and outmanned - but maybe not outsmarted. Show us why you've got those stripes, commander! Nothing but strategic brilliance will win this race to finish the enemy before they launch their S.A.M. missile at Earth. Deploy men and machines, then watch the battle take place before your very eyes. High stakes, heavy action, all-out madness. MILITARY MADNESS!","9.8","7.5","","Hudson","1989 ","http://www.gamefaqs.com/tg16/589030-military-madness"
"Nectaris","JP","Strategy,Turn-Based,Sci-Fi","You're on the moon. Just beyond the next crater are the axis forces. You're outgunned and outmanned - but maybe not outsmarted. Show us why you've got those stripes, commander! Nothing but strategic brilliance will win this race to finish the enemy before they launch their S.A.M. missile at Earth. Deploy men and machines, then watch the battle take place before your very eyes. High stakes, heavy action, all-out madness. MILITARY MADNESS!","9.8","7.5","","Hudson","1989 ","http://www.gamefaqs.com/tg16/589030-military-madness"
"Liquid Kids","US","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Mizubaku Daibouken","JP","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Mizubaku Daibouken: Liquid Kids","JP","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Liquid Kids","US","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Mizubaku Daibouken","JP","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Mizubaku Daibouken: Liquid Kids","JP","Action,Platformer,2D","Liquid Kids is an Action game, published by Taito Corporation,which was released in Japan in 1992.","n/a","7.2","n/a","Taito Corporation","Jan 17, 1992 ","http://www.gamefaqs.com/tg16/589019-liquid-kids"
"Momotarou Densetsu Gaiden 1: Dai 1 Shuu","US","Role-Playing,General","Momotarou Densetsu Gaiden 1: Dai 1 Shuu is a Role-Playing game, published by Hudson,which was released in Japan in 1992.","n/a","n/a","n/a","Hudson","Dec4, 1992 ","http://www.gamefaqs.com/tg16/589031-momotarou-densetsu-gaiden-1-dai-1-shuu"
"Momotarou Densetsu II","US","Role-Playing,General","Momotarou Densetsu II is a Role-Playing game, developed and published by Hudson,which was released in Japan in 1990.","n/a","8.0","n/a","Hudson","Dec 22, 1990 ","http://www.gamefaqs.com/tg16/589032-momotarou-densetsu-ii"
"Momotarou Densetsu Turbo","US","Role-Playing,General","Momotarou Densetsu Turbo is a Role-Playing game, published by Hudson,which was released in Japan in 1990.","n/a","n/a","n/a","Hudson","Jul 20, 1990 ","http://www.gamefaqs.com/tg16/589033-momotarou-densetsu-turbo"
"Momotarou Katsugeki","US","Action,General","Momotarou Katsugeki is an Action game, published by Hudson,which was released in Japan in 1990.","n/a","7.3","n/a","Hudson","Sep 21, 1990 ","http://www.gamefaqs.com/tg16/589034-momotarou-katsugeki"
"Monster Pro Wrestling","US","Action,Fighting,Wrestling","Monster Pro Wrestling is an Action game, developed by Lenar and published by ASK,which was released in Japan in 1991.","n/a","n/a","n/a","Lenar","Nov 22, 1991 ","http://www.gamefaqs.com/tg16/589035-monster-pro-wrestling"
"Morita Shogi PC","US","Miscellaneous,Board Games","Morita Shogi PC is a Miscellaneous game, developed by Random House and published by NEC Interchannel,which was released in Japan in 1991.","n/a","n/a","n/a","Random House","Sep 27, 1991 ","http://www.gamefaqs.com/tg16/589036-morita-shogi-pc"
"Moto Roader","US","Driving,Racing,Arcade","Moto Roader is a Driving game, developed by NCS and published by NEC Interchannel,which was released in Japan in 1989.","8.3","5.2","","NCS","1989 ","http://www.gamefaqs.com/tg16/589037-moto-roader"
"Moto Roader II","US","Driving,Racing,Arcade","Moto Roader II is a Driving game, published by NCS,which was released in Japan in 1991.","n/a","n/a","n/a","NCS","Mar 29, 1991 ","http://www.gamefaqs.com/tg16/589038-moto-roader-ii"
"Mr. Heli","US","Action,Shooter,Scrolling","It is your mission, 'Mr. Heli' our hero, to unmask 'The Muddy' who is hiding deep underground and rescue the planet. Clear all the zones including floating green islands, moving rock beds, mysterious underground temples, and much more! The exhilarating air battle and stunning graphics capture the true character of the arcade machine. Play sharp, steer right, keep up with the fight!","n/a","7.4","n/a","Irem","Dec1, 1989 ","http://www.gamefaqs.com/tg16/589039-mr-heli"
"Mr. Heli no Daibouken","JP","Action,Shooter,Scrolling","It is your mission, 'Mr. Heli' our hero, to unmask 'The Muddy' who is hiding deep underground and rescue the planet. Clear all the zones including floating green islands, moving rock beds, mysterious underground temples, and much more! The exhilarating air battle and stunning graphics capture the true character of the arcade machine. Play sharp, steer right, keep up with the fight!","n/a","7.4","n/a","Irem","Dec1, 1989 ","http://www.gamefaqs.com/tg16/589039-mr-heli"
"Mr. Heli","US","Action,Shooter,Scrolling","It is your mission, 'Mr. Heli' our hero, to unmask 'The Muddy' who is hiding deep underground and rescue the planet. Clear all the zones including floating green islands, moving rock beds, mysterious underground temples, and much more! The exhilarating air battle and stunning graphics capture the true character of the arcade machine. Play sharp, steer right, keep up with the fight!","n/a","7.4","n/a","Irem","Dec1, 1989 ","http://www.gamefaqs.com/tg16/589039-mr-heli"
