"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"Ajax","Action,Shooter,Scrolling","Ajax is an Action game, developed and published by Konami,which was released in 1987.","10.0","7.8","n/a","Konami","1987 ","http://www.gamefaqs.com/arcade/565459-ajax"
"Albegas","Action,Shooter,Scrolling","Albegas is an Action game, published by Sega,which was released in 1985.","n/a","n/a","n/a","Sega","1985 ","http://www.gamefaqs.com/arcade/566439-albegas"
"Alcon","Action,General","Alcon is an Action game, developed by Toaplan and published by Taito Corporation,which was released in 1986.","n/a","9.0","n/a","Toaplan","1986 ","http://www.gamefaqs.com/arcade/584094-alcon"
"Legendary Wings","Action,Shooter,Scrolling","20,000 years in the future, mankind has built a giant supercomputer named DARK to rule the planet. For hundreds of years, DARK has governed with wisdom and justice. But now the unthinkable has happened: DARK is malfunctioning, and humanity is writhing in the grasp of a ruthless tyrant. DARK has built a fleet of robot warships to patrol the skies, and has created an army of mutant monsters to guard the underground bases from which he now terrorizes mankind. Lulled by hundreds of years of peace, the people of earth are defensless against the minions of DARK. But two brave young men, following an ancient legend of Greek mythology, have devised mechanical wings to bear them aloft in search of DARK's hidden fortress. Armed with the last remaining guns and missiles from a crumbling arsenal, you must fly them across the continents and oceans to seek out and destroy the cruel colossus! If you fail, mankind is lost. Take wing, Legendary Soldiers!","n/a","5.5","n/a","Capcom","1986 ","http://www.gamefaqs.com/arcade/563992-legendary-wings"
"Alex Kidd: The Lost Stars","Action,Platformer,2D","The stars have been taken from the skies of the planet Aries! Only one of royal blood can get them back... and that's Alex Kidd! Join him in a journey beyond space, time and imagination to return the stars of Aries to the constellation.","n/a","6.5","n/a","Sega","1986 ","http://www.gamefaqs.com/arcade/566440-alex-kidd-the-lost-stars"
"Ali Baba and 40 Thieves","Action,General","Ali Baba and 40 Thieves is an Action game, published by Sega,which was released in 1982.","n/a","n/a","n/a","Sega","1982 ","http://www.gamefaqs.com/arcade/575675-ali-baba-and-40-thieves"
"Marchen Maze","Action,General","Marchen Maze is an Action game, developed by NH System and published by Namco,which was released in Japan in 1988.","n/a","n/a","n/a","NH System","Canceled ","http://www.gamefaqs.com/arcade/584212-marchen-maze"
"Alien 3: The Gun","Action,Shooter,Light Gun","Alien 3: The Gun is an Action game, published by Sega,which was released in 1993.","5.0","7.4","n/a","Sega","1993 ","http://www.gamefaqs.com/arcade/566441-alien-3-the-gun"
"Alien Arena","Action,General","Alien Arena is an Action game, published by Duncan Brown Software,which was released in 1985.","n/a","5.0","n/a","Duncan Brown Software","1985 ","http://www.gamefaqs.com/arcade/583906-alien-arena"
"Alien Challenge","Action,Fighting,2D","Alien Challenge is an Action game, developed and published by IGS,which was released in 1995.","n/a","5.0","n/a","IGS","1995 ","http://www.gamefaqs.com/arcade/604161-alien-challenge"
"Alien Crush","Miscellaneous,Parlor,Pinball","Imagine a living pinball machine...with aliens and outlandish worlds to throw at you. And turbo-charged, speed-of-light pinball action. You control the flippers and ball speed to defeat the Slime, the Tentacloid and Scorpion. Go for the eyes! This is full-tilt, out-of-this-world action! Surrealistic graphics plus true-to-life, earsplitting arcade pinball sound.","n/a","5.5","n/a","NEC Interchannel","1988 ","http://www.gamefaqs.com/arcade/566442-alien-crush"
"Alien Invader","Action,Shooter,Scrolling","Alien Invader is an Action game, published by Universal,which was released in 1979.","n/a","5.0","n/a","Universal","1979 ","http://www.gamefaqs.com/arcade/566443-alien-invader"
"Space Invaders","Action,Shooter,Static","Attention all Earthlings! Relentless alien hordes have been identified near you. Prevent the dangerous Space Invaders from landing on your territory. Use your cannon to defend against waves of descending alien invaders. Don't let them hit the ground or it's all over for you and the Earth! Destroy them and score points!","7.7","7.1","n/a","Pacific Kougyou","1979 ","http://www.gamefaqs.com/arcade/564031-space-invaders"
"Alien Sniper","Action,General","Alien Sniper is an Action game, developed and published by Namco,which was released in Japan in 2002.","n/a","n/a","n/a","Namco","2002 ","http://www.gamefaqs.com/arcade/610366-alien-sniper"
"Alien Storm","Action,Beat-'Em-Up","Shape-changing alien scum take over your city. Fry the slimy horrors and smash their bid for global conquest. Blast into action with ray guns, flame throwers, power-whips, and more! But watch your step! Harmless objects might transform into vicious aliens. A trash can erupts with spiked tentacles that slash at the helpless! Only quick reflexes and precision weaponry can keep you off the aliens' menu.","8.5","7.5","n/a","Sega","1990 ","http://www.gamefaqs.com/arcade/563935-alien-storm"
"Alien Syndrome","Action,General","The extra-terrestrials in this game are anything but friendly. They're slimy monsters that are holding space colonists captive aboard seven alien starships. This super action game challenges you to free the helpless hostages. Search each ship's deadly levels, using flamethrowers and laser cannons to vaporize alien scum. Look for maps to help you find your way. After you've saved all the captives from one ship, you must destroy its powerful leader before you can move on to the next ship. Remember, to the aliens, you're slime. And they want you good... and dead!","7.0","5.7","n/a","Sega","1986 ","http://www.gamefaqs.com/arcade/584025-alien-syndrome"
"Alien vs. Predator","Action,Beat-'Em-Up","Choose your weapon and brawl with the notorious warriors of the big screen! Commission the Colonial Marine and use your weapons and your wits to destroy the base--and survive. Be an Alien and use your voracious instincts to defend the hive and rescure your Queen. Or play a Predator and use your grisly arsenal to acquire the ultimate trophy...the skull of the Alien Queen.","9.0","8.2","n/a","Capcom","May 20, 1994 ","http://www.gamefaqs.com/arcade/583716-alien-vs-predator"
"Aliens","Action,General","Aliens is an Action game, developed and published by Konami,which was released in 1990.","8.0","6.9","n/a","Konami","1990 ","http://www.gamefaqs.com/arcade/583941-aliens"
"Aliens: Extermination","Action,Shooter,Light Gun","It's been years since the Colonial Marines left planet LV-426 and the Alien population behind. It's time to go back to finish off the Alien race . . . and more! The world seems familiar, but the scenario is not. Since the Marines' last visit, the Weyland-Yutani Corporation has reprogrammed an army of synthetic humans to stop anything from getting in the way of the development of their deadly Bio Weapons. It's not as simple as just killing the Alien Queen any more...","n/a","6.4","n/a","Play Mechanix","2006 ","http://www.gamefaqs.com/arcade/932334-aliens-extermination"
"All American Football","Sports,Traditional,Football,Sim","All American Football is a Sports game, published by Leland Corporation,which was released in 1989.","n/a","4.0","n/a","Leland Corporation","1989 ","http://www.gamefaqs.com/arcade/566444-all-american-football"
"All-Japan Pro Wrestling featuring Virtua","Action,Fighting,Wrestling","All-Japan Pro Wrestling featuring Virtua is an Action game, developed by Scarab and published by Sega,which was released in Japan in 1997.","9.0","8.3","n/a","Scarab","1997 ","http://www.gamefaqs.com/arcade/577775-all-japan-pro-wrestling-featuring-virtua"
"Alley Master","Sports,Alternative,Bowling","Alley Master is a Sports game, published by Cinematronics,which was released in 1988.","n/a","2.0","n/a","Cinematronics","1988 ","http://www.gamefaqs.com/arcade/566445-alley-master"
"Alley Rally","Driving,Racing,Arcade","Alley Rally is a Driving game, published by Exidy,which was released in 1975.","n/a","n/a","n/a","Exidy","1975 ","http://www.gamefaqs.com/arcade/566447-alley-rally"
"Alligator Hunt","Action,Shooter,Scrolling","Alligator Hunt is an Action game, published by Gaelco SA,which was released in 1994.","n/a","6.7","n/a","Gaelco SA","1994 ","http://www.gamefaqs.com/arcade/566448-alligator-hunt"
"Almond Pinky","Miscellaneous,Board Games","Almond Pinky is a Miscellaneous game, developed and published by Dynax,which was released in Japan in 1988.","n/a","n/a","n/a","Dynax","1988 ","http://www.gamefaqs.com/arcade/567392-almond-pinky"
"Alpha Mission","Action,Shooter,Scrolling","Defend your home planet against the Seven Stars Alliance! In the galaxy of Tetranova, a firece war between seven stars has laid waste to their planets. Having destroyed eachother's homes, the seven stars have formed an alliance to seek a new home, where they can rebuild and regain their strength to go to war once again. You must pilot the fighter ship SYD against the deadly fleet of the Seven Stars Alliance. The fate of Earth rests in your hands!","n/a","6.0","n/a","SNK","1985 ","http://www.gamefaqs.com/arcade/584063-alpha-mission"
"Alpha Mission II","Action,Shooter,Scrolling","The lunar nightmare of a bloody 200-year space war was thought to be over in the &quot;original&quot; ALPHA MISSION. But now with the advent of more technically sophisticated weapons, the evil &quot;Fulvar&quot; and his &quot;Seven Star Alliance&quot; have returned to destroy all planets that stand in their way of the ultimate target... Earth! Now in the year of 2525! Your mission as pilot of the new SYD-FX fighter is to use every weapon at your disposal to rid the galaxy once and for all of the evil that now dominates and threatens Earth. So suit up, hold your breath, and stand ready for unbelievable graphics and stereo sound that'll suck you into the far reaches of deep, dark inner space. Be prepared... you may never come back!","n/a","4.7","n/a","SNK","Mar 25, 1991 ","http://www.gamefaqs.com/arcade/575816-alpha-mission-ii"
"Adventures of Major Havoc","Action,General","Adventures of Major Havoc is an Action game, developed and published by Atari,which was released in 1983.","n/a","n/a","n/a","Atari","1983 ","http://www.gamefaqs.com/arcade/583786-adventures-of-major-havoc"
"Alpine Racer","Sports,Alternative,Skiing","Alpine Racer is a Sports game, developed and published by Namco,which was released in 1995.","8.0","6.1","n/a","Namco","1995 ","http://www.gamefaqs.com/arcade/583660-alpine-racer"
"Alpine Racer 2","Sports,Alternative,Skiing","Alpine Racer 2 is a Sports game, developed and published by Namco,which was released in 1996.","n/a","5.8","n/a","Namco","1996 ","http://www.gamefaqs.com/arcade/563196-alpine-racer-2"
"Alpine Racer 3","Sports,Alternative,Skiing","Alpine Racer 3 is a Sports game, developed and published by Namco,which was released in 2002.","n/a","5.0","n/a","Namco","2002 ","http://www.gamefaqs.com/arcade/935865-alpine-racer-3"
"Alpine Ski","Sports,Alternative,Skiing","Alpine Ski is a Sports game, developed by Pacific Kougyou and published by Taito Corporation,which was released in 1982.","10.0","5.6","n/a","Pacific Kougyou","1982 ","http://www.gamefaqs.com/arcade/584095-alpine-ski"
"Alpine Surfer","Sports,Alternative,Snowboarding","Alpine Surfer is a Sports game, developed and published by Namco,which was released in 1996.","n/a","5.0","n/a","Namco","1996 ","http://www.gamefaqs.com/arcade/583661-alpine-surfer"
"Altered Beast","Action,Beat-'Em-Up","Zeus has called upon you! Only a brave and fearless warrior can save his beloved daughter, Athena, from the cunning clutches of Nelf, evil Lord of the Underworld. Risen from the grave, you are presented with supernatural powers beyond this world. Collect the mystical spirit balls and transform into an awesome array of creatures - as Strongman, punch and kick harder than ever before, as WereWolf and WereTiger, rip the flesh of the demons of hell, and as Bear, knock out your enemies with one bad breath! You hear the distant cries of the beautiful Athena and as the terrors of the Underworld tighten their grasp, the beast within you rises to face the final battle!","5.0","6.0","","","","http://www.gamefaqs.com/arcade/584026-altered-beast"
"Soldier Girl Amazon","Action,Beat-'Em-Up","Soldier Girl Amazon is an Action game, published by Nichibutsu,which was released in 1986.","3.0","n/a","n/a","Nichibutsu","1986 ","http://www.gamefaqs.com/arcade/566450-soldier-girl-amazon"
"The Amazing Maze Game","Action,General","The Amazing Maze Game is an Action game, published by Bally/Midway,which was released in 1976.","2.0","4.0","n/a","Bally/Midway","1976 ","http://www.gamefaqs.com/arcade/566449-the-amazing-maze-game"
"Ambush","Action,Shooter,Scrolling","Ambush is an Action game, published by Nippon Amuse,which was released in 1983.","1.0","3.5","n/a","Nippon Amuse","1983 ","http://www.gamefaqs.com/arcade/566451-ambush"
"Ameri Darts","Miscellaneous,General","Ameri Darts is a Miscellaneous game, published by Ameri Corp,which was released in 1989.","n/a","6.0","n/a","Ameri Corp","1989 ","http://www.gamefaqs.com/arcade/566452-ameri-darts"
"American Horseshoes","Sports,General","American Horseshoes is a Sports game, published by Taito Corporation,which was released in 1990.","n/a","n/a","n/a","Taito Corporation","1990 ","http://www.gamefaqs.com/arcade/566454-american-horseshoes"
"American Speedway","Driving,Racing,Arcade","American Speedway is a Driving game, published by PGD,which was released in 1987.","n/a","n/a","n/a","PGD","1987 ","http://www.gamefaqs.com/arcade/566455-american-speedway"
"Amidar","Action,General","Welcome to a wacky, weird, wonderful world - the AMIDAR video game - where a crazy cast of characters go ape in a mad maze chase. Can you be quick enough to stay ahead of the pack and make your way through the maze? Enter the world of the AMIDAR video game and find out!","n/a","5.5","n/a","Konami","October 1981 ","http://www.gamefaqs.com/arcade/584077-amidar"
"Andro Dunos","Action,Shooter,Scrolling","Enter a world of vivid color, imagination, and space fantasy. A mission to deceive enemy guard in this bold new frontier. Pilot the awesome space fighters through the treacherous corridors of space. The newly developed fighter is equipped with multiple armament configurations that can be powered up 4 times. Three-way and lasers are included in this arsenal and is enough to blow the enemies into moon dust!","n/a","6.8","n/a","Visco","Jun 15, 1992 ","http://www.gamefaqs.com/arcade/575667-andro-dunos"
"Angel Eyes","Action,Fighting,2D","Angel Eyes is an Action game, developed and published by Tecmo,which was released in Japan in 1996.","6.0","3.0","n/a","Tecmo","1996 ","http://www.gamefaqs.com/arcade/566456-angel-eyes"
"Angel Eyes","Action,Fighting,2D","Angel Eyes is an Action game, developed and published by Tecmo,which was released in Japan in 1996.","6.0","3.0","n/a","Tecmo","1996 ","http://www.gamefaqs.com/arcade/566456-angel-eyes"
"Angel Kids","Action,General","Angel Kids is an Action game, developed by EXA and published by Sega,which was released in Japan in 1988.","n/a","6.0","n/a","EXA","1988 ","http://www.gamefaqs.com/arcade/566458-angel-kids"
