"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Berzerk","US","Action,General","'Intruder Alert!' warns the robot. You are the intruder in a hostile maze-like planet where even the walls are death to touch. Relentlessly pursued by robot gangs, you must pulverize these androids with your laser gun before they blast you with theirs. 'The humanoid must not escape!' shouts the robot master. Evil Otto, as he heads toward you. How long can you survive such madness?","8.0","7.3","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/563258-berzerk"
"Black Belt","US","Action,Beat-'Em-Up","The most life-like karate game ever to meet the video screen. It's a post nuclear war setting. And the bad guys seem to be getting the best of things. You use your Black Belt standing to try to restore order to a chaotic world. In each round you must battle an entire enemy corps as well as its leader. And in each round the backgrounds - as well as your opponent's fighting styles - continue to change. Use everything the masters have taught you to stop the violence and restore peace.","","","","Sega","Canceled ","http://www.gamefaqs.com/atari5200/585288-black-belt"
"Blue Print","US","Action,General","Chivalry is not dead! Fair Daisy Damsel is being pursued by mean Ollie Ogre! Only you have the blueprint for the machine that can stop him, but--Oh no! Where did the parts go?!In and out of houses you go, searching for the pieces that will fit the blueprint. But beware! A bomb may be waiting for you as soon as you enter. Quick--get it to the Pit before it blows!Fiendish Fuzzy Wuzzy also stands in your way. If he gets hold of you, it's curtains! And the neighborhood nerd, Sneaky Pete, keeps trying to throw a monkey wrench into your plans. Plus, a blow from a falling Flower Pot can prove fatal! But if you complete your contraption and knock off Ollie, you'll have saved Daisy!But alas! A true hero never rests. Ollie's at it again, faster than ever! And this time it's going to be more of a challenge to get your machine finished. Hurry, there's no time to lose!It's a nonstop cliffhanger that really tests your memory! Go to it, hero--do it for Daisy!","n/a","n/a","n/a","Solitaire Group","1983 ","http://www.gamefaqs.com/atari5200/585289-blue-print"
"Bounty Bob Strikes Back!","US","Action,Platformer,2D","Bounty Bob&acirc;„&cent; returns in this new and exciting follow-up adventure to Miner 2049er&Acirc;&reg;. This time around it's even tougher than before and Bob needs your help more than ever to guide him through the mine. The mutant organisms have multiplied and over-run the mine entirely, making it extremely difficult to survive the hazards of the underground passageways. Using the high-powered special equipment in the twenty-five new caverns is Bob's only hope of achieving his objective of securing the mine and defeating the plans of the evil Yukon Yohan!&acirc;„&cent;","n/a","n/a","n/a","Big Five Software","1984 ","http://www.gamefaqs.com/atari5200/563259-bounty-bob-strikes-back"
"Buck Rogers: Planet of Zoom","US","Action,Shooter,Scrolling","It's the 25th Century. You are Buck Rogers fighting the battle of Planet Zoom. Skillfully slip through zapping electron posts. Dodge and destroy deadly space hoppers and alien saucers. Your race against death has just begun! Prepare for battle with your most powerful enemy... the Mother Ship! It's never easy when it's do or die. You must hit the Mother Ship dead center. Anything less will only waste precious fuel. Aim steady, but hurry...your fuel is dangerously low!","n/a","n/a","n/a","Sega","1983 ","http://www.gamefaqs.com/atari5200/585290-buck-rogers-planet-of-zoom"
"Centipede","US","Action,Shooter,Static","Venture into an enchanted forest filled with magic mushrooms that is ruled by a giant centipede along with poisonous spiders, scorpions and fleas. You go to battle against these evil creatures armed with three magic wands. If they reach ylou before you zap them, they'll snatch your wand away. But, don't be faint-hearted, stand and fight!","n/a","7.2","n/a","Atari","1982 ","http://www.gamefaqs.com/atari5200/585291-centipede"
"Choplifter!","US","Action,Shooter,Scrolling","Sixty-four United Nations delegates have been kidnapped! They're being held hostage by the Bungeling Empire and you're the only one who can save them. Through the cold starry night, you smuggle a helicopter into the area and land at a small post office. It's your mission to enter enemy territory, retrieve the fightened hostages from their prison barrack, and carry them to safety.But the Bungelings have summoned their military forces to thwart any rescure attempts. You must exercise caution, speed, and skill in saving the hostages! These days it's not easy being a hero!","n/a","n/a","n/a","Atari","1984 ","http://www.gamefaqs.com/atari5200/585292-choplifter"
"Congo Bongo","US","Action,General","You're on a jungle safari packed full of wild and zany adventures. Climb the cliffs to the top of Monkey Mountain as you try to reach the jungle's most mischievous gorilla. Don't get clobbered by the coconuts he'll throw your way. Watch out for menacing monkeys. Beyond Monkey Mountain you'll come to Lazy Lake where you'll see raging rhinos and hollering hippos. Leap from lily pad to lily pad across the treacherous lake filled with ferocious man-eating fish and other jungle dangers, but be careful... one slip and it's safari heaven!","n/a","7.8","n/a","Sega","1984 ","http://www.gamefaqs.com/atari5200/585293-congo-bongo"
"Countermeasure","US","Action,General","CONDITION RED! Terrorists have seized a silo complex and aimed the missiles at Washington, D.C. Blast the silos and save the country before the launch sequence timer runs out. Fail and your only hope is to guess the fail-safe code that disarms the missiles in the seconds before impact.","n/a","5.5","n/a","Atari","1984 ","http://www.gamefaqs.com/atari5200/563260-countermeasure"
"Crystal Castles","US","Action,General","Bentley Bear is trapped in CRYSTAL CASTLES, home of Berthilda the Witch and her evil cronies. To escape, he must harvest all the gems in each castle while avoiding the deadly touch of the castles' inhabitants. Watch for the magic hat. As long as he's wearing it, Bentley is invincible. But look out! If Bentley isn't careful, the evil creatures will turn him into bear stew!","","","","Atari","Unknown ","http://www.gamefaqs.com/atari5200/585294-crystal-castles"
"Decathlon","US","Sports,Olympic Sports","'If it's just a game, why am I so out of breath?' Because of ten very physical events. And two on-screen contestants who will bend your biceps and trigger your adrenaline. When the competition begins, you'll see. And feel.","n/a","n/a","n/a","Activision","1984 ","http://www.gamefaqs.com/atari5200/585295-decathlon"
"Defender","US","Action,Shooter,Scrolling","You're the Captain of the Spaceship Defender, and your mission is to save the humanoids from alien abduction. Use your radar scanner, smart bombs, and hyperspace power to protect the planet from alien assault. If the aliens successfully abduct the humanoids, the humanoids mutate, joining the alien force. You must act quickly to prevent total destruction of your planet.","n/a","8.0","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/585296-defender"
"Diagnostic Cartridge","US","Action,General","Diagnostic Cartridge is an Action game, published by Atari,which was released in 1982.","n/a","n/a","n/a","Atari","1982 ","http://www.gamefaqs.com/atari5200/585297-diagnostic-cartridge"
"Dig Dug","US","Miscellaneous,Puzzle,General","Welcome to the underground world of DIG DUG! You get all the action and graphics of the arcade hit--along with your favorite fiends POOKA*, the bug-eyed balloon, and FYGAR*, the fire-breathing dragon. Avoid these subterranean creatures as you tunnel through the earth in search of hidden treasure--but don't let them catch you! Blow them up with your pump, or drop rocks on them to escape their evil clutches. Keep digging, and you'll hit pay dirt!","n/a","7.5","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/585298-dig-dug"
"The Dreadnought Factor","US","Action,Shooter,Scrolling","The scene: Space. The cosmic edge. Never deeper, never darker.The Home Team: A Stargate. A squadron of Hyperfighters. A glittering, pulsating sea of unstable energy.(Please--no quick or sudden movements.)The Challengers: Dreadnaughts. We're talkin' size LARGE. Behemoths. Invincible. Or so some say.You succeed: Universal applause. Life in the fast lane. Early retirement. Endorsements. You name it, it's yours.You fail: Not a viable alternative. You want I should draw you a picture? Distinctly upretty. The Big Zip. Kaput. Finito. Capice?","n/a","n/a","n/a","Activision","1983 ","http://www.gamefaqs.com/atari5200/585299-the-dreadnought-factor"
"Fathom","US","Action,General","Fathom is an Action game,scheduled to be released in 2099.","","","","","","http://www.gamefaqs.com/atari5200/585300-fathom"
"Frogger","US","Action,General","It's tough to be a frog! Life isn't all lazy days and lily pads--it abounds with dangers. Can you help Frogger survive some perils and spring him home to safety?First hop your frogs across a busy highway. Then cross a raging river to reach the safety of home. But your frogs will have to leap away from one danger after another before they're safe. Watch out for the tricky diving turtles...jump away from the frog-eating snakes...hop from the jaws of the hungry alligators!","n/a","7.0","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/atari5200/585301-frogger"
"Frogger II: Threeedeep!","US","Action,General","Look who's resurfaced in an all-new adventure. It's Frogger! Thress distinctly different screens take our fearless frog on another homeward-bound journey, but this time it's under water, over water, and through the air! Frogger must swim against strong currents, whisk past whales and hippos, sidestep snapping barracudas, spring from cloud trampolines to high-flying birds, contend with Clyde the Flying Dragon and so much more. So, Frogger lovers, kiss your lily pads good-bye and get set for some fast and frantic fun with FROGGER&reg;II: THREEEDEEP!&trade;*","n/a","n/a","n/a","Parker Bros","1984 ","http://www.gamefaqs.com/atari5200/585302-frogger-ii-threeedeep"
"Galaxian","US","Action,Shooter,Static","The Galaxian Fleet has invaded! Now you can battle them right in your own home. There's two-way action in this game; as you fire at them, they're firing back at you. All that is required of you is quick reflexes and an accurate aim. Can you destroy the Galaxian Fleet before they destroy you?","n/a","6.8","n/a","Atari","1982 ","http://www.gamefaqs.com/atari5200/585303-galaxian"
"Gorf","US","Action,Shooter,Static","The evil Gorfian Empire has launched an all-out attack! Flying Gorfs, Deadly Droids, Kamikaze Invaders, and Laser Ships are headed this way! HELP!","n/a","n/a","n/a","Roklan","1983 ","http://www.gamefaqs.com/atari5200/585304-gorf"
"Gremlins","US","Action,General","This cute little fellow looks like the ideal pet, right? Wrong! As a Modwai, he's sweet and cuddly. But just feed him after midnight and watch him turn into a Gremlin--otherwise known as a monster! Not since Dr. Jeckyll and Mr. Hyde has there been such a charming/dangerous character. Or is that characters?","n/a","6.0","n/a","Atari","1987 ","http://www.gamefaqs.com/atari5200/585305-gremlins"
"Gyruss","US","Action,Shooter,Static","From the far reaches of Neptune, to the safe haven of Earth--battle your way across the Universe in this exciting adventure based on the popular arcade game.Suspense builds with every beat of thrilling and dramatic music--perhaps unlike any video game music you've ever heard before! To these compelling strains, you'll fend off unremitting waves of spiraling, swirling alien ships. Piloting your spacecraft in a circular flight pattern, blast these fiendish intruders with your rapid-fire lasers--before they vaporize you. And watch out for killer meteors and deadly satellites along the way!Reach one planet and you'll have just enough time to catch your breath for the next--and more difficult--wave of enemy attacks that seperate you from eventually reaching the sanctuary of Earth!","n/a","5.0","n/a","Parker Bros","1984 ","http://www.gamefaqs.com/atari5200/585306-gyruss"
"H.E.R.O.","US","Action,General","Desperate miners trapped! Will these tunnels be their tombs? Rod Hero is their last hope! His Prop-pack powers him into the mine shafts--and peril!","n/a","6.5","n/a","Activision","1984 ","http://www.gamefaqs.com/atari5200/585307-hero"
"James Bond 007","US","Action,General","When it comes to fast-paced action and intrigue, nobody does it better than Bond. James Bond.But you can try when you reenact scenes from four great James Bond movie classics.007's specially designed vehicle will take you on the ride of your life--over land, in the air, and under the sea! Through it all you must avoid obstacles, avert enemies, and accomplish four different missions!","n/a","n/a","n/a","Parker Bros","1984 ","http://www.gamefaqs.com/atari5200/585308-james-bond-007"
"Joust","US","Action,Platformer,2D","Climb into your suit of armor and saddle up your ostrich--that's right, your ostrich! You're about to enter the world of JOUST where gladiators ride gigantic buzzards into combat and friends can turn into foes at a moment's notice. Fly your favorite fowl into battle against the infamous Buzzard Riders--and knock your opponents off their birds before they turn you into buzzard bait!","n/a","6.0","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/585309-joust"
"Jr. Pac-Man","US","Action,General","His world is filled with gigantic mazes and nasty bullies. He eats more, runs more, and plays harder than Pac-Man and Ms. Pac-Man combined! Junior is impish, incorrigible, and independent. Come race with him in his amazing playground. With Jr. Pac-Man, it's a whole new game!","","","","Atari","Canceled ","http://www.gamefaqs.com/atari5200/585310-jr-pac-man"
"Jungle Hunt","US","Action,Platformer,2D","JUNGLE HUNT! Now you can play the arcade hit in your own home. The graphics and game play are so realistic, you'll think you're on your own video safari! You'll find yourself hanging by your fingertips from slippery ropes, fighting off tooth crocodiles, and dodging huge bouncing boulders. Hurry up and rescure your sweetie from the hungry cannibals--it's almost dinnertime!","10.0","8.3","n/a","Taito Corporation","1983 ","http://www.gamefaqs.com/atari5200/585311-jungle-hunt"
"K-Razy Shoot-out","US","Action,General","Trapped within deadly Alien Control Sectors, your squad of Space Commanders must shoot it out with dangerous Alien Droids in order to survive. Only your keen reflexes and trusty laser pistol stand in the way of your total annihilation! You'll have to be sharp, though. Droids lurk behind every corner of each randomly generated Sector, and all of them must be destroyed before you can make a break into a more challenging maze! And watch out for the walls! They're radioactive. The slightest contact will quickly turn you into a cloud of debris.","n/a","9.0","n/a","K- Byte","1983 ","http://www.gamefaqs.com/atari5200/563261-k-razy-shoot-out"
"Kaboom!","US","Action,General","That menacing Mad Bomber is back! And, this time, he's meaner and mightier than ever. He'll have you running your buckets of water as fast as you can carry them. Try to douse his bombs before they douse you.Or, if you're feeling really relentless, then you play the Mad Bomber and let someone else try to catch your bombs.All of the looney action is set to the tune of the 1812 Overture. Register your high scores on-screen, just like the arcades.","n/a","3.0","n/a","Activision","1983 ","http://www.gamefaqs.com/atari5200/585312-kaboom"
"Kangaroo","US","Action,Platformer,2D","This tough but loving Mother Kangaroo will hop right into your heart. She'll have you ducking, leaping, and punching for points. Her precious baby has been kidnapped by a band of menacing monkeys, and she's in desperate need of your help.","n/a","8.7","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/585313-kangaroo"
"Keystone Kapers","US","Action,General","'FLASH! Harry Hooligan, notorious con-artist, thief and all-around-not-a-nice-person, has escaped! He is now at large and in the vicinity of Southwick's Emporium. At this moment, Hooligan is foiling every attempt to end his felonious freedom.''On the scene is Keystone Kelly, pride of the men in blue. Officer Kelly, what's it like in there?''Oh, 'tis a cryin' shame! Shenanigans like ya wouldn't believe! Dastardly deeds that defy description! That rogue is hurlin' everything in reach! Shopping carts, biplanes, beachballs--everything but cathedral radios. Loot and bust that brute!''Will that double-dyed hoodlum keep Keystone in triple trouble, or will YOU help the greatest gumshoe going catch that no good gahoot??Grab your billyclubs and joysticks! It's curtains now, Hooligan!'","n/a","7.0","n/a","Activision","1984 ","http://www.gamefaqs.com/atari5200/585314-keystone-kapers"
"Last Starfighter","US","Action,General","Last Starfighter is an Action game, published by Atari,which was cancelled before it was released.","","","","Atari","Canceled ","http://www.gamefaqs.com/atari5200/585315-last-starfighter"
"Lode Runner","US","Miscellaneous,Puzzle,Action","You're a highly trained Galactic Commando, deep in enemy territory. Your mission: to recover a fortune in gold, stolen from the Bungeling people by their power-hungry leaders. You'll be running, jumping, and climbing heroically, solving perplexing puzzles. With your laser pistol, you'll drill passageways through stone floors and barriers. To get through this mission alive, you'll need more than fleet feet and good looks. You'll need your quick wits and brains. And more than just a little luck.","","","","","","http://www.gamefaqs.com/atari5200/585316-lode-runner"
"Looney Tunes Hotel","US","Action,General","Looney Tunes Hotel is an Action game, published by Atari,which was cancelled before it was released.","","","","Atari","Canceled ","http://www.gamefaqs.com/atari5200/585317-looney-tunes-hotel"
"Mario Bros.","US","Action,Platformer,2D","Mario the carpenter, and his brother, Luigi, are at it again! This time they're punching their way through a houseful of crawling pests. Help them punch the pests off floors and into a puddle of water below.MARIO BROS. has all the features of the challenging arcade hit--including a two-player game that lets you and a friend work as a team, or play against each other.","n/a","6.8","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/585318-mario-bros"
"Meebzork","US","Action,General","Meebzork is an Action game, published by Atari,which was cancelled before it was released.","","","","Atari","Canceled ","http://www.gamefaqs.com/atari5200/585319-meebzork"
"Megamania","US","Action,Shooter,Static","A quick midnight snack in front of the tube? Unfortunately, hidden under a pepperoni particle, you didn't see the slender slice of anchovy. Then, with a roaring rush, your eyelids crash. And, as sleep overwhelms...Gastric juices grind. Galant dreams dissolve. Space objects streak. Ice cream sandiwches scream. Party bow ties pound. Radial tires rage. Steaming irons scorch. Space dice storm.","n/a","n/a","n/a","Activision","1983 ","http://www.gamefaqs.com/atari5200/585320-megamania"
"Meteorites","US","Action,Shooter,Scrolling","Meteorites - true arcade action and control with exciting challenges and superior gameplay! Featuring new levels of superb gameplay capability from full 12K programming, 24 progressive game skill levels, exciting new challenges for beginner and advanced players, and one or two player option.","10.0","10.0","n/a","Electra","1984 ","http://www.gamefaqs.com/atari5200/585321-meteorites"
"Millipede","US","Action,Shooter,Static","Creepy, crawly bugs - jumping spiders, buzzing bees, bouncing beetles, mosquitoes, dragonflies, inchworms and earwigs - have invaded your little garden patch. And you've got to blast fast to get rid of them! But watch out! The millipedes - cousins to the famed CENTIPEDE - are the most insidious insects of all! And if you're not careful, you might be caught in a swarm of bees, mosquitoes, or dragonflies. Fast action graphics and real bug sounds make this game just like the arcade smash hit!","","","","Atari","Canceled ","http://www.gamefaqs.com/atari5200/585322-millipede"
"Miner 2049er","US","Action,Platformer,2D","You control 'Bounty Bob', as he climbs ladders and walks on the framework. Use the special equipment like the transporters, the life, and the cannon to help Bob claim the mine. Find the various possessions left by previous explorers, but watch out for mutant organisms that lurk everywhere and try to waste you!","n/a","6.0","n/a","Big Five Software","1983 ","http://www.gamefaqs.com/atari5200/585323-miner-2049er"
"Miniature Golf","US","Sports,Traditional,Golf,Arcade","Miniature Golf is a Sports game, published by Atari,which was cancelled before it was released.","","","","Atari","Canceled ","http://www.gamefaqs.com/atari5200/585324-miniature-golf"
"Missile Command","US","Action,Shooter,Static","RED ALERT! The enemy is attacking the Six Cities with wave after wave of IPBM's, nuclear bombers, 'killer' satellites, and smart bombs. Launch your Antiballistic Missiles, Commander, and knock out the enemy's warheads before they knock out your cities. But watch out! Your missiles are limited. If you run out of ABMs before an attack wave ends, it could be THE END!","8.0","7.0","n/a","Atari","1982 ","http://www.gamefaqs.com/atari5200/585325-missile-command"
"Montezuma's Revenge: Featuring Panama Joe","US","Action,General","Wherever there's mind-twisting mystery, hair-raising adventure, and non-stop action--PANAMA JOE is sure to be there. And in MONTEZUMA'S REVENGE, he's got more than he bargained for as you help him through 100 danger-filled chambers in the Aztec emperor's fortress. The stakes? Priceless treasure. And lots of it. But finding necessary keys, torches, swords, and amulets is no small feat as PANAMA JOE tries to avoid deadly snakes, menacing spiders, and bouncing skulls. But then disappearing floors, bridges, and laser walls are no picnic either! It's up to you to lead this undaunted adventurer through the labyrinth of chambers in an attempt to solve the riddle of the fortress and escape with the loot!","n/a","n/a","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/atari5200/585326-montezumas-revenge-featuring-panama-joe"
"Moon Patrol","US","Action,Shooter,Scrolling","Hop into your Moon Buggy and test yourself on a lunar obstacle course. You'll fight off hostile aliens, jump over huge crates and landmines, and blast moonrocks from your path. And as if that weren't enough, you'll encounter alien tanks and missiles that'll blow you into moondust if you aren't careful!","n/a","7.3","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/585327-moon-patrol"
"Moonsweeper","US","Action,General","Moonsweeper is an Action game,scheduled to be released in 2099.","","","","","","http://www.gamefaqs.com/atari5200/585328-moonsweeper"
"Mountain King","US","Action,General","Deep in the heart of a mysterious mountain lies a rare-golden crown enshrined within an ancient Temple. Guarded by the ominous Skull Spirit, only those who possess the power of the Flame Spirit may gain entrance.To release the elusive Flame Spirit, pluck 1,000 diamonds from the cavern walls as you descend deeper and deeper into the abyss. Its eerie music and ghostly flashes lure you. Grab it and race to the Temple! At last--you're inside! Seize the crown and speed to the mountaintop before the rampaging Cave Bats steal back your treasure!Simple, right? Wait. Cave Bats can also steal back the Flame Spirit. And lurking within the depths of the mountain is a Giant Sprider waiting to trap you in its web.Armed with only a flashlight and a thirst for adventure, you'll need nerves of granite to become Mountain King. C'mon--you're going down under!","n/a","6.0","n/a","K- Byte","1984 ","http://www.gamefaqs.com/atari5200/585329-mountain-king"
"Mr. Do!'s Castle","US","Action,General","Mr. Do!, that king of arcade clowns, is in a bit of a bind--again! This time, a pack of pesky unicorns is trampling the bricked hallways of his castle.Help Mr. Do! rid his dwelling of these crafty, quick-changing (and deadly!) creatures with the skillful swing of a hammer. Sometimes a quick clobber to the head will do it. Or maybe a well-chosen brick knocked out from above. If you can't stop these critters, then break a hole in the floor to slow 'em down. It's up to you to know when to fight--or when to flee! Tension mounts as you hurry Mr. Do! through the castle's maze, grabbing keys along the way. Only when Mr. Do! has collected all the keys can he unlock the castle door, and open up an extra chance to beat these nasty critters!","n/a","n/a","n/a","Parker Bros","1984 ","http://www.gamefaqs.com/atari5200/585330-mr-dos-castle"
"Ms. Pac-Man","US","Action,General","The chase is on. Four feisty ghosts are chasing MS. PAC-MAN. Use your skill and strategy to rack up points while outrunning the gobbling ghosts. Grab an energy pill, and score even more points. Now gobble up all those fearless ghosts.","n/a","8.2","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/585331-ms-pac-man"
"Omega Race","US","Action,General","The Omegans, the most feared and respected star warriors throughout the galaxy, have come to Earth to challenge you to their legendary OMEGA RACE! Grab hold of your Booster-Grip and speed your Fighter around the perimeters of the mysterious cosmic arena. Ricochet off walls to outmaneuver and vaporize Omegan Droid Ships and Command Ships and avoid the deadly Photon Mines. Endurance, skill and luck are what you'll need to clear the arena and destroy the madly-spinning Death Ship! But don't get too confident, hotshot. The Omegans waste no time in sending new challenges your way. This is one race that never ends!","","","","CBS Electronics","Canceled ","http://www.gamefaqs.com/atari5200/585332-omega-race"
"Pac-Man","US","Action,General","Now's your chance to really excel in arcade-like fun! ATARI PAC-MAN is as much as the original arcade game. Chase the ghosts, eat the dots, and go for the tasty fruit bonuses. Master the max to earn the key, and a whopping 5000 bonus points.","9.0","7.2","n/a","Atari","1982 ","http://www.gamefaqs.com/atari5200/585333-pac-man"
"Pengo","US","Action,General","You'll skate on thin ice as you race Pengo, the lovable penguin, around a frozen playfield, rearranging ice blocks. Your goal: Line up three diamond blocks for dazzling points. Your enemies: SNO-BEES! Watch out--their sting puts you in deep freeze.","n/a","6.0","n/a","Atari","1983 ","http://www.gamefaqs.com/atari5200/585334-pengo"
"Pitfall II: Lost Caverns","US","Action,Platformer,2D","Join Pitfall Harry as he searches a vast subterranean cliff dwelling high in the Andes. He's looking for the fabled Raj Diamond, gold bricks, his niece Rhonda and the cowardly lion Quickclaw. He finds more than he bargained for--eels, poisonous frogs, albino scorpions, bats, condors, a raging river--in the greatest challenge of his career!","n/a","n/a","n/a","Activision","1984 ","http://www.gamefaqs.com/atari5200/585336-pitfall-ii-lost-caverns"
"Pitfall!","US","Action,Platformer,2D","Let me introduce myself. I'm Pitfall Harry, veteran jungle explorer. Fortune hunting's my game, and yours, too, if you're daring enough to take this trip with me. Don't be nervous; I'll be your guide through the jungle, and I'm one of the best. Untold riches are waiting for us in there, but so are dangers a dozen times over. We'll be swinging on vines over bottomless tarpits. We'll be hopping across swamps, using crocodile heads like stepping stones. We'll be searching underground through dark passageways crawling with killer scorpions. So pack up your backpack and meet me at the jungle at dawn - and we'll be off to seek a king's ransom in gold, diamonds and lost treasures - in Pitfall Harry's Jungle Adventure.","n/a","7.5","n/a","Beck-Tech","1983 ","http://www.gamefaqs.com/atari5200/585335-pitfall"
"Pole Position","US","Driving,Racing,Arcade","Get set for a thrilling new sensation! With REAL MOTION GRAPHICS, Atari puts you behind the wheel of a sleek Formula I racer. You go for the number one starting spot, the Pole Position. Then it's flat out to win the Grand Prix. Pass cars like they're standing still, but watch those curves! One mistake and you could go up in flames.","n/a","7.3","n/a","Namco","1983 ","http://www.gamefaqs.com/atari5200/585337-pole-position"
"Popeye","US","Action,Platformer,2D","Put yourself in Popeye's place. You've got a daffy girlfriend who goes by the name of Olive Oyl. Right now, she's got you running in circles, chasing hearts and notes all over the place. (Well, blow me down!)Then, there's that blubber-brain, Brutus, who's out to get you. (He's meaner than mean!!) While you're dashing around, he's taking shots to knock you overboard.And if that's not bad enough--you've got that nasty ol' biddy, the Sea Hag, pelting you with bottles. And vultures diving right for you head. (Yikes!)Now you'd think with all this going on, you could rely on your spinach. NO CHANCE! It's there one second--gone the next. (When you do grab it, Brutus is in big trouble!)","8.0","5.8","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/atari5200/585338-popeye"
"Q*bert","US","Action,General","Q*bert springs to life with all the adventure of the popular arcade game!Colorful graphics and arcade-like sounds accompany the game's lively action. Hop Q*bert up and down the steps of a 'three-dimensional' pyramid, changing each step's color as he lands. Complete the entire pyramid, and Q*bert moves to a more challenging pyramid.But look out! The crafty arcade creatures are here, too, and they're after Q*bert. Hop out of danger fast--or soar to safety on a Flying Disc. But watch where you move Q*bert. One hop off the pyramid, and he'll be lost in space!","n/a","6.0","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/atari5200/585339-qbert"
"Qix","US","Miscellaneous,Puzzle,Action","QIX creates a new dimension in arcade-type fun. Experience geometric challenge and creative strategy. Branch out and claim your territory before the QIX traps you. Watch out for those feisty Sparx&reg; patrolling the border territory. Extend your Stix and outsmart this erratic, electronic lightning bolt.","n/a","9.3","n/a","Atari","1982 ","http://www.gamefaqs.com/atari5200/585340-qix"
