"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"Action Pack: Prince of Persia Revelations, Driver 76, Rainbow Six Vegas","Miscellaneous,Compilation","Action Pack: Prince of Persia Revelations, Driver 76, Rainbow Six Vegas is a Miscellaneous game, developed and published by Ubisoft,which was released in Europe in 2009.","n/a","8.0","n/a","Ubisoft","Mar 27, 2009 ","http://www.gamefaqs.com/psp/959132-action-pack-prince-of-persia-revelations-driver-76"
"Activision Hits Remixed","Miscellaneous,Compilation","Activision Hits Remixed lets PSP system gamers relive the dawn of home console gaming while on the go by delivering over 40 of the biggest Atari 2600 titles, such as Pitfall, Kaboom!, Chopper Command, Stampede, Keystone Kapers, to the PSP. With the game's multi-player supported classics, players can choose whether they want to game together utilizing a Game Share feature that allows two friends to play together using only one copy of the game or take turns on one PSP system or play via the game's wireless functionality. Activision Hits Remixed also features a rockin' 80's themed soundtrack, modernized front-end graphics, classic game manuals which include tips and photographs, and a host of retro unlockables.","8.0","7.3","75","Digital Eclipse","Nov8, 2006 ","http://www.gamefaqs.com/psp/935090-activision-hits-remixed"
"Actual Crimes: Jack the Ripper","Miscellaneous,Puzzle,General","Travel back to 1880's London to help Scotland Yard's detectives solve the crime of the century. Visit world famous landmarks such as Piccadilly Circus and Buckingham Palace. Search scenes of crime and solve mini puzzles in your hunt for clues. Was Jack a doctor, a royal prince, a barber, or something else? Was he mad? This game will tell you!","4.0","5.5","","","","http://www.gamefaqs.com/psp/998023-actual-crimes-jack-the-ripper"
"Advent Shadow","Action Adventure,Sci-Fi","Advent Shadow is an Action Adventure game, developed by Full-Fat and published by Majesco Games,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/psp/925291-advent-shadow"
"Adventure Player","Adventure,General","Adventure Player is an Adventure game, developed and published by From Software,which was released in Japan in 2005.","n/a","7.0","n/a","From Software","Jun 30, 2005 ","http://www.gamefaqs.com/psp/927118-adventure-player"
"Adventures to Go!","Role-Playing,General","In this hilarious and innovative strategy role-playing game, players take control of Finn Courtland and his band of misfits in their quest for fame and riches. Along the way, they just might have to save the world from the evil Arbitus and his band of demons. It'll take brains as well as brawn to win the day, though; the grid-based combat challenges players to think strategically and make the best use of each character's unique skills and abilities. The strategy doesn't end there, though!Players can spend their hard-earned cash to set up the game's randomized dungeons to their liking; choose the terrain, the size of the dungeon, and the monsters that you'll face. Play it safe, or take on bigger risks for even greater rewards! Your adventure is in your hands!","7.3","7.4","58","Global A","Oct 27, 2009 ","http://www.gamefaqs.com/psp/960271-adventures-to-go"
"Aedis Eclipse: Generation of Chaos","Strategy,Turn-Based,Fantasy","The unique gaming experience offered by Aedis Eclipse comes from the combination of team customization and item crafting on one hand, to the dynamic combat multi-unit battle system, on the other. The PSP format allows gamers to briefly pick up their hand-held to enjoy strategic thinking anytime, anywhere.","7.0","7.0","62","Neverland","Apr 24, 2007 ","http://www.gamefaqs.com/psp/932297-aedis-eclipse-generation-of-chaos"
"Aedis Eclipse: Generation of Chaos","Strategy,Turn-Based,Fantasy","The unique gaming experience offered by Aedis Eclipse comes from the combination of team customization and item crafting on one hand, to the dynamic combat multi-unit battle system, on the other. The PSP format allows gamers to briefly pick up their hand-held to enjoy strategic thinking anytime, anywhere.","7.0","7.0","62","Neverland","Apr 24, 2007 ","http://www.gamefaqs.com/psp/932297-aedis-eclipse-generation-of-chaos"
"Aero Racer","Driving,Racing,Arcade","Take to the sky-high tracks with speed and precision in Rocket Racing, which challenges your reflexes and daring across 24 levels in Grand Prix, Challenge and Quick Race events. Drive like a true prodigy by mastering advanced drifting and wall-boosting techniques to get an edge over your opponents and achieve record times. Rocket Racing is intense action from the green light to the finish line!","n/a","6.3","65","Halfbrick Studios","Mar 11, 2010 ","http://www.gamefaqs.com/psp/989143-aero-racer"
"AFL Challenge","Sports,General","AFL Challenge is a Sports game, developed by Wicked Witch Software and published by SCE Australia,which was released in Australia in 2009.","n/a","n/a","23","Wicked Witch Software","Canceled ","http://www.gamefaqs.com/psp/960007-afl-challenge"
"AFL Live","Sports,General","AFL Live is a Sports game, developed by Big Ant Studios and published by Tru Blu,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/psp/960949-afl-live"
"After Burner: Black Falcon","Simulation,Flight,Modern Jet","The first arcade-style flight combat title exclusively for the PSP system, combining intensive air combat with a multitude of explosions that allow gamers to relive the experience of the classic After Burner arcade game. In addition to the in-depth customization of 19 officially licensed military planes, gamers can compete against friends via ad-hoc in a variety of multiplayer modes, and for the first time ever, fly solo in a story-rich single-player campaign.","8.0","7.4","73","Planet Moon Studios","Mar 20, 2007 ","http://www.gamefaqs.com/psp/936016-after-burner-black-falcon"
"Agarest Senki Mariage","Role-Playing,General","Agarest Senki Mariage is a Role-Playing game, developed by Felistella and published by Compile Heart,which was released in Japan in 2012.","n/a","7.9","n/a","Felistella","Jul 19, 2012 ","http://www.gamefaqs.com/psp/664451-agarest-senki-mariage"
"Age of Hammer Wars","Action,Flight","This game is a unique mixture of action, RPG and simulator. Player finds himself in the world, where the air is ruled by hovering vehicles – one of which he takes under control. According to a plot, player have to fight his way through the numerous combats with monsters and accomplish different missions. During the headway to the the heart of the fairy kingdom , player’s hovering vehicle gets new weapon, armor and other useful power-ups.","n/a","4.0","","","","http://www.gamefaqs.com/psp/608832-age-of-hammer-wars"
"Age of Zombies","Action Adventure,Horror","Age of Zombies is a game where the hero, Barry Steakfries, employs the use of time portals to stop the evil zombie scheme of Professor Brains. Using a huge pile of weapons and explosives, Steakfries is the real deal for blood-splattering needs.","7.5","7.2","79","Halfbrick Studios","Feb 25, 2010 ","http://www.gamefaqs.com/psp/988976-age-of-zombies"
"AI Igo","Miscellaneous,Board Games","AI Igo is a Miscellaneous game, developed and published by Marvelous,which was released in Japan in 2004.","n/a","8.0","n/a","Marvelous","Dec 22, 2004 ","http://www.gamefaqs.com/psp/925550-ai-igo"
"AI Mahjong","Miscellaneous,Board Games","AI Mahjong is a Miscellaneous game, developed and published by Marvelous,which was released in Japan in 2004.","8.0","7.5","n/a","Marvelous","Dec 22, 2004 ","http://www.gamefaqs.com/psp/925549-ai-mahjong"
"AI Shogi","Miscellaneous,Board Games","AI Shogi is a Miscellaneous game, developed and published by Marvelous,which was released in Japan in 2005.","n/a","n/a","n/a","Marvelous","Jan 20, 2005 ","http://www.gamefaqs.com/psp/924677-ai-shogi"
"Ailu de Puzzle","Miscellaneous,Puzzle,Stacking","Ailu de Puzzle is a Miscellaneous game, developed and published by Capcom,which was released in Japan in 2012.","n/a","2.7","n/a","Capcom","Jul 19, 2012 ","http://www.gamefaqs.com/psp/668851-ailu-de-puzzle"
"Air","Adventure,General","Air is an Adventure game, developed and published by Prototype,which was released in Japan in 2007.","n/a","7.6","n/a","Prototype","Nov 22, 2007 ","http://www.gamefaqs.com/psp/935759-air"
"Air Conflicts: Aces of World War II","Simulation,Flight,WWII","Air Conflicts is an arcade flight simulator game set in World War II, featuring the aircraft of this period and historically inspired missions. The emphasis is on intense dogfights, daring bombing raids and exciting aerial missions. 13 non-linear campaigns with more than 240 action-packed missions (patrols, manoeuvres, strategic bombing, air support, air superiority, interdiction, paratroops and supply deployment, prevent bombing missions). Authentic historical timeline and missions with focus on the gameplay. Easy control over aircraft and fun air battles.","n/a","7.1","36","Cowboy Rodeo","Apr 14, 2009 ","http://www.gamefaqs.com/psp/958059-air-conflicts-aces-of-world-war-ii"
"Akane Iro ni Somaru Saka Portable","Adventure,General","Akane Iro ni Somaru Saka Portable is an Adventure game, developed by LukPlus and published by GN Software,which was released in Japan in 2009.","n/a","6.0","n/a","LukPlus","Dec 17, 2009 ","http://www.gamefaqs.com/psp/975343-akane-iro-ni-somaru-saka-portable"
"Akatsuki no Amaneka to Aoi Kyojin","Strategy,Turn-Based,Sci-Fi","Akatsuki no Amaneka to Aoi Kyojin is a Strategy game, developed by Kogado Studio and published by CyberFront,which was released in Japan in 2010.","n/a","6.0","n/a","Kogado Studio","Mar 11, 2010 ","http://www.gamefaqs.com/psp/979776-akatsuki-no-amaneka-to-aoi-kyojin"
"Akatsuki no Goei Trinity","Adventure,General","Akatsuki no Goei Trinity is an Adventure game, developed by M2 and published by 5pb,which was released in Japan in 2012.","n/a","6.5","n/a","M2","Sep 20, 2012 ","http://www.gamefaqs.com/psp/668713-akatsuki-no-goei-trinity"
"Akaya Akashiya Ayakashino","Adventure,General","Akaya Akashiya Ayakashino is an Adventure game, developed and published by noctiluca,scheduled to be released in Japan in 2014.","","","","","","http://www.gamefaqs.com/psp/720586-akaya-akashiya-ayakashino"
"AKB1/149: Love Election","Adventure,General","AKB1/149: Love Election is an Adventure game, developed and published by Bandai Namco Games,which was released in Asia in 2012.","n/a","7.5","n/a","Bandai Namco Games","Dec 20, 2012 ","http://www.gamefaqs.com/psp/680181-akb1-149-love-election"
"AKB1/48: Idol to Guam de Koishitara...","Adventure,General","AKB1/48: Idol to Guam de Koishitara... is an Adventure game, developed and published by Bandai Namco Games,which was released in Japan in 2011.","n/a","8.3","n/a","Bandai Namco Games","Oct6, 2011 ","http://www.gamefaqs.com/psp/635168-akb1-48-idol-to-guam-de-koishitara"
"AKB1/48: Idol to Koishitara...","Miscellaneous,Rhythm,Music","AKB1/48: Idol to Koishitara... is a Miscellaneous game, developed and published by Bandai Namco Games,which was released in Japan in 2010.","n/a","9.1","n/a","Bandai Namco Games","Dec 23, 2010 ","http://www.gamefaqs.com/psp/605977-akb1-48-idol-to-koishitara"
"Akiba's Trip","Adventure,General","Akiba's Trip is an Adventure game, developed and published by Acquire,which was released in Japan in 2011.","n/a","7.9","n/a","Acquire","May 19, 2011 ","http://www.gamefaqs.com/psp/619740-akibas-trip"
"Akiba's Trip Plus","Adventure,General","Akiba's Trip Plus is an Adventure game, developed and published by Acquire,which was released in Japan in 2012.","n/a","7.8","n/a","Acquire","Jun 14, 2012 ","http://www.gamefaqs.com/psp/666684-akibas-trip-plus"
"AkudaikanManyuuki: Seigi no Yaiba","Adventure,General","AkudaikanManyuuki: Seigi no Yaiba is an Adventure game, developed and published by Global A,which was released in Japan in 2007.","n/a","7.0","n/a","Global A","Feb 22, 2007 ","http://www.gamefaqs.com/psp/937162-akudaikan-manyuuki-seigi-no-yaiba"
"Akudaikan Manyuuki","Action,General","Akudaikan Manyuuki is an Action game, developed and published by Global A,which was released in Japan in 2006.","n/a","7.0","n/a","Global A","Nov 30, 2006 ","http://www.gamefaqs.com/psp/934658-akudaikan-manyuuki"
"Castlevania: The Dracula X Chronicles","Action,Platformer,2D","Castlevania: The Dracula X Chronicles features a re-tooled Castlevania: Rondo of Blood with 3D graphics, as well as unlockable versions of the original Rondo of Blood and Symphony of the Night games.","8.2","8.4","80","Konami","Oct 23, 2007 ","http://www.gamefaqs.com/psp/938141-castlevania-the-dracula-x-chronicles"
"Imagine Champion Rider","Sports,Alternative,Horse Racing","Imagine Champion Rider is a Sports game, developed and published by Ubisoft,which was released in Europe in 2009.","n/a","n/a","n/a","Ubisoft","Sep4, 2009 ","http://www.gamefaqs.com/psp/960861-imagine-champion-rider"
"Alien Havoc","Miscellaneous,Puzzle,Action","Alien Havoc throws back to the classic 8-bit era, putting gamers in command of an alien who must pluck cows from farms, load them onto his spaceship, and bring them back to his planet. The farmers, however, won't let their cows go without a fight. Players must tackle wrapping level layouts, hide and sneak in the cover of tall grass, and throw veggies, rocks, or anything else they can at farmers to bring the livestock back to their space ship.","n/a","5.7","53","Creat Studios","Oct1, 2009 ","http://www.gamefaqs.com/psp/975403-alien-havoc"
"Alien Syndrome","Role-Playing,Action RPG","In Alien Syndrome, players take control of the game's strong and enigmatic heroine - Earth Command Trooper Aileen Harding - and battle a variety of fearsome aliens and colossal bosses. Gamers choose from a wide selection of character specialties and skills as they progress through an engrossing campaign, protected by many different types of armor and using a variety of melee and ranged weaponry. Players can improve their heroine's statistics and discover a huge number of powerful new abilities as they fight through infested spaceships and bizarre alien planets.","8.0","6.8","51","Totally Games","Jul 24, 2007 ","http://www.gamefaqs.com/psp/937289-alien-syndrome"
"Alien Zombie Death","Action,General","Somewhere far far away in a random solar system, a lone space man dies... horribly. Take control of said fateful space man as he battles to his end against the dreaded Alien Zombies! Using a standard laser gun and a few pickups along the way, make sure you take out as many of those Alien Zombie suckers before they take you down. Its that simple. It's Alien Zombie Death.","8.5","6.6","76","PomPom Games","Mar 25, 2010 ","http://www.gamefaqs.com/psp/984650-alien-zombie-death"
"Aliens vs. Predator: Requiem","Action Adventure,Sci-Fi","Based on the second blockbuster film from 20th Century Fox opening December, 2007, Aliens vs. Predator, is an all-new third-person action game exclusively designed for the PSP (PlayStationPortable) system from the creators of the award-winning original Aliens vs. Predator for PC. You play as an elite, lone Predator, carrying an awesome arsenal of exotic weaponry, stealth tracking and vision mode equipment. Your mission: eradicate all traces of the horrifying Alien menace from the previously sleepy town of Gunnison, Colorado.","3.0","5.8","49","Rebellion","Nov 13, 2007 ","http://www.gamefaqs.com/psp/942783-aliens-vs-predator-requiem"
"Aliens vs. Predator: Requiem","Action Adventure,Sci-Fi","Based on the second blockbuster film from 20th Century Fox opening December, 2007, Aliens vs. Predator, is an all-new third-person action game exclusively designed for the PSP (PlayStationPortable) system from the creators of the award-winning original Aliens vs. Predator for PC. You play as an elite, lone Predator, carrying an awesome arsenal of exotic weaponry, stealth tracking and vision mode equipment. Your mission: eradicate all traces of the horrifying Alien menace from the previously sleepy town of Gunnison, Colorado.","3.0","5.8","49","Rebellion","Nov 13, 2007 ","http://www.gamefaqs.com/psp/942783-aliens-vs-predator-requiem"
"All Kamen Rider: Rider Generation 2","Action,Beat-'Em-Up","All Kamen Rider: Rider Generation 2 is an Action game, developed and published by Bandai Namco Games,which was released in Asia in 2012.","8.0","8.4","n/a","Bandai Namco Games","Aug2, 2012 ","http://www.gamefaqs.com/psp/668715-all-kamen-rider-rider-generation-2"
"Alpha Mission","Action,General","Alpha Mission is an Action game, developed and published by SNK Playmore,which was released in 2011.","n/a","6.0","","","","http://www.gamefaqs.com/psp/642418-alpha-mission"
"Amagami","Adventure,General","Amagami is an Adventure game, developed and published by Kadokawa Shoten,which was released in Japan in 2011.","n/a","8.6","n/a","Kadokawa Shoten","Mar 31, 2011 ","http://www.gamefaqs.com/psp/610308-amagami"
"Amagoushi no Yakata Portable: Ichiyagi Wa, Saisho no Junan","Adventure,General","Amagoushi no Yakata Portable: Ichiyagi Wa, Saisho no Junan is an Adventure game, developed and published by Nippon Ichi Software,which was released in Japan in 2009.","n/a","10.0","n/a","Nippon Ichi Software","Sep 17, 2009 ","http://www.gamefaqs.com/psp/961172-amagoushi-no-yakata-portable-ichiyagi-wa-saisho-no"
"Amatsumi Sora ni! Kumo no Hatate ni","Adventure,General","Amatsumi Sora ni! Kumo no Hatate ni is an Adventure game, developed and published by Prototype,which was released in Japan in 2012.","n/a","5.7","n/a","Prototype","Feb 16, 2012 ","http://www.gamefaqs.com/psp/618087-amatsumi-sora-ni-kumo-no-hatate-ni"
"Ambassador Kane","Action,General","Ambassador Kane is an Action game, developed by 60 Degrees North and published by Playgroundsquad,which was released in Europe in 2011.","n/a","n/a","","","","http://www.gamefaqs.com/psp/654242-ambassador-kane"
"Amnesia","Adventure,General","Amnesia is an Adventure game, developed and published by Idea Factory,which was released in Japan in 2011.","n/a","7.7","n/a","Idea Factory","Aug 18, 2011 ","http://www.gamefaqs.com/psp/626626-amnesia"
"Amnesia Later","Adventure,General","Amnesia Later is an Adventure game, developed and published by Idea Factory,which was released in Japan in 2012.","n/a","5.3","n/a","Idea Factory","Mar 15, 2012 ","http://www.gamefaqs.com/psp/650536-amnesia-later"
"Amnesia Twin Pack","Miscellaneous,Compilation","Amnesia Twin Pack is a Miscellaneous game, developed and published by Idea Factory,which was released in Japan in 2012.","n/a","n/a","n/a","Idea Factory","Mar 15, 2012 ","http://www.gamefaqs.com/psp/650539-amnesia-twin-pack"
"Amnesia: Crowd","Adventure,General","Amnesia: Crowd is an Adventure game, developed by Otomate and published by Idea Factory,which was released in Japan in 2013.","n/a","4.0","n/a","Otomate","Apr 18, 2013 ","http://www.gamefaqs.com/psp/681543-amnesia-crowd"
"Anata o Yurusanai","Adventure,General","Anata o Yurusanai is an Adventure game, developed by Zener Works and published by AQ Interactive,which was released in Japan in 2007.","n/a","7.3","n/a","Zener Works","Nov 15, 2007 ","http://www.gamefaqs.com/psp/943142-anata-o-yurusanai"
"Ancient Game Treasures Mill","Action,General","Ancient Game Treasures Mill is an Action game, developed and published by G1M2,which was released in 2011.","n/a","5.0","","","","http://www.gamefaqs.com/psp/624943-ancient-game-treasures-mill"
"Angel Collection","Strategy,Breeding/Constructing","Angel Collection is a Strategy game, published by MTO,which was cancelled before it was released.","","","","","","http://www.gamefaqs.com/psp/924585-angel-collection"
"Angelique: Maren no Rokukishi","Adventure,General","Angelique: Maren no Rokukishi is an Adventure game, developed and published by Idea Factory,which was released in Japan in 2011.","n/a","7.0","n/a","Idea Factory","Nov 17, 2011 ","http://www.gamefaqs.com/psp/626326-angelique-maren-no-rokukishi"
"Angry Birds","Action,General","Use the unique powers of the Angry Birds to destroy the greedy pigs' defenses!**The survival of the Angry Birds is at stake. Dish out revenge on the greedy pigs who stole their eggs. Use the unique powers of each bird to destroy the pigs&rsquo; defenses. Angry Birds features challenging physics-based gameplay and hours of replay value. Each level requires logic, skill and force to solve.**If you get stuck in the game, you can purchase the Mighty Eagle! Mighty Eagle is a one-time in-app purchase in Angry Birds that gives unlimited use. This phenomenal creature will soar from the skies to wreak havoc and smash the pesky pigs into oblivion. There&rsquo;s just one catch: you can only use the aid of Mighty Eagle to pass a level once per hour. Mighty Eagle also includes all new gameplay goals and achievements!**In addition to the Mighty Eagle, Angry Birds now has power-ups! Boost your birds&rsquo; abilities and three-star levels to unlock secret content! Angry Birds now has the following amazing power-ups: Sling Scope for laser targeting, King Sling for maximum flinging power, Super Seeds to supersize your birds, and Birdquake to shake pigs&rsquo; defenses to the ground!**#1 IPHONE PAID APP in US, UK, Canada, Italy, Germany, Russia, Sweden, Denmark, Finland, Singapore, Poland, France, Netherlands, Malta, Greece, Austria, Australia, Turkey, UAE, Saudi Arabia, Israel, Belgium, Norway, Hungary, Malaysia, Luxembourg, Portugal, Czech Republic, Spain, Ireland, Romania, New Zealand, Latvia, Lithuania, Estonia, Nicaragua, Kazakhstan, Argentina, Bulgaria, Slovakia, Slovenia, Mauritius, Chile, Hong Kong, Pakistan, Taiwan, Colombia, Indonesia, Thailand, India, Kenya, Macedonia, Croatia, Macau, Paraguay, Peru, Armenia, Philippines, Vietnam, Jordan and Kuwait. **Note: if you are having a problem with your device crashing after installing the update, try shutting down and restarting the device. If you are still having problems, contact support@rovio.com.#1 IPHONE PAID GAME in more countries than we can count!Terms of Use: http://www.rovio.com/eula*Privacy Policy: http://www.rovio.com/privacy*This application may require internet connectivity and subsequent data transfer charges may apply.","n/a","7.2","77","Abstraction Games","Jan4, 2011 ","http://www.gamefaqs.com/psp/616319-angry-birds"
"Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai","Adventure,General","Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai is an Adventure game, developed and published by 5pb,which was released in Japan in 2012.","n/a","5.5","n/a","5pb","Aug 30, 2012 ","http://www.gamefaqs.com/psp/666395-ano-hi-mita-hana-no-namae-o-bokutachi-wa-mada"
"Another Century's Episode Portable","Simulation,Sci-Fi,Mech","Another Century's Episode Portable is a Simulation game, developed by From Software and published by Bandai Namco Games,which was released in Japan in 2011.","8.0","7.9","n/a","From Software","Jan 13, 2011 ","http://www.gamefaqs.com/psp/610650-another-centurys-episode-portable"
"Antiphona no Seikahime: Tenshi no Score Op.A","Role-Playing,General","Music is everywhere in the land of Antiphona. This is a story of Miabelle, a young girl who lives in Antiphona and loves singing. The elder sister of Miabelle, Lily, was elected to be a &quot;singing princess&quot; on a famous festival that occurs only once every 300 years, but just before the festival started, the Devil King appeared and stole the voice of Lily. To help her sister, Miabelle with her friends and puppets forms a singing group &quot;Celesta&quot;. Giving lots of performances along their way, the group takes off on an adventure to get back Lily's voice.","n/a","8.7","n/a","O-TWO","Oct 22, 2009 ","http://www.gamefaqs.com/psp/961553-antiphona-no-seikahime-tenshi-no-score-opa"
"Antiphona no Seikahime: Tenshi no Score Op.A","Role-Playing,General","Music is everywhere in the land of Antiphona. This is a story of Miabelle, a young girl who lives in Antiphona and loves singing. The elder sister of Miabelle, Lily, was elected to be a &quot;singing princess&quot; on a famous festival that occurs only once every 300 years, but just before the festival started, the Devil King appeared and stole the voice of Lily. To help her sister, Miabelle with her friends and puppets forms a singing group &quot;Celesta&quot;. Giving lots of performances along their way, the group takes off on an adventure to get back Lily's voice.","n/a","8.7","n/a","O-TWO","Oct 22, 2009 ","http://www.gamefaqs.com/psp/961553-antiphona-no-seikahime-tenshi-no-score-opa"
"Ao no Exorcist: Genkoku no Labyrinth","Adventure,General","Ao no Exorcist: Genkoku no Labyrinth is an Adventure game, developed and published by Bandai Namco Games,which was released in Japan in 2012.","n/a","7.4","n/a","Bandai Namco Games","Apr 26, 2012 ","http://www.gamefaqs.com/psp/634840-ao-no-exorcist-genkoku-no-labyrinth"
"Aoi Sora no Neosphere: Nanoca Flanka Hatsumei Koubouki 2","Adventure,General","Aoi Sora no Neosphere: Nanoca Flanka Hatsumei Koubouki 2 is an Adventure game, developed and published by CyberFront,which was released in Japan in 2012.","n/a","3.5","n/a","CyberFront","Aug9, 2012 ","http://www.gamefaqs.com/psp/670651-aoi-sora-no-neosphere-nanoca-flanka-hatsumei"
"Aoi Umi no Tristia Portable: Nanoca Flanka Hatsumei Koubouki","Adventure,General","Aoi Umi no Tristia Portable: Nanoca Flanka Hatsumei Koubouki is an Adventure game, developed and published by CyberFront,which was released in Japan in 2012.","n/a","3.7","n/a","CyberFront","Aug9, 2012 ","http://www.gamefaqs.com/psp/670650-aoi-umi-no-tristia-portable-nanoca-flanka-hatsumei"
"Aoi Umi no Tristia: 10th Anniversary Memorial Pack","Miscellaneous,Compilation","Aoi Umi no Tristia: 10th Anniversary Memorial Pack is a Miscellaneous game, developed and published by CyberFront,which was released in Japan in 2012.","n/a","3.5","n/a","CyberFront","Aug9, 2012 ","http://www.gamefaqs.com/psp/670654-aoi-umi-no-tristia-10th-anniversary-memorial-pack"
"Apache Overkill","Action,General","&quot;Apache Overkill&quot; is an intense side-scrolling helicopter shoot &iuml;&iquest;&frac12;em up based on Playerthree's original Flash game &iuml;&iquest;&frac12;Overkill&iuml;&iquest;&frac12;, which has been played over 100 million times on the web. This PSN Minis version is a fully re-coded and enhanced version of the game, featuring new graphics and environments, end of level bosses, a unique combat wave bonus mechanism and 99 levels of non-stop explosive action.","n/a","6.0","","","","http://www.gamefaqs.com/psp/609559-apache-overkill"
"Ape Escape Academy","Miscellaneous,Party","To become an expert in monkey business, you first have to go to monkey school. Featuring the crazy characters from the Ape Escape series, Ape Academy takes you a college filled with minigames, troublemakers, and challenges. You can achieve success by winning games such as trivia quizzes and variants of dodgeball, pong, and rock-paper-scissors. The game also lets you take on other PSP players via Wi-Fi connection, or play against a friend simultaneously on one PSP.","5.0","7.1","51","Shift","Jan 17, 2006 ","http://www.gamefaqs.com/psp/924683-ape-escape-academy"
"Ape Escape Academy 2","Miscellaneous,Party","Ape Escape Academy 2 is the next stage in monkey mayhem on PSP. Players join the monkeys following their graduation from the 'Ape Academy' as they square off in a zany &quot;Scissors, Paper, Stone&quot; card battle! Play 100 new mini games. Collect up to 300 monkey cards. Give your mate a taste of monkey madness by sending them a special mini game via the Game Sharing mode. Play two players on one PSP using the special monkey-shield provided to make sure your opponent doesn't see what cards you have.","n/a","7.0","","","","http://www.gamefaqs.com/psp/930043-ape-escape-academy-2"
