"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"ADK World","Miscellaneous,Trivia / Game Show","ADK World is a Miscellaneous game, developed and published by ADK,which was released in Japan in 1995.","n/a","n/a","n/a","ADK","Nov 10, 1995 ","http://www.gamefaqs.com/neogeocd/565688-adk-world"
"The Last Blade","Action,Fighting,2D","1863. History's hidden secret is revealed. During the age known as &quot;Bakumatsu&quot;, 135 years ago, chaos rules! It's all yours: A new type of weapon fighting game in which Power and Speed weapons, in addition to various Repel moves can be used to experience a new sensation in video game thrills!","n/a","8.3","n/a","SNK","Mar 26, 1998 ","http://www.gamefaqs.com/neogeocd/922317-the-last-blade"
"Baseball Stars 2","Sports,Traditional,Baseball,Arcade","Baseball Stars 2 is baseball at its finest! A game made by players for players. Play in two leagues, Fighting and Exciting, against a global league of all-stars. Strike outs, stealing home, home runs, diving catches, and POWER hitting are just a few of the action-packed attractions found in this sequel of sequels!","9.0","n/a","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/920018-baseball-stars-2"
"Baseball Stars Professional","Sports,Traditional,Baseball,Arcade","Baseball Stars Professional is a Sports game, developed and published by SNK,which was released in 1995.","n/a","n/a","n/a","SNK","Apr 21, 1995 ","http://www.gamefaqs.com/neogeocd/922213-baseball-stars-professional"
"Neo Turf Masters","Sports,Traditional,Golf,Sim","The player picks one of six available golfers and competes on a number of golf courses around the world, including Japan (Fujiyama Oriental Golf Club), America (Grand Canyon Golf Course), Australia (Blue Lagoon Golf Course), and Germany (Baden Golf Course). The game features two modes of play. The first is Stroke Play, in which the player attempts to get the best score by playing all 18 holes. The second is Match Play, in which two players compete to see who can win more of the 18 holes. Get ready to hit the fairway!","n/a","8.0","n/a","Nazca","May1, 1996 ","http://www.gamefaqs.com/neogeocd/922308-neo-turf-masters"
"Blue's Journey","Action,Platformer,2D","Blue's Journey is an Action game, developed and published by ADK,which was released in Japan in 1994.","n/a","8.0","n/a","ADK","Oct 31, 1994 ","http://www.gamefaqs.com/neogeocd/922324-blues-journey"
"Breakers","Action,General","Breakers is an Action game, published by Visco,which was released in Japan in 1997.","n/a","8.0","n/a","Visco","Apr 25, 1997 ","http://www.gamefaqs.com/neogeocd/922316-breakers"
"Burning Fight","Action,Beat-'Em-Up","The Castella family from the Metro City started ruining the peaceful city of Osaka with the violent Japanese group &quot;Heiwa-gumi&quot;. To stop the fight, Metro police dispatched two dangerous characters, Duke and Billy, to Japan. With the support of the famous Japanese detective Ryu, they decided to rush into the enemy's fortress. Ruthless violence in the neon lights of Osaka. Will there be an end to this war?","n/a","7.3","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922225-burning-fight"
"Bust-A-Move","Miscellaneous,Puzzle,Matching","Which will burst first: your concentration or the level you're working on? It takes more than just swinging the bubble-turret and taking aim on the falling ceiling; tactical planning and mental dexterity are the only way to string together three or more bubbles and 100 wins to make it through all the bubble and ego-bursting rounds of Bust-A-Move!","n/a","7.0","n/a","Taito Corporation","Apr 27, 1995 ","http://www.gamefaqs.com/neogeocd/587031-bust-a-move"
"Neo-Geo CD","Hardware,Console","Neo-Geo CD is a Hardware game, developed and published by SNK,which was released in Japan in 1994.","8.0","7.2","n/a","SNK","1996 ","http://www.gamefaqs.com/neogeocd/916662-neo-geo-cd"
"Ironclad","Action,Shooter,Scrolling","Ironclad is an Action game, developed by Saurus and published by SNK,which was released in Japan in 1996.","10.0","8.3","","","","http://www.gamefaqs.com/neogeocd/565705-ironclad"
"Voltage Fighter Gowcaizer","Action,General","The ultimate warriors are ready for battle! The Auto-Zoom feature draws you in to the red-hot action! Use the new &quot;Special Attack Tracing System&quot; to copy the special abilities of the foes you defeat and build your own warrior from over 100 combinations!","8.0","7.3","n/a","Technos","Nov 24, 1995 ","http://www.gamefaqs.com/neogeocd/922305-voltage-fighter-gowcaizer"
"Crossed Swords","Action,General","The legend of the strongest fighting lord of all time! Radical RPG points. Unlike your average RPG scoring system, this slasher rates points for power, speed, and magic! Transform from the real world into a world of knights doing battle to destroy &quot;Nausizz&quot;, the King of terror and the messenger of the evil world. Use your slashing skills, magic, and counterattack!","n/a","7.0","n/a","ADK","Oct 31, 1994 ","http://www.gamefaqs.com/neogeocd/922325-crossed-swords"
"Crossed Swords II","Action,General","Crossed Swords II is an Action game, developed and published by ADK,which was released in Japan in 1995.","7.0","n/a","n/a","ADK","May2, 1995 ","http://www.gamefaqs.com/neogeocd/578855-crossed-swords-ii"
"Cyber-Lip","Action,Shooter,Scrolling","Up until now, mankind has enjoyed their prosperity. Now they are facing trouble. CYBER-LIP, the state-of-the-art army computer is out of control. The cyborgs and aliens under its control are beginning to attack people. The government calls in Rick and Brooks to destroy CYBER-LIP!","n/a","6.3","n/a","SNK","Apr 21, 1995 ","http://www.gamefaqs.com/neogeocd/922221-cyber-lip"
"Double Dragon","Action,Beat-'Em-Up","Return to the Legend of the Dragons! All-new powerful special attacks which have never been seen before! Special attacks which allow the player who is behind to catch up. Transformations by Billy and Jimmy, which are unthinkable. Auto-zoom playfield, which depends on the distance between the two players.","n/a","6.7","n/a","Technos Japan","1995 ","http://www.gamefaqs.com/neogeocd/922301-double-dragon"
"Street Hoop","Sports,Traditional,Basketball,Sim","Which team is the best at 3-on-3? Choose from ten countries to find out. Shots vary according to the shooting distance. Fake dunk, aloof - a variety of techniques to choose from! Speedy! Powerful! Move your body to hip hoppin' rap music. When the power guage reaches its max, Super Dunk sparks!","n/a","7.0","n/a","Data East","Jan 20, 1995 ","http://www.gamefaqs.com/neogeocd/922298-street-hoop"
"Fatal Fury","Action,Fighting,2D","Fighting is one of the oldest sports of all time, for warriors being the BEST is the ultimate goal... But being the best can be Fatal.Be Andy, Terry or Joe and journey from city to city to defeat their top fighters. Use their uncontrollable Fury to reach Geese in this Head-to-Head fighting spectacular!","n/a","7.4","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/919814-fatal-fury"
"Fatal Fury 2","Action,Fighting,2D","The three lone wolves return to clash with new opponents in the &quot;Sultan of Slugs&quot; Battle Royale. After a year in training, forging bodies of steel, Andy, Joe, and Terry take on the world. The ultimate Bout charged with the power of NEO-GEO's 100 Mega Shock. Fatal Fury 2! Each player can choose the same character from the 8 heroes. Special attacks explode with more action. 3D battles bring you to the next stage in the fighting game evolution. Easy maneuverability and realistic choreography.","n/a","7.4","n/a","SNK","Mar 30, 1995 ","http://www.gamefaqs.com/neogeocd/919816-fatal-fury-2"
"Fatal Fury 3","Action,Fighting,2D","Fatal Fury 3 is an Action game, developed and published by SNK,which was released in 1995.","n/a","7.4","n/a","SNK","Apr 28, 1995 ","http://www.gamefaqs.com/neogeocd/919815-fatal-fury-3"
"Fatal Fury 3","Action,Fighting,2D","Fatal Fury 3 is an Action game, developed and published by SNK,which was released in 1995.","n/a","7.4","n/a","SNK","Apr 28, 1995 ","http://www.gamefaqs.com/neogeocd/919815-fatal-fury-3"
"Fatal Fury Special","Action,Fighting,2D","The GRANDMOTHER of all battles! 15 of the FATAL FURY series' top stars gather in the match of the millenium! Use the resurrected Geese Howard and Wolfgang Krauser in a dazzling 3D arena! All you have ever wanted in a fighting game is here in FATAL FURY SPECIAL!","n/a","8.2","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922290-fatal-fury-special"
"Fatal Fury","Action,Fighting,2D","Fighting is one of the oldest sports of all time, for warriors being the BEST is the ultimate goal... But being the best can be Fatal.Be Andy, Terry or Joe and journey from city to city to defeat their top fighters. Use their uncontrollable Fury to reach Geese in this Head-to-Head fighting spectacular!","n/a","7.4","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/919814-fatal-fury"
"Karnov's Revenge","Action,Fighting,2D","The quest to defeat the mysterious Baron of Battlers, the mysterious K, is on. In order to get to this grotesque gladiator, however, you need to fight your way through 11 matches with the most skilled, most deadly of all combatants in the world of physical contact. Use your powers of pulverization, psychic energy blasts, and ridiculous strength to become the explosive fighting god in FIGHTERS HISTORY DYNAMITE!","6.0","7.7","n/a","Data East","Dec 22, 1994 ","http://www.gamefaqs.com/neogeocd/918357-karnovs-revenge"
"3 Count Bout","Action,Fighting,Wrestling","The Power. The Pain. The Glory. Lock horns with 10 of the world's most rambunctious wrestlers ever! In the ring, on the street, use your wits, ability, and various tools at your disposal to pummel, pound, bite, scratch, kick, and gouge your way to survival and the world championship. Master your surroundings, develop new attacks, and press those buttons in matches so brutal and real you'll be checking your own body for bruises and your own mouth for loose teeth. This isn't just another wrestling game, it's THE wrestling game!","n/a","n/a","n/a","UPL","Apr 23, 1995 ","http://www.gamefaqs.com/neogeocd/922287-3-count-bout"
"WindJammers","Sports,General","A dazzling new game combining the thrills of tennis, the dangers of the discus, and the heart-stopping competition of competition sports. Six of the world's toughest and most clever athletes take court in the most thrilling new sport of the fin-de-seicle! WINDJAMMERS - It will blow you away!","n/a","7.0","n/a","Data East","1995 ","http://www.gamefaqs.com/neogeocd/922291-windjammers"
"Football Frenzy","Sports,Traditional,Football,Arcade","You'll never play another football game again, after you play Football Frenzy! Football Frenzy, with on-going play-by-play announcing, is hard-hitting action at its best! You will hear, in full stereo, every bone-crushing tackle and helmet-to-helmet, metal-on-metal hit. The piercing grunts and groans of players sacrificing their bodies for the team puts you right on the field with them! The camera zooms give you the most dazzling close-ups ever seen. So, bring your pads and helmet! Tournament mode, cinematic displays and over 10 teams to choose from make this football package complete. Play against the computer or a friend in this 46-MEG bone-jarring gridiron great... Football Frenzy!","n/a","n/a","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922328-football-frenzy"
"Savage Reign","Action,Fighting,2D","When these warriors collide, they rumble like thunder and strike like lightning. And in the fiercest of battles, the mighty gladiators must struggle to obtain supreme power or fall by the wayside. As they take on the world, remember to carry a steel umbrella or get pounded by - the Savage Reign!","n/a","8.0","n/a","SNK","Jun 16, 1995 ","http://www.gamefaqs.com/neogeocd/922296-savage-reign"
"Futsal: 5 on 5 Mini Soccer","Sports,Traditional,Soccer,Sim","Futsal: 5 on 5 Mini Soccer is a Sports game, published by Saurus,which was released in Japan in 1996.","n/a","3.0","n/a","Saurus","Jul 19, 1996 ","http://www.gamefaqs.com/neogeocd/565716-futsal-5-on-5-mini-soccer"
"Galaxy Fight: Universal Warriors","Action,Fighting,2D","People have prayed to the gods, but the devil descends from the sky. Your mission is to defeat Felden Kryse, ruler of the underworld. The fantastic challenge ferociously unfolds on eight different planets. Screen image changes on-the-fly to zoom in and out based on how the battle unfolds. Use Dash to your utmost advantage, and speed through the field of infinity.","n/a","6.4","n/a","SunSoft","Apr 21, 1995 ","http://www.gamefaqs.com/neogeocd/922299-galaxy-fight-universal-warriors"
"Fatal Fury 2","Action,Fighting,2D","The three lone wolves return to clash with new opponents in the &quot;Sultan of Slugs&quot; Battle Royale. After a year in training, forging bodies of steel, Andy, Joe, and Terry take on the world. The ultimate Bout charged with the power of NEO-GEO's 100 Mega Shock. Fatal Fury 2! Each player can choose the same character from the 8 heroes. Special attacks explode with more action. 3D battles bring you to the next stage in the fighting game evolution. Easy maneuverability and realistic choreography.","n/a","7.4","n/a","SNK","Mar 30, 1995 ","http://www.gamefaqs.com/neogeocd/919816-fatal-fury-2"
"Fatal Fury 3","Action,Fighting,2D","Fatal Fury 3 is an Action game, developed and published by SNK,which was released in 1995.","n/a","7.4","n/a","SNK","Apr 28, 1995 ","http://www.gamefaqs.com/neogeocd/919815-fatal-fury-3"
"Fatal Fury Special","Action,Fighting,2D","The GRANDMOTHER of all battles! 15 of the FATAL FURY series' top stars gather in the match of the millenium! Use the resurrected Geese Howard and Wolfgang Krauser in a dazzling 3D arena! All you have ever wanted in a fighting game is here in FATAL FURY SPECIAL!","n/a","8.2","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922290-fatal-fury-special"
"Fatal Fury","Action,Fighting,2D","Fighting is one of the oldest sports of all time, for warriors being the BEST is the ultimate goal... But being the best can be Fatal.Be Andy, Terry or Joe and journey from city to city to defeat their top fighters. Use their uncontrollable Fury to reach Geese in this Head-to-Head fighting spectacular!","n/a","7.4","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/919814-fatal-fury"
"Ghost Pilots","Action,Shooter,Scrolling","Bombs, Missiles, Bullets! Close to the end of the war, rumor of &quot;A huge natural resource found in F Country&quot; was spreading among countries suffering from lack of war supplies. Neutral F Country, with its antiquated military, suddenly became the target of super powers C and D Country. They became involved in the war. Exciting shooting game with dive-bombing and steep climbs by enemy jet fighters. Rush to the battlefield!","n/a","1.0","n/a","SNK","Mar 17, 1995 ","http://www.gamefaqs.com/neogeocd/922323-ghost-pilots"
"Idol Mahjong Final Romance 2","Miscellaneous,Board Games","Idol Mahjong Final Romance 2 is a Miscellaneous game, developed by Video System and published by SNK,which was released in Japan in 1995.","n/a","n/a","n/a","Video System","Aug 25, 1995 ","http://www.gamefaqs.com/neogeocd/565681-idol-mahjong-final-romance-2"
"Ironclad","Action,Shooter,Scrolling","Ironclad is an Action game, developed by Saurus and published by SNK,which was released in Japan in 1996.","10.0","8.3","","","","http://www.gamefaqs.com/neogeocd/565705-ironclad"
"Puzzled","Miscellaneous,Puzzle,General","Once upon a time, the god of sun built a huge wall in the center of the &quot;man's village&quot; and the &quot;woman's village&quot; where they had been fighting for a long, long time. This caused even more trouble, in that the tower blocked all the sunlight to both villages. Rad and Am were sent to travel up the tower of sun full of various falling blocks. Capable of 2-player simultaneous drop-in play!","n/a","10.0","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/922321-puzzled"
"Jyanshin Densetsu: Quest of Jongmaster","Miscellaneous,Board Games","Jyanshin Densetsu: Quest of Jongmaster is a Miscellaneous game, published by SNK,which was released in Japan in 1995.","n/a","n/a","n/a","SNK","Mar 31, 1995 ","http://www.gamefaqs.com/neogeocd/565665-jyanshin-densetsu-quest-of-jongmaster"
"Kabuki Klash","Action,Fighting,2D","Kabuki Klash is an Action game, developed by Racdym and published by SNK,which was released in 1995.","n/a","8.0","n/a","Racdym","Nov 24, 1995 ","http://www.gamefaqs.com/neogeocd/919790-kabuki-klash"
"Karnov's Revenge","Action,Fighting,2D","The quest to defeat the mysterious Baron of Battlers, the mysterious K, is on. In order to get to this grotesque gladiator, however, you need to fight your way through 11 matches with the most skilled, most deadly of all combatants in the world of physical contact. Use your powers of pulverization, psychic energy blasts, and ridiculous strength to become the explosive fighting god in FIGHTERS HISTORY DYNAMITE!","6.0","7.7","n/a","Data East","Dec 22, 1994 ","http://www.gamefaqs.com/neogeocd/918357-karnovs-revenge"
"The King of Fighters '94","Action,Fighting,2D","Walk into battle with your head held high! In The King of Fighters, you'll never fight alone! Choose one of eight teams in this all-out battle spectacular. Teams from Fatal Fury, Art of Fighting, Ikari Warriors, and a few uncharted areas come together for the first time ever. Dodge attacks, tag-off with team members, use your special King Krusher Battle Moves and take the crown in The King of Fighters '94!","n/a","7.8","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/920390-the-king-of-fighters-94"
"The King of Fighters '95","Action,Fighting,2D","Fighter's Armageddon - Team Battle '95! 24 of SNK's greatest fighting stars in the dream battle of all ages! Form up to 2,000 terrific teams! Guide history's supreme warriors in your own unique team. Also featuring a new Team Edit function.","n/a","8.2","n/a","SNK","1995 ","http://www.gamefaqs.com/neogeocd/921022-the-king-of-fighters-95"
"The King of Fighters '96","Action,Fighting,2D","The battle of the dream teams '96 - READY! 27 of SNK's top fighting heroes face off for fisticuffs! Only King of Fighters lets you combine your favorite characters in exciting teams. Try out endless combinations and bop your way to the top with the toughest team of all! Over 2,900 possible team combinations using the Team Edit Function. It's too much!","n/a","8.6","n/a","SNK","Oct 25, 1996 ","http://www.gamefaqs.com/neogeocd/922313-the-king-of-fighters-96"
"The King of Fighters '96: NEOGEO Collection","Miscellaneous,General","The King of Fighters '96: NEOGEO Collection is a Miscellaneous game, developed and published by SNK,which was released in Japan in 1997.","n/a","9.0","n/a","SNK","Feb 14, 1997 ","http://www.gamefaqs.com/neogeocd/565712-the-king-of-fighters-96-neogeo-collection"
"The King of Fighters '97","Action,Fighting,2D","The King of Fighters 1997 begins! 29 characters to choose from! In addition to 2 new teams and 7 returning teams, 2 new characters can be found in the Edit Mode. Virtually unlimited choice in an impressive selection of 3,654 team edit combinations. Includes 2 types of playing modes. Which one can you handle - the aggressive Advanced Mode or the simple Extra Mode?","8.0","7.5","n/a","SNK","1997 ","http://www.gamefaqs.com/neogeocd/922315-the-king-of-fighters-97"
"The King of Fighters '98: The Slugfest","Action,Fighting,2D","The All-Star dream battle is here at last: It's King of Fighters '98! Here come 38 of your favorite characters from the King of Fighters series. Your favorite characters and teams are back! Filled with new surprises like the Roulette Team Edit and Advantage System, King '98 will pop your cork with unrelenting excitement!","n/a","8.7","n/a","SNK","1998 ","http://www.gamefaqs.com/neogeocd/922320-the-king-of-fighters-98-the-slugfest"
"The King of Fighters '98: The Slugfest","Action,Fighting,2D","The All-Star dream battle is here at last: It's King of Fighters '98! Here come 38 of your favorite characters from the King of Fighters series. Your favorite characters and teams are back! Filled with new surprises like the Roulette Team Edit and Advantage System, King '98 will pop your cork with unrelenting excitement!","n/a","8.7","n/a","SNK","1998 ","http://www.gamefaqs.com/neogeocd/922320-the-king-of-fighters-98-the-slugfest"
"The King of Fighters '99: Millennium Battle","Action,Fighting,2D","A new King Of Fighters begins! Featuring a new story centered around the enigmatic K'! 32 characters collide in battle, including 6 new characters! The new Striker Match revolutionizes combat battles! Special Art Gallery mode offers game sketches and unreleased illustrations!","n/a","7.7","n/a","SNK","1999 ","http://www.gamefaqs.com/neogeocd/918358-the-king-of-fighters-99-millennium-battle"
"The King of Fighters '99: Millennium Battle","Action,Fighting,2D","A new King Of Fighters begins! Featuring a new story centered around the enigmatic K'! 32 characters collide in battle, including 6 new characters! The new Striker Match revolutionizes combat battles! Special Art Gallery mode offers game sketches and unreleased illustrations!","n/a","7.7","n/a","SNK","1999 ","http://www.gamefaqs.com/neogeocd/918358-the-king-of-fighters-99-millennium-battle"
"King of the Monsters 2: The Next Thing","Action,Beat-'Em-Up","In 1996, the country of Japan was devastated by the monster invasion. Six monsters did battle in the most destructive and terrifying catastrophe of all time. The war lasted 3 years and is known in history books as the KING OF THE MONSTERS massacre. Three monsters survived and have become more advanced and dangerous than ever before. But now, a new nemesis is on the scene. The alien invasion will be the biggest challenge for Earth's monstrosity. An unimaginable rumble that will rock the world and this new war will certainly be coined by witnesses as the... King of the Monsters 2 colossal confrontation!","5.0","7.0","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/920020-king-of-the-monsters-2-the-next-thing"
"The Last Blade 2","Action,Fighting,2D","The Last Blade 2, originally released in 1998, is the sequel to the fighting game, The Last Blade, which was released a year before. It picks up where the previous title left off and takes the story of battling at the gates of hell to its climax. This time around, there are 16 unique swordsmen from which to choose. Choose from 2 sword types (Strength and Attack). Deflect your enemy's attacks with &quot;Repel&quot;. You can also cancel game-changing special moves like &quot;Super Secret Slice&quot; or &quot;Hidden Secret Slice&quot; with a &quot;Sublime Slash&quot;, which connects to Super Secret Slice - just like in the previous title. And there are even some new features like aerial repels, aerial guards and knockdown recovery. Take your battles to a whole 'nother level!","10.0","7.3","n/a","SNK","Feb 27, 1999 ","http://www.gamefaqs.com/neogeocd/562851-the-last-blade-2"
"The Last Blade","Action,Fighting,2D","1863. History's hidden secret is revealed. During the age known as &quot;Bakumatsu&quot;, 135 years ago, chaos rules! It's all yours: A new type of weapon fighting game in which Power and Speed weapons, in addition to various Repel moves can be used to experience a new sensation in video game thrills!","n/a","8.3","n/a","SNK","Mar 26, 1998 ","http://www.gamefaqs.com/neogeocd/922317-the-last-blade"
"Last Hope","Action,Shooter,Scrolling","Last Hope is an Action game, developed and published by NG:DEV.TEAM,which was released in Europe in 2007.","n/a","8.0","n/a","NG:DEV.TEAM","Nov 19, 2007 ","http://www.gamefaqs.com/neogeocd/986335-last-hope"
"Last Resort","Action,Shooter,Scrolling","Suddenly the symbol of the space age, Space Colony, was attacked by a computer virus. Would human beings be ruined by the civilization of their own development? SOS! SOS! People cannot wait any longer for a rescue operation of last resort! Armed with the super weapon, Force, which guards and attacks by its special movements, fight against unknown mechanical bodies in this great new side-scrolling shooter!","7.0","7.8","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922330-last-resort"
"League Bowling","Sports,Alternative,Bowling","The lanes are crowded every night with Big Time Pin Slammin' action! You call the shots selecting a right or left handed bowler. Determine ball weight, and develop the skills of the pro's as you skillfully throw a variety of shots that you control. So pop some refreshments and settle into this indoor sport like you've never seen before!","6.0","7.0","n/a","SNK","1994 ","http://www.gamefaqs.com/neogeocd/920328-league-bowling"
"Magical Drop 2","Miscellaneous,Puzzle,Matching","The worldwide arcade hit brought to you by Bandai will keep you bursting bubbles and stacking combo points in this puzzler that will have your brain bubbling!","n/a","8.0","n/a","Data East","May 24, 1996 ","http://www.gamefaqs.com/neogeocd/922310-magical-drop-2"
"Magician Lord","Action Adventure,Fantasy","Step into the sorcerer's world! Elta, the last descendant of the MAGICIAN LORD is on a journey to find the eight missing volumes of the Sorcerer's Books... To end the years of chaos and horror, and to help the land he loves.","9.0","8.0","n/a","ADK","Oct 31, 1994 ","http://www.gamefaqs.com/neogeocd/922216-magician-lord"
"Mahjong Kyoretsuden","Miscellaneous,Board Games","Mahjong Kyoretsuden is a Miscellaneous game, developed and published by SNK,which was released in Japan in 1994.","n/a","n/a","n/a","SNK","Sep9, 1994 ","http://www.gamefaqs.com/neogeocd/922215-mahjong-kyoretsuden"
"Metal Slug","Action,Shooter,Scrolling","The awesome combat-shooting game is now out on CD-ROM in a super powered-up version!Along with the Arcade Mission (Arcade version), compete for the best clear time and longest achieved distance in the newly added Combat School Mode.The NEO GEO CD version of Metal Slug.It will blow you away!Charge!","8.0","9.2","n/a","Nazca","Jul5, 1996 ","http://www.gamefaqs.com/neogeocd/922311-metal-slug"
"Metal Slug 2","Action,Shooter,Scrolling","The Intelligence Agency has just intercepted a transmission concerning another full-scale coup. It's up to us to stop this with everything we got and hit them so hard, they'll never get up again! For this mission, Eri Kasamoto and Fio Germi have been newly assigned as your partners. If there aren't any further questions, you ship out at noon. I don't have to say it, but the fate of this mission rests on you! Good luck! We're pullin' for you!","n/a","8.7","n/a","SNK","Jun 25, 1998 ","http://www.gamefaqs.com/neogeocd/922318-metal-slug-2"
"Mutation Nation","Action,Beat-'Em-Up","In the year 2050... Bio-chemistry and genetics has surpassed even our own imagination. A scientist who had been working on a bizarre genetic experiment is banned by his Superiors and suddenly, his bio-chemical laboratory collapses in a massive explosion. Years later, people become vulnerable to the same genetic virus... creating a nation of mutants... THE MUTATION NATION! Can you stop the mutation invasion?","n/a","6.3","n/a","SNK","Feb 25, 1995 ","http://www.gamefaqs.com/neogeocd/922210-mutation-nation"
